year,line,naic_code,company_name,market_share,complaints,complaint_index,complaint_index_prior_1,complaint_index_prior_2,source_file
2022,long_term_care,71412,Mutual Of Omaha Insurance Company,0.05,2,0.39,0.0,0.0,2022.pdf
2022,long_term_care,66915,New York Life Insurance Company,0.04,0,0.0,1.33,0.0,2022.pdf
2022,long_term_care,69000,Northwestern Long Term Care Insurance Company,0.06,0,0.0,0.0,0.0,2022.pdf
2022,long_term_care,68241,Prudential Insurance Company Of America,0.02,4,1.54,1.66,1.07,2022.pdf
2022,long_term_care,65005,RiverSource Life Insurance Company,0.01,0,0.0,0.0,0.0,2022.pdf
2022,long_term_care,25178,State Farm Mut Auto Insurance Company,0.03,0,0.0,0.0,0.0,2022.pdf
2022,long_term_care,56014,Thrivent Financial For Lutherans,0.03,0,0.0,0.0,0.0,2022.pdf
2022,long_term_care,86231,Transamerica Life Insurance Company,0.04,7,1.57,2.05,3.21,2022.pdf
2022,long_term_care,62235,Unum Life Insurance Company Of America,0.03,2,0.65,0.9,0.0,2022.pdf
2023,annuity,90611,Allianz Life Insurance Company of North America,0.05,2,0.72,0.66,,2023.pdf
2023,annuity,60488,American General Life Insurance Company,0.04,2,0.93,0.93,,2023.pdf
2023,annuity,67423,Aspida Life Insurance Company,0.02,0,0.0,,,2023.pdf
2023,annuity,61689,Athene Annuity & Life Company,0.07,4,1.01,1.53,,2023.pdf
2023,annuity,87726,Brighthouse Life Insurnace Company,0.03,1,0.56,2.21,,2023.pdf
2023,annuity,78077,Equitable Financial Life Insurance Company of America,0.03,0,0.0,0.0,,2023.pdf
2023,annuity,63088,Farm Bureau Life Insurnace Company,0.02,2,1.67,0.0,,2023.pdf
2023,annuity,63274,Fidelity & Guar Life Insurance Company,0.02,4,3.45,3.62,,2023.pdf
2023,annuity,91642,Forethought Life Insurnace Company,0.03,1,0.55,0.0,,2023.pdf
2023,annuity,65056,Jackson National Life Insurance Company,0.05,0,0.0,0.0,,2023.pdf
2023,annuity,65676,Lincoln National Life Insurance Company,0.05,0,0.0,0.53,,2023.pdf
2023,annuity,65935,Massachusetts Mutual Life Insurance Company,0.03,0,0.0,1.35,,2023.pdf
2023,annuity,92657,Nationwide Life & Annuity Insurance Company,0.02,0,0.0,0.0,,2023.pdf
2023,annuity,66869,Nationwide Life Insurance Company,0.02,0,0.0,0.0,,2023.pdf
2023,annuity,91596,New York Life Insurance & Annuity Corporation,0.03,0,0.0,0.0,,2023.pdf
2023,annuity,67466,Pacific Life Insurance Company,0.02,0,0.0,,,2023.pdf
2023,annuity,65005,RiverSource Life Insurance Company,0.02,1,0.8,1.1,,2023.pdf
2023,annuity,62952,SILAC Insurance Company,0.03,2,1.22,2.97,,2023.pdf
2023,annuity,68675,Security Benefit Life Insurance Company,0.05,3,0.99,1.86,,2023.pdf
2023,annuity,69345,Teachers Insurance & Annuity Association of America,0.02,2,1.76,0.0,,2023.pdf
2023,auto,29688,Allstate Fire & Casualty Insurance Company,0.04,64,1.83,1.35,,2023.pdf
2023,auto,10386,American Family Insurance Company,0.05,35,0.81,0.5,,2023.pdf
2023,auto,19275,"American Family Mutual Insurance Comapny, S.I.",0.05,18,0.46,0.64,,2023.pdf
2023,auto,15512,Automobile Club Interins Exchange,0.01,12,1.74,,,2023.pdf
2023,auto,19658,Bristol W Insurance Company,0.01,9,1.21,,,2023.pdf
2023,auto,21164,Dairyland Insurnace Company,0.01,12,1.95,,,2023.pdf
2023,auto,30210,Esurance Property & Casualty Insurance Company,0.0,15,5.84,,,2023.pdf
2023,auto,13773,Farm Bureau Property & Casualty Insurance Company,0.07,22,0.42,0.34,,2023.pdf
2023,auto,21628,Farmers Insurance Company Inc,0.04,20,0.67,0.54,,2023.pdf
2023,auto,13587,First Chicago Insurance Company,0.0,30,11.82,,,2023.pdf
2023,auto,14138,GEICO Advantage Insurance Company,0.03,19,0.88,0.69,,2023.pdf
2023,auto,14139,GEICO Choice Insurance Company,0.01,12,1.13,0.57,,2023.pdf
2023,auto,12966,Key Insurance Company,0.01,30,5.02,,,2023.pdf
2023,auto,23787,Nationwide Mutual Insurance Company,0.01,11,1.01,0.78,,2023.pdf
2023,auto,16322,Progressive Direct Insurance Company,0.08,71,1.13,1.38,,2023.pdf
2023,auto,42919,Progressive Northwestern Insurance Comapny,0.08,52,0.79,1.18,,2023.pdf
2023,auto,25405,Safe Auto Insurance Company,0.0,10,28.78,,,2023.pdf
2023,auto,24740,Safeco Insurance Company of America,0.02,14,0.89,0.95,,2023.pdf
2023,auto,23388,Shelter Mutual Insurance Company,0.03,22,0.79,0.73,,2023.pdf
2023,auto,19070,Standard Fire Insurance Company,0.04,23,0.67,0.43,,2023.pdf
2023,auto,25143,State Farm Fire & Casualty Company,0.01,9,0.98,,,2023.pdf
2023,auto,25178,State Farm Mutual Auto Insurance Company,0.18,100,0.7,0.7,,2023.pdf
2023,auto,42749,Traders Insurance Company,0.01,26,2.31,3.63,,2023.pdf
2023,auto,25968,USAA Casualty Insurance Company,0.02,17,1.34,1.38,,2023.pdf
2023,auto,18600,USAA General Indemnity Company,0.01,10,0.87,0.72,,2023.pdf
2023,auto,25941,United Service Automobile Association,0.02,11,0.7,0.63,,2023.pdf
2023,health,16072,Aetna Better Health of Kansas Inc,0.04,0,0.0,0.0,,2023.pdf
2023,health,72052,Aetna Health Insurance Company,0.01,1,0.28,2.44,,2023.pdf
2023,health,60054,Aetna Life Insurance Company,0.01,8,2.94,,,2023.pdf
2023,health,82406,All Savers Insurance Company,0.01,0,0.0,,,2023.pdf
2023,health,15481,Blue Cross Blue Shield Kansas Solutions Inc,0.01,0,0.0,,,2023.pdf
2023,health,47171,Blue Cross Blue Shield of Kansas City,0.02,17,3.03,1.36,,2023.pdf
2023,health,70729,Blue Cross Blue Shield of Kansas Inc,0.21,42,0.62,1.19,,2023.pdf
2023,health,12567,Care Improvement Plus South Central Insurance,0.16,0,0.0,,,2023.pdf
2023,health,80799,Celtic Insurance Company,0.14,174,3.64,0.73,,2023.pdf
2023,health,67369,Cigna Health & Life Insurance Company,0.02,10,1.58,1.84,,2023.pdf
2023,health,95489,Coventry Health Care of Kansas Inc,0.09,0,0.0,,,2023.pdf
2023,health,64246,Guardian Life Insurance Company of America,0.01,8,3.16,,,2023.pdf
2023,health,73288,Humana Insurance Company,0.01,5,1.73,0.68,,2023.pdf
2023,health,16159,Kansas Superior Select Inc,0.01,0,0.0,,,2023.pdf
2023,health,76040,Missouri Valley Life & Health Insurance Company,0.04,0,0.0,0.0,,2023.pdf
2023,health,12575,SilverScript Insurance Company,0.01,0,0.0,0.0,,2023.pdf
2023,health,14345,Sunflower State Health Plan Inc,0.03,0,0.0,3.26,,2023.pdf
2023,health,97772,US Health & Life Insurance Company Inc,0.0,16,20.9,,,2023.pdf
2023,health,79413,UnitedHealthcare Insurance Company,0.04,21,1.73,,,2023.pdf
2023,health,95591,UnitedHealthcare of Midlands Inc,0.03,0,0.0,,,2023.pdf
2023,health,95710,UnitedHealthcare of Wisconsin Inc,0.06,0,0.0,,,2023.pdf
2023,homeowners,37907,Allstate Vehicle & Property Insurance Company,0.04,26,1.54,1.65,,2023.pdf
2023,homeowners,19690,American Economy Insurance Company,0.02,12,1.48,0.95,,2023.pdf
2023,homeowners,10386,American Family Insurance Company,0.06,19,0.76,0.38,,2023.pdf
2023,homeowners,19275,"American Family Mutual Insurance Company, S.I.",0.07,18,0.61,0.38,,2023.pdf
2023,homeowners,10872,American Strategic Insurance Corporation,0.02,8,1.31,1.05,,2023.pdf
2023,homeowners,18988,Auto Owners Insurance Company,0.01,2,0.39,,,2023.pdf
2023,homeowners,13773,Farm Bureau Property & Casualty Insurance Company,0.06,13,0.56,0.74,,2023.pdf
2023,homeowners,21652,Farmer’s Insurance Exchange,0.04,15,0.87,0.56,,2023.pdf
2023,homeowners,20419,Homesite Indemnity Company,0.02,9,1.15,1.08,,2023.pdf
2023,homeowners,14451,Marysville Mutual Insurance Company,0.01,6,1.23,1.31,,2023.pdf
2023,homeowners,25453,Nationwide Insurance Company of America,0.01,2,0.41,0.46,,2023.pdf
2023,homeowners,23787,Nationwide Mutual Insurance Company,0.02,10,1.12,0.48,,2023.pdf
2023,homeowners,24740,Safeco Insurance Company of America,0.01,4,0.76,1.15,,2023.pdf
2023,homeowners,23388,Shelter Mutual Insurance Company,0.03,11,1.06,1.56,,2023.pdf
2023,homeowners,25135,State Automobile Mutual Insurance Company,0.01,10,2.74,1.29,,2023.pdf
2023,homeowners,25143,State Farm Fire & Casualty Company,0.2,98,1.21,1.22,,2023.pdf
2023,homeowners,27998,Travelers Home & Marine Insurance Company,0.03,11,1.11,0.89,,2023.pdf
2023,homeowners,38130,Travelers Personal Insurance Company,0.07,22,0.84,0.59,,2023.pdf
2023,homeowners,25968,USAA Casualty Insurance Company,0.01,3,0.52,0.46,,2023.pdf
2023,homeowners,18600,USAA General Indemnity Company,0.01,2,0.37,0.51,,2023.pdf
2023,homeowners,25941,United Services Automobile Association,0.03,1,0.1,0.08,,2023.pdf
2023,life,60399,American Family Life Insurance Company,0.02,2,0.45,0.23,,2023.pdf
2023,life,60488,American General Life Insurance Company,0.02,16,3.87,3.16,,2023.pdf
2023,life,63088,Farm Bureau Life Insurance Company,0.04,6,0.64,0.78,,2023.pdf
2023,life,65838,John Hancock Life Insurance Company USA,0.02,4,0.99,0.0,,2023.pdf
2023,life,58033,Knights of Columbus,0.03,2,0.36,0.0,,2023.pdf
2023,life,65676,Lincoln National Life Insurance Company,0.03,2,0.44,0.14,,2023.pdf
2023,life,65935,Massachusetts Mutual Life insurance Company,0.05,0,0.0,0.11,,2023.pdf
2023,life,66168,Minnesota Life Insurance Company,0.01,1,0.31,0.66,,2023.pdf
2023,life,92657,Nationwide Life & Annuity Insurance Company,0.01,0,0.0,,,2023.pdf
2023,life,66915,New York Life Insurnace Company,0.04,1,0.11,0.43,,2023.pdf
2023,life,67091,Northwestern Mutual Life Insurance Company,0.11,1,0.04,0.04,,2023.pdf
2023,life,67466,Pacific Life Insurance Company,0.03,0,0.0,0.0,,2023.pdf
2023,life,67644,Penn Mutual Life Insurnace Company,0.01,0,0.0,0.33,,2023.pdf
2023,life,65919,Primerica Life Insurance Company,0.01,1,0.32,0.33,,2023.pdf
2023,life,68136,Protective Life Insurance Company,0.02,2,0.4,0.25,,2023.pdf
2023,life,79277,Pruco Life Insurance Company,0.04,2,0.22,0.24,,2023.pdf
2023,life,68241,Prudential Insurance Company of America,0.01,13,11.35,,,2023.pdf
2023,life,69108,State Farm Life Insurance Company,0.04,4,0.41,0.32,,2023.pdf
2023,life,56014,Thrivant Financial for Lutherans,0.02,1,0.24,0.25,,2023.pdf
2023,life,86231,Transamerica Life Insurance Company,0.02,9,1.79,2.18,,2023.pdf
2023,life,69868,United of Omaha Life Insurance Company,0.02,1,0.29,,,2023.pdf
2023,long_term_care,90611,Allianz Life Insurance Company of North America,0.02,5,2.3,3.83,,2023.pdf
2023,long_term_care,70729,BCBS of Kansas Inc,0.02,0,0.0,,,2023.pdf
2023,long_term_care,61263,Bankers Life & Casualty Company,0.09,9,1.1,1.5,,2023.pdf
2023,long_term_care,20443,Continental Casualty Company,0.03,7,2.7,1.6,,2023.pdf
2023,long_term_care,71404,Continental General Insurance Company,0.01,2,1.49,1.14,,2023.pdf
2023,long_term_care,70025,Genworth Life Insurance Company,0.18,20,1.23,1.74,,2023.pdf
2023,long_term_care,64211,Guarantee Trust Life Insurance Company,0.03,0,0.0,0.85,,2023.pdf
2023,long_term_care,65838,John Hancock Life Insurance Company USA,0.1,13,1.37,1.04,,2023.pdf
2023,long_term_care,58033,Knights of Columbus,0.03,0,0.0,0.0,,2023.pdf
2023,long_term_care,77720,LifeSecure Insurance Company,0.01,0,0.0,0.75,,2023.pdf
2023,long_term_care,65978,Metropolitan Life Insurance Company,0.05,1,0.24,0.39,,2023.pdf
2023,long_term_care,71412,Mutual of Omaha Life Insurance Company,0.05,0,0.0,0.39,,2023.pdf
2023,long_term_care,66915,New York Life Insurance Company,0.03,0,0.0,0.0,,2023.pdf
2023,long_term_care,69000,Northwestern Long Term Care Insurance Company,0.06,0,0.0,0.0,,2023.pdf
2023,long_term_care,68241,Prudential Insurance Company of America,0.02,3,1.34,1.54,,2023.pdf
2023,long_term_care,65005,RiverSource Life Insurance Company,0.01,0,0.0,0.0,,2023.pdf
2023,long_term_care,25178,State Farm Mutual Auto Insurance Company,0.03,0,0.0,0.0,,2023.pdf
2023,long_term_care,56014,Thrivant Financial for Lutherans,0.03,0,0.0,0.0,,2023.pdf
2023,long_term_care,86231,Transamerica Life Insurance Company,0.04,20,5.75,1.57,,2023.pdf
2023,long_term_care,62235,Unum Life Insurance Company of America,0.03,2,0.7,0.65,,2023.pdf
2024,annuity,90611,Allianz Life Insurance Company of North America,0.06,1,0.31,0.72,,2024.pdf
2024,annuity,60488,American General Life Insurance Company,0.03,5,2.61,0.93,,2024.pdf
2024,annuity,67423,Aspida Life Insurance Company,0.02,0,0.0,0.0,,2024.pdf
2024,annuity,61689,Athene Annuity & Life Company,0.05,6,2.24,1.01,,2024.pdf
2024,annuity,87726,Brighthouse Life Insurance Company,0.03,2,1.2,0.56,,2024.pdf
2024,annuity,78077,Equitable Financial Life Insurance Company of America,0.04,0,0.0,0.0,,2024.pdf
2024,annuity,62510,Equitrust Life Insurance Company,0.02,2,1.45,,,2024.pdf
2024,annuity,63274,Fidelity & Guar Life Insurance Company,0.02,3,2.53,3.44,,2024.pdf
2024,annuity,91642,Forethought Life Insurance Company,0.03,0,0.0,0.55,,2024.pdf
2024,annuity,65056,Jackson National Life Insurance Company,0.06,1,0.28,0.0,,2024.pdf
2024,annuity,65676,Lincoln National Life Insurance Company,0.05,1,0.32,0.53,,2024.pdf
2024,annuity,65935,Massachusetts Mutual Life Insurance Company,0.02,0,0.0,0.0,,2024.pdf
2024,annuity,66869,Nationwide Life Insurance Company,0.02,0,0.0,0.0,,2024.pdf
2024,annuity,91596,New York Life Insurance & Annuity Corporation,0.05,0,0.0,0.0,,2024.pdf
2024,annuity,66974,North American Company Life & Health Insurance,0.03,0,0.0,0.0,,2024.pdf
2024,annuity,79227,Pruco Life Insurance Company,0.02,0,0.0,,,2024.pdf
2024,annuity,65005,RiverSource Life Insurance Company,0.02,0,0.0,0.8,,2024.pdf
2024,annuity,62952,SILAC Insurance Company,0.02,1,0.8,1.22,,2024.pdf
2024,annuity,68675,Security Benefit Life Insurance Company,0.03,6,3.76,0.99,,2024.pdf
2024,annuity,69345,Teachers Insurance & Annuity Association of America,0.02,0,0.0,1.76,,2024.pdf
2024,auto,29688,Allstate Fire & Casualty Insurance Company,0.04,62,1.5,1.83,,2024.pdf
2024,auto,10386,American Family Insurance Company,0.06,49,0.89,0.81,,2024.pdf
2024,auto,19275,"American Family Mutual Insurance Company, S.I.",0.04,29,0.67,0.46,,2024.pdf
2024,auto,18988,Auto Owners Insurance Company,0.01,14,1.66,,,2024.pdf
2024,auto,15512,Automobile Club Interins Exchange,0.01,13,1.56,1.74,,2024.pdf
2024,auto,19658,Bristol W Insurance Company,0.01,19,2.47,1.21,,2024.pdf
2024,auto,21164,Dairyland Insurance Company,0.01,12,1.97,1.95,,2024.pdf
2024,auto,30210,Direct General Insurance Company,0.01,11,2.23,,,2024.pdf
2024,auto,13773,Farm Bureau Property & Casualty Insurance Company,0.07,31,0.47,0.42,,2024.pdf
2024,auto,21628,Farmers Insurance Company Inc,0.03,21,0.64,0.67,,2024.pdf
2024,auto,13587,First Chicago Insurance Company,0.005,54,11.75,11.82,,2024.pdf
2024,auto,14138,GEICO Advantage Insurance Company,0.02,13,0.6,0.88,,2024.pdf
2024,auto,14139,GEICO Choice Insurance Company,0.01,10,0.94,1.13,,2024.pdf
2024,auto,12966,Key Insurance Company,0.01,36,4.54,5.02,,2024.pdf
2024,auto,16322,Progressive Direct Insurance Company,0.09,86,1.04,1.13,,2024.pdf
2024,auto,42919,Progressive Northwestern Insurance Company,0.09,55,0.67,0.79,,2024.pdf
2024,auto,24503,Root Property & Casualty Insurance Company,0.01,10,1.8,,,2024.pdf
2024,auto,24740,Safeco Insurance Company of America,0.02,23,1.32,0.89,,2024.pdf
2024,auto,23388,Shelter Mutual Insurance Company,0.04,18,0.49,0.79,,2024.pdf
2024,auto,19070,Standard Fire Insurance Company,0.04,39,0.96,0.67,,2024.pdf
2024,auto,25143,State Farm Fire & Casualty Company,0.01,30,2.84,0.98,,2024.pdf
2024,auto,25178,State Farm Mutual Auto Insurance Company,0.18,111,0.62,0.7,,2024.pdf
2024,auto,42749,Traders Insurance Company,0.01,27,2.01,2.31,,2024.pdf
2024,auto,18600,USAA General Indemnity Company,0.02,19,1.3,0.87,,2024.pdf
2024,auto,25941,United Service Automobile Association,0.02,19,1.0,0.7,,2024.pdf
2024,health,78700,Aetna Health & Life Insurance Company,0.002,17,14.96,,,2024.pdf
2024,health,72052,Aetna Health Insurance Company,0.01,12,2.23,0.28,,2024.pdf
2024,health,60054,Aetna Life Insurance Company,0.04,30,1.47,2.94,,2024.pdf
2024,health,15481,BC BS Kansas Solutions Incorporated,0.01,0,0.0,0.0,,2024.pdf
2024,health,70729,BCBS Of Kansas Incorporated,0.17,119,1.29,0.62,,2024.pdf
2024,health,47171,BCBS of Kansas City,0.01,26,3.6,3.03,,2024.pdf
2024,health,80799,Celtic Insurance Company,0.14,173,2.29,3.64,,2024.pdf
2024,health,16528,Centene Venture Company Of Kansas,0.0036,0,0.0,,,2024.pdf
2024,health,67369,Cigna Health & Life Insurance Company,0.01,20,2.6,1.58,,2024.pdf
2024,health,62286,Golden Rule Insurance Company,0.001,6,7.23,,,2024.pdf
2024,health,64246,Guardian Life Insurance Company Of America,0.01,5,1.41,,,2024.pdf
2024,health,73288,Humana Insurance Company,0.003,10,7.1,1.73,,2024.pdf
2024,health,12459,Medica Insurance Company,0.003,2,1.29,,,2024.pdf
2024,health,76040,Missouri Valley Life & Health Insurance Company,0.04,0,0.0,0.0,,2024.pdf
2024,health,82538,National Health Insurance Company,0.004,2,0.93,,,2024.pdf
2024,health,15777,Oscar Insurance Company,0.01,6,0.79,,,2024.pdf
2024,health,68381,Reliance Standard Life Insurance Company,0.003,3,2.05,,,2024.pdf
2024,health,68462,Reserve National Insurance Company,0.002,1,1.01,,,2024.pdf
2024,health,71420,Sierra Health & Life Insurance Company Incorporated,0.004,0,0.0,,,2024.pdf
2024,health,25178,State Farm Mutual Auto Insurance Company,0.002,1,0.85,,,2024.pdf
2024,health,13175,Surency Life & Health Insurance Company,0.002,1,0.77,,,2024.pdf
2024,health,97772,US Health & Life Insurance Company Incorporated,0.002,8,6.19,20.9,,2024.pdf
2024,health,79413,United Healthcare Insurance Company,0.07,108,2.87,1.73,,2024.pdf
2024,homeowners,37907,Allstate Vehicle & Property Insurance Company,0.05,41,1.45,1.54,,2024.pdf
2024,homeowners,19690,American Economy Insurance Company,0.02,11,0.99,1.48,,2024.pdf
2024,homeowners,10386,American Family Insurance Company,0.06,31,0.81,0.76,,2024.pdf
2024,homeowners,19275,"American Family Mutual Insurance Company, S.I.",0.07,20,0.47,0.61,,2024.pdf
2024,homeowners,10872,American Strategic Insurance Corporation,0.02,18,1.8,1.31,,2024.pdf
2024,homeowners,18988,Auto Owners Insurance Company,0.02,12,1.16,0.39,,2024.pdf
2024,homeowners,15881,Bremen Farmers Mutual Insurance Company,0.01,11,2.34,,,2024.pdf
2024,homeowners,13773,Farm Bureau Property & Casualty Insurance Company,0.06,39,0.99,0.56,,2024.pdf
2024,homeowners,21652,Farmer’s Insurance Exchange,0.04,13,0.54,0.87,,2024.pdf
2024,homeowners,20419,Homesite Indemnity Company,0.03,16,0.96,1.15,,2024.pdf
2024,homeowners,14451,Marysville Mutual Insurance Company,0.01,6,0.73,1.23,,2024.pdf
2024,homeowners,23787,Nationwide Mutual Insurance Company,0.02,14,1.27,1.12,,2024.pdf
2024,homeowners,11089,Rock Ridge Insurance Company,0.01,11,2.23,,,2024.pdf
2024,homeowners,24740,Safeco Insurance Company of America,0.01,9,1.29,0.76,,2024.pdf
2024,homeowners,23388,Shelter Mutual Insurance Company,0.03,13,0.77,1.06,,2024.pdf
2024,homeowners,25143,State Farm Fire & Casualty Company,0.21,174,1.33,1.21,,2024.pdf
2024,homeowners,27998,Travelers Home & Marine Insurance Company,0.02,9,0.75,1.11,,2024.pdf
2024,homeowners,38130,Travelers Personal Insurance Company,0.07,40,0.99,0.84,,2024.pdf
2024,homeowners,25968,USAA Casualty Insurance Company,0.02,5,0.54,0.52,,2024.pdf
2024,homeowners,18600,USAA General Indemnity Company,0.01,2,0.22,0.37,,2024.pdf
2024,homeowners,25941,United Services Automobile Association,0.03,5,0.32,0.1,,2024.pdf
2024,life,60399,American Family Life Insurance Company,0.02,1,0.23,0.45,,2024.pdf
2024,life,60488,American General Life Insurance Company,0.02,23,5.76,3.87,,2024.pdf
2024,life,63088,Farm Bureau Life Insurance Company,0.04,3,0.32,0.64,,2024.pdf
2024,life,65838,John Hancock Life Insurance Company USA,0.02,1,0.27,0.99,,2024.pdf
2024,life,58033,Knights of Columbus,0.02,1,0.19,0.36,,2024.pdf
2024,life,65676,Lincoln National Life Insurance Company,0.03,3,0.42,0.44,,2024.pdf
2024,life,65935,Massachusetts Mutual Life insurance Company,0.04,0,0.0,0.0,,2024.pdf
2024,life,65978,Metropolitan Life Insurance Company,0.004,13,13.88,,,2024.pdf
2024,life,66168,Minnesota Life Insurance Company,0.01,1,0.0,0.31,,2024.pdf
2024,life,66915,New York Life Insurance Company,0.04,1,0.34,0.43,,2024.pdf
2024,life,66974,North American Company Life & Health Insurance,0.02,1,0.2,,,2024.pdf
2024,life,67091,Northwestern Mutual Life Insurance Company,0.1,0,0.0,0.04,,2024.pdf
2024,life,67466,Pacific Life Insurance Company,0.02,0,0.0,0.0,,2024.pdf
2024,life,67644,Penn Mutual Life Insurance Company,0.01,2,0.69,0.0,,2024.pdf
2024,life,65919,Primerica Life Insurance Company,0.01,2,0.64,0.32,,2024.pdf
2024,life,68136,Protective Life Insurance Company,0.07,3,0.2,0.4,,2024.pdf
2024,life,79277,Pruco Life Insurance Company,0.04,0,0.0,0.22,,2024.pdf
2024,life,68241,Prudential Insurance Company of America,0.005,15,14.65,11.35,,2024.pdf
2024,life,69108,State Farm Life Insurance Company,0.04,2,0.21,0.41,,2024.pdf
2024,life,56014,Thrivant Financial for Lutherans,0.02,1,0.23,0.24,,2024.pdf
2024,life,86231,Transamerica Life Insurance Company,0.02,11,2.49,1.79,,2024.pdf
2024,life,69868,United of Omaha Life Insurance Company,0.01,1,0.32,0.29,,2024.pdf
2024,long_term_care,90611,Allianz Life Insurance Company of North America,0.03,6,3.14,2.3,,2024.pdf
2024,long_term_care,70729,BCBS of Kansas Inc,0.02,1,0.54,0.0,,2024.pdf
2024,long_term_care,61263,Bankers Life & Casualty Company,0.1,7,0.91,1.07,,2024.pdf
2024,long_term_care,20443,Continental Casualty Company,0.03,4,1.82,2.7,,2024.pdf
2024,long_term_care,71404,Continental General Insurance Company,0.01,6,5.39,1.49,,2024.pdf
2024,long_term_care,70025,Genworth Life Insurance Company,0.16,9,0.75,1.23,,2024.pdf
2024,long_term_care,64211,Guarantee Trust Life Insurance Company,0.03,0,0.0,0.0,,2024.pdf
2024,long_term_care,65838,John Hancock Life Insurance Company USA,0.11,11,1.32,1.37,,2024.pdf
2024,long_term_care,58033,Knights of Columbus,0.04,1,0.31,0.0,,2024.pdf
2024,long_term_care,77720,LifeSecure Insurance Company,0.01,0,0.0,0.75,,2024.pdf
2024,long_term_care,71412,Mutual of Omaha Life Insurance Company,0.06,4,0.92,0.0,,2024.pdf
2024,long_term_care,66915,New York Life Insurance Company,0.04,0,0.0,0.0,,2024.pdf
2024,long_term_care,69000,Northwestern Long Term Care Insurance Company,0.07,0,0.0,0.0,,2024.pdf
2024,long_term_care,68241,Prudential Insurance Company of America,0.03,2,0.96,1.34,,2024.pdf
2024,long_term_care,65005,RiverSource Life Insurance Company,0.01,0,0.0,0.0,,2024.pdf
2024,long_term_care,25178,State Farm Mutual Auto Insurance Company,0.03,0,0.0,0.0,,2024.pdf
2024,long_term_care,56014,Thrivant Financial for Lutherans,0.03,0,0.0,0.0,,2024.pdf
2024,long_term_care,86231,Transamerica Life Insurance Company,0.04,5,1.69,5.75,,2024.pdf
2024,long_term_care,62235,Unum Life Insurance Company of America,0.03,0,0.0,0.7,,2024.pdf
