year,jurisdiction,jurisdiction_name,complaints,inquiries
2014,MO,Missouri,4191,9331
2014,MS,Mississippi,1057,15832
2014,MT,Montana,1332,288
2014,NC,North Carolina,8393,160150
2014,ND,North Dakota,173,23528
2014,NE,Nebraska,1520,9517
2014,NH,New Hampshire,1175,6053
2014,NJ,New Jersey,7340,23891
2014,NM,New Mexico,1143,12037
2014,NV,Nevada,2882,12967
2014,NY,New York,36708,57383
2014,OH,Ohio,6450,111731
2014,OK,Oklahoma,4636,26318
2014,OR,Oregon,3522,17938
2014,PA,Pennsylvania,12438,54906
2014,PR,Puerto Rico,983,
2014,RI,Rhode Island,345,1787
2014,SC,South Carolina,3305,52623
2014,SD,South Dakota,720,41
2014,TN,Tennessee,3187,
2014,TX,Texas,27022,171099
2014,UT,Utah,688,55777
2014,VA,Virginia,4033,24540
2014,VT,Vermont,460,2958
2014,WA,Washington,6135,115643
2014,WI,Wisconsin,3809,20000
2014,WV,West Virginia,2014,21827
2014,WY,Wyoming,380,2545
2015,AK,Alaska,259,735
2015,AL,Alabama,2054,2565
2015,AR,Arkansas,2455,17227
2015,AZ,Arizona,1921,18656
2015,CA,California,37221,155049
2015,CO,Colorado,3399,14310
2015,CT,Connecticut,4570,21945
2015,DC,Dist. of Columbia,739,850
2015,DE,Delaware,689,3509
2015,FL,Florida,16879,320234
2015,GA,Georgia,11411,132468
2015,HI,Hawaii,510,5722
2015,IA,Iowa,1605,4802
2015,ID,Idaho,921,6219
2015,IL,Illinois,11618,86937
2015,IN,Indiana,3727,48808
2015,KS,Kansas,3030,1169
2015,KY,Kentucky,4357,506
2015,LA,Louisiana,3667,
2015,MA,Massachusetts,832,21782
2015,MD,Maryland,30889,799
2015,ME,Maine,808,6414
2015,MI,Michigan,4205,7315
2015,MN,Minnesota,3265,20314
2015,MO,Missouri,4180,7806
2015,MS,Mississippi,1337,14786
2015,MT,Montana,1436,332
2015,NC,North Carolina,10203,210637
2015,ND,North Dakota,150,25235
2015,NE,Nebraska,1465,10000
2015,NH,New Hampshire,956,4303
2015,NJ,New Jersey,6678,24129
2015,NM,New Mexico,1170,13050
2015,NV,Nevada,3227,14332
2015,NY,New York,40491,35389
2015,OH,Ohio,6149,129175
2015,OK,Oklahoma,3238,26082
2015,OR,Oregon,3653,20847
2015,PA,Pennsylvania,12329,46993
2015,PR,Puerto Rico,896,
2015,RI,Rhode Island,330,1339
2015,SC,South Carolina,3471,11331
2015,SD,South Dakota,624,54
2015,TN,Tennessee,2699,
2015,TX,Texas,26461,146958
2015,UT,Utah,896,63729
2015,VA,Virginia,3913,21247
2015,VT,Vermont,434,3299
2015,WA,Washington,6130,106415
2015,WI,Wisconsin,3544,18000
2015,WV,West Virginia,2138,22106
2015,WY,Wyoming,396,2148
2016,AK,Alaska,271,1963
2016,AL,Alabama,2608,2417
2016,AR,Arkansas,2473,14020
2016,AZ,Arizona,2431,15585
2016,CA,California,42878,152153
2016,CO,Colorado,4098,12630
2016,CT,Connecticut,5846,19741
2016,DC,Dist. of Columbia,672,870
2016,DE,Delaware,927,3610
2016,FL,Florida,16253,306461
2016,GA,Georgia,12027,140847
2016,HI,Hawaii,597,5877
2016,IA,Iowa,1814,439
2016,ID,Idaho,992,6004
2016,IL,Illinois,11068,104845
2016,IN,Indiana,4171,51969
2016,KS,Kansas,3139,825
2016,KY,Kentucky,5306,370
2016,LA,Louisiana,4369,
2016,MA,Massachusetts,1855,17101
2016,MD,Maryland,14151,868
2016,ME,Maine,790,6007
2016,MI,Michigan,4394,16442
2016,MN,Minnesota,3306,21104
2016,MO,Missouri,3904,4080
2016,MP,N. Mariana Islands,0,0
2016,MS,Mississippi,1316,16345
2016,MT,Montana,1278,439
2016,NC,North Carolina,14283,274354
2016,ND,North Dakota,130,21091
2016,NE,Nebraska,1576,8025
2016,NH,New Hampshire,987,5365
2016,NJ,New Jersey,7095,22868
2016,NM,New Mexico,1346,14150
2016,NV,Nevada,3976,14197
2016,NY,New York,40951,34288
2016,OH,Ohio,6805,98733
2016,OK,Oklahoma,3208,24526
2016,OR,Oregon,3963,17908
2016,PA,Pennsylvania,12654,40229
2016,PR,Puerto Rico,855,
2016,RI,Rhode Island,411,195
2016,SC,South Carolina,3518,10577
2016,SD,South Dakota,641,
2016,TN,Tennessee,3985,
2016,TX,Texas,26122,155971
2016,UT,Utah,883,49525
2016,VA,Virginia,4174,20649
2016,VT,Vermont,444,3645
2016,WA,Washington,7915,99293
2016,WI,Wisconsin,4129,17100
2016,WV,West Virginia,2021,21093
2016,WY,Wyoming,414,1959
2017,AK,Alaska,197,1648
2017,AL,Alabama,2154,2161
2017,AR,Arkansas,2193,12809
2017,AZ,Arizona,2472,17359
2017,CA,California,42878,152153
2017,CO,Colorado,4836,10514
2017,CT,Connecticut,4627,20462
2017,DC,Dist. of Columbia,681,801
2017,DE,Delaware,778,3799
2017,FL,Florida,19060,296677
2017,GA,Georgia,12218,112521
2017,HI,Hawaii,576,5111
2017,IA,Iowa,1584,498
2017,ID,Idaho,885,6719
2017,IL,Illinois,8994,92060
2017,IN,Indiana,3834,81472
2017,KS,Kansas,2955,884
2017,KY,Kentucky,4919,340
2017,LA,Louisiana,3479,225
2017,MA,Massachusetts,1684,13293
2017,MD,Maryland,12178,668
2017,ME,Maine,776,5728
2017,MI,Michigan,4507,13938
2017,MN,Minnesota,3244,13440
2017,MO,Missouri,3574,2753
2017,MP,N. Mariana Islands,0,0
2017,MS,Mississippi,1342,14723
2017,MT,Montana,1148,312
2017,NC,North Carolina,10681,195905
2017,ND,North Dakota,148,3280
2017,NE,Nebraska,1436,9108
2017,NH,New Hampshire,972,5103
2017,NJ,New Jersey,6729,23669
2017,NM,New Mexico,1504,14150
2017,NV,Nevada,3256,11160
2017,NY,New York,39641,35926
2017,OH,Ohio,5875,97287
2017,OK,Oklahoma,4558,21873
2017,OR,Oregon,3843,14805
2017,PA,Pennsylvania,10821,38773
2017,PR,Puerto Rico,796,
2017,RI,Rhode Island,346,523
2017,SC,South Carolina,3496,8327
2017,SD,South Dakota,530,
2017,TN,Tennessee,4420,
2017,TX,Texas,24566,148624
2017,UT,Utah,1246,52737
2017,VA,Virginia,4002,18397
2017,VT,Vermont,489,3510
2017,WA,Washington,7705,97263
2017,WI,Wisconsin,3568,20165
2017,WV,West Virginia,2006,21873
2017,WY,Wyoming,406,1791
2018,AK,Alaska,256,1696
2018,AL,Alabama,1701,2084
2018,AR,Arkansas,2395,17627
2018,AZ,Arizona,2290,14996
2018,CA,California,45532,152309
2018,CO,Colorado,4130,10690
2018,CT,Connecticut,4758,19067
2018,DC,Dist. of Columbia,829,1095
2018,DE,Delaware,745,3800
2018,FL,Florida,22300,297456
2018,GA,Georgia,9139,706
2018,HI,Hawaii,608,5520
2018,IA,Iowa,1492,833
2018,ID,Idaho,887,6872
2018,IL,Illinois,8232,84952
2018,IN,Indiana,3673,53334
2018,KS,Kansas,2702,1052
2018,KY,Kentucky,5475,288
2018,LA,Louisiana,3241,196
2018,MA,Massachusetts,1986,14374
2018,MD,Maryland,11981,721
2018,ME,Maine,658,4986
2018,MI,Michigan,4446,12670
2018,MN,Minnesota,3464,11748
2018,MO,Missouri,3228,2297
2018,MP,N.Mariana Islands,1,0
2018,MS,Mississippi,1042,12366
2018,MT,Montana,1009,295
2018,NC,North Carolina,10861,144849
2018,ND,North Dakota,147,2913
2018,NE,Nebraska,1704,8678
2018,NH,New Hampshire,974,4810
2018,NJ,New Jersey,5853,26052
2018,NM,New Mexico,1546,15515
2018,NV,Nevada,3168,12175
2018,NY,New York,36794,34189
2018,OH,Ohio,5933,276956
2018,OK,Oklahoma,2556,18809
2018,OR,Oregon,3883,12440
2018,PA,Pennsylvania,9365,38768
2018,PR,Puerto Rico,2654,2088
2018,RI,Rhode Island,338,166
2018,SC,South Carolina,3378,9422
2018,SD,South Dakota,565,
2018,TN,Tennessee,3487,
2018,TX,Texas,27735,137617
2018,UT,Utah,1508,11492
2018,VA,Virginia,4241,11311
2018,VT,Vermont,428,3286
2018,WA,Washington,6779,83129
2018,WI,Wisconsin,3205,20776
2018,WV,West Virginia,1942,21484
2018,WY,Wyoming,397,1657
2019,AK,Alaska,241,1539
2019,AL,Alabama,1562,1465
2019,AR,Arkansas,2264,18221
2019,AZ,Arizona,2170,13323
2019,CA,California,46021,158685
2019,CO,Colorado,4081,10581
2019,CT,Connecticut,4748,18892
2019,DC,Dist. of Columbia,672,1001
2019,DE,Delaware,671,3987
2019,FL,Florida,19846,163157
2019,GA,Georgia,10429,64921
2019,HI,Hawaii,633,5757
2019,IA,Iowa,1468,818
2019,ID,Idaho,861,6338
2019,IL,Illinois,7585,81444
2019,IN,Indiana,3331,74628
2019,KS,Kansas,2649,879
2019,KY,Kentucky,3251,994
2019,LA,Louisiana,3201,17
2019,MA,Massachusetts,2321,11928
2019,MD,Maryland,10896,665
2019,ME,Maine,626,5436
2019,MI,Michigan,4974,13047
2019,MN,Minnesota,3597,11065
2019,MO,Missouri,3238,2007
2019,MS,Mississippi,1127,12923
2019,MT,Montana,945,263
2019,NC,North Carolina,10621,143763
2019,ND,North Dakota,153,702
2019,NE,Nebraska,1371,6396
2019,NH,New Hampshire,873,4546
2019,NJ,New Jersey,5149,21233
2019,NM,New Mexico,1910,16000
2019,NV,Nevada,3170,10679
2019,NY,New York,38557,31127
2019,OH,Ohio,5614,262373
2019,OK,Oklahoma,2637,20353
2019,OR,Oregon,3910,12527
2019,PA,Pennsylvania,8642,31329
2019,RI,Rhode Island,383,226
2019,SC,South Carolina,3405,8466
2019,SD,South Dakota,540,0
2019,TN,Tennessee,3568,0
2019,TX,Texas,19625,156238
2019,UT,Utah,1188,12205
2019,VA,Virginia,4809,16851
2019,VT,Vermont,375,3052
2019,WA,Washington,5697,87932
2019,WI,Wisconsin,2920,18119
2019,WV,West Virginia,1865,12732
2019,WY,Wyoming,454,908
2020,AK,Alaska,251,1259
2020,AL,Alabama,1323,2613
2020,AR,Arkansas,2033,9310
2020,AS,American Samoa,0,0
2020,AZ,Arizona,1772,13408
2020,CA,California,44535,168626
2020,CO,Colorado,3761,10716
2020,CT,Connecticut,4372,13781
2020,DC,Dist. of Columbia,567,785
2020,DE,Delaware,584,3050
2020,FL,Florida,18533,176754
2020,GA,Georgia,8206,73319
2020,GU,Guam,0,0
2020,HI,Hawaii,622,3683
2020,IA,Iowa,1469,413
2020,ID,Idaho,758,5904
2020,IL,Illinois,9225,22889
2020,IN,Indiana,2770,63600
2020,KS,Kansas,2190,875
2020,KY,Kentucky,2728,849
2020,LA,Louisiana,3619,25
2020,MA,Massachusetts,2005,5000
2020,MD,Maryland,8609,674
2020,ME,Maine,450,4820
2020,MI,Michigan,5035,18586
2020,MN,Minnesota,4500,11938
2020,MO,Missouri,2952,2424
2020,MP,N. Mariana Islands,0,0
2020,MS,Mississippi,1050,11888
2020,MT,Montana,1292,377
2020,NC,North Carolina,10404,150862
2020,ND,North Dakota,64,578
2020,NE,Nebraska,1162,9481
2020,NH,New Hampshire,744,3961
2020,NJ,New Jersey,4080,19430
2020,NM,New Mexico,772,15786
2020,NV,Nevada,2302,9829
2020,NY,New York,38758,31953
2020,OH,Ohio,5315,96922
2020,OK,Oklahoma,2823,18909
2020,OR,Oregon,3036,11964
2020,PA,Pennsylvania,7699,29765
2020,PR,Puerto Rico,0,0
2020,RI,Rhode Island,427,214
2020,SC,South Carolina,2603,8801
2020,SD,South Dakota,413,0
2020,TN,Tennessee,2347,0
2020,TX,Texas,12453,139291
2020,UT,Utah,1204,10314
2020,VA,Virginia,3528,8894
2020,VI,U.S. Virgin Islands,0,0
2020,VT,Vermont,290,2366
2020,WA,Washington,6678,90165
2020,WI,Wisconsin,2602,18363
2020,WV,West Virginia,1541,15495
2020,WY,Wyoming,444,1449
2021,AK,Alaska,204,1114
2021,AL,Alabama,1443,3851
2021,AR,Arkansas,1597,5793
2021,AS,American Samoa,0,0
2021,AZ,Arizona,2955,13160
2021,CA,California,44987,168032
2021,CO,Colorado,3022,11750
2021,CT,Connecticut,4580,13092
2021,DC,Dist. of Columbia,531,520
2021,DE,Delaware,629,2568
2021,FL,Florida,25182,202685
2021,GA,Georgia,7544,67688
2021,GU,Guam,4,0
2021,HI,Hawaii,547,3922
2021,IA,Iowa,1392,3982
2021,ID,Idaho,772,4973
2021,IL,Illinois,9650,2279
2021,IN,Indiana,2935,63236
2021,KS,Kansas,2157,873
2021,KY,Kentucky,1777,935
2021,LA,Louisiana,7587,11
2021,MA,Massachusetts,1800,5000
2021,MD,Maryland,8088,685
2021,ME,Maine,435,4642
2021,MI,Michigan,5015,18353
2021,MN,Minnesota,3086,10142
2021,MO,Missouri,2579,2518
2021,MP,N. Mariana Islands,0,0
2021,MS,Mississippi,1006,7413
2021,MT,Montana,1013,277
2021,NC,North Carolina,10454,178889
2021,ND,North Dakota,54,487
2021,NE,Nebraska,1105,9437
2021,NH,New Hampshire,850,3744
2021,NJ,New Jersey,4080,19430
2021,NM,New Mexico,1799,17990
2021,NV,Nevada,2471,11346
2021,NY,New York,36647,42606
2021,OH,Ohio,5428,237765
2021,OK,Oklahoma,2315,18000
2021,OR,Oregon,3005,11337
2021,PA,Pennsylvania,8986,28226
2021,PR,Puerto Rico,545,0
2021,RI,Rhode Island,260,865
2021,SC,South Carolina,2792,8593
2021,SD,South Dakota,448,1343
2021,TN,Tennessee,2845,0
2021,TX,Texas,16080,135976
2021,UT,Utah,1168,9258
2021,VA,Virginia,3155,11572
2021,VI,U.S. Virgin Islands,0,0
2021,VT,Vermont,299,2611
2021,WA,Washington,7661,119808
2021,WI,Wisconsin,2141,18990
2021,WV,West Virginia,1843,19892
2021,WY,Wyoming,397,1203
2022,AK,Alaska,242,1023
2022,AL,Alabama,1647,4211
2022,AR,Arkansas,0,0
2022,AZ,Arizona,3762,12796
2022,CA,California,44497,163914
2022,CO,Colorado,3694,12513
2022,CT,Connecticut,3941,12993
2022,DC,Dist. of Columbia,767,524
2022,DE,Delaware,737,2686
2022,FL,Florida,22751,180091
2022,GA,Georgia,9290,78924
2022,GU,Guam,3,0
2022,HI,Hawaii,607,2476
2022,IA,Iowa,1566,3433
2022,ID,Idaho,868,5673
2022,IL,Illinois,12313,3025
2022,IN,Indiana,3351,70508
2022,KS,Kansas,2782,642
2022,KY,Kentucky,2125,1117
2022,LA,Louisiana,5736,5
2022,MA,Massachusetts,2079,5623
2022,MD,Maryland,9877,854
2022,ME,Maine,499,4313
2022,MI,Michigan,7633,19052
2022,MN,Minnesota,4368,34131
2022,MO,Missouri,2706,2853
2022,MS,Mississippi,1197,7044
2022,MT,Montana,1156,267
2022,NC,North Carolina,12072,224020
2022,ND,North Dakota,112,389
2022,NE,Nebraska,1379,9346
2022,NH,New Hampshire,929,4310
2022,NJ,New Jersey,4899,18621
2022,NM,New Mexico,1879,19701
2022,NV,Nevada,3014,13927
2022,NY,New York,40731,43734
2022,OH,Ohio,7270,177019
2022,OK,Oklahoma,2467,18003
2022,OR,Oregon,3477,11828
2022,PA,Pennsylvania,10616,34059
2022,PR,Puerto Rico,526,0
2022,RI,Rhode Island,341,1109
2022,SC,South Carolina,4187,7828
2022,SD,South Dakota,458,1549
2022,TN,Tennessee,3239,0
2022,TX,Texas,15564,132206
2022,UT,Utah,1311,9645
2022,VA,Virginia,3795,17076
2022,VT,Vermont,353,2187
2022,WA,Washington,8603,98637
2022,WI,Wisconsin,2474,19879
2022,WV,West Virginia,2280,19208
2022,WY,Wyoming,397,1203
