state,year,line,outcome_category,count,source_type,is_partial_year,notes
AL,2022,all_lines,,1647,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
AR,1998,all_lines,,2516,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
AR,1999,all_lines,,3621,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
AR,2000,all_lines,,3802,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
AR,2001,all_lines,,4044,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
AR,2002,all_lines,,3874,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
AR,2004,all_lines,,3320,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
AR,2005,all_lines,,3157,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
AR,2006,all_lines,,2721,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
AR,2007,all_lines,,3379,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
AR,2008,all_lines,,2731,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
AR,2009,all_lines,,2864,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
AR,2010,all_lines,,2584,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
AR,2011,all_lines,,2391,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
AR,2012,all_lines,,1954,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
AR,2013,all_lines,,1933,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
AR,2014,all_lines,,2432,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
AR,2015,all_lines,,2455,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
AR,2016,all_lines,,2473,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
AR,2017,all_lines,,2193,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
AR,2018,all_lines,,2395,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
AR,2019,all_lines,,2264,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
AR,2020,all_lines,,2033,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
AR,2021,all_lines,,1597,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
AR,2022,all_lines,,0,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
AZ,1998,all_lines,,5619,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
AZ,1999,all_lines,,3465,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
AZ,2000,all_lines,,3309,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
AZ,2001,all_lines,,3253,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
AZ,2002,all_lines,,4061,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
AZ,2004,all_lines,,2984,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
AZ,2005,all_lines,,2807,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
AZ,2006,all_lines,,2885,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
AZ,2007,all_lines,,3137,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
AZ,2008,all_lines,,3000,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
AZ,2009,all_lines,,2471,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
AZ,2010,all_lines,,2421,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
AZ,2011,all_lines,,2770,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
AZ,2012,all_lines,,2152,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
AZ,2013,all_lines,,1821,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
AZ,2014,all_lines,,2173,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
AZ,2015,all_lines,,1921,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
AZ,2016,all_lines,,2431,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
AZ,2017,all_lines,,2472,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
AZ,2018,all_lines,,2290,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
AZ,2019,all_lines,,2170,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
AZ,2020,all_lines,,1772,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
AZ,2021,all_lines,,2955,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
AZ,2022,all_lines,,3762,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
CA,1998,all_lines,,31540,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
CA,1999,all_lines,,46369,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
CA,2000,all_lines,,30611,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
CA,2001,all_lines,,37100,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
CA,2002,all_lines,,46660,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
CA,2004,all_lines,,39737,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
CA,2005,all_lines,,35823,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
CA,2006,all_lines,,33054,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
CA,2007,all_lines,,35280,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
CA,2008,all_lines,,37513,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
CA,2009,all_lines,,36636,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
CA,2010,all_lines,,36226,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
CA,2011,all_lines,,34219,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
CA,2012,all_lines,,34554,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
CA,2013,all_lines,,36559,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
CA,2014,all_lines,,37807,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
CA,2015,all_lines,,37221,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
CA,2016,all_lines,,42878,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
CA,2017,all_lines,,42878,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
CA,2018,all_lines,,45532,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
CA,2019,all_lines,,46021,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
CA,2020,all_lines,,44535,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
CA,2021,all_lines,,44987,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
CA,2022,all_lines,,44497,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
CO,1998,all_lines,,8696,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
CO,1999,all_lines,,9036,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
CO,2000,all_lines,,6222,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
CO,2001,all_lines,,8090,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
CO,2002,all_lines,,7546,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
CO,2004,all_lines,,5206,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
CO,2005,all_lines,,5193,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
CO,2006,all_lines,,4407,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
CO,2007,all_lines,,4217,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
CO,2008,all_lines,,4048,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
CO,2009,all_lines,,4654,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
CO,2010,all_lines,,4742,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
CO,2011,all_lines,,4012,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
CO,2012,all_lines,,3995,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
CO,2013,all_lines,,2858,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
CO,2014,all_lines,,3272,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
