state,year,line,outcome_category,count,source_type,is_partial_year,notes
IL,2018,all_lines,,8232,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
IL,2019,all_lines,,7585,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
IL,2020,all_lines,,9225,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
IL,2021,all_lines,,9650,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
IL,2022,all_lines,,12313,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
IN,1998,all_lines,,5029,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
IN,1999,all_lines,,5136,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
IN,2000,all_lines,,5643,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
IN,2001,all_lines,,6111,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
IN,2002,all_lines,,7385,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
IN,2004,all_lines,,6369,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
IN,2005,all_lines,,5379,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
IN,2006,all_lines,,4414,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
IN,2007,all_lines,,5573,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
IN,2008,all_lines,,6012,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
IN,2009,all_lines,,4859,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
IN,2010,all_lines,,3696,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
IN,2011,all_lines,,3828,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
IN,2012,all_lines,,3551,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
IN,2013,all_lines,,3514,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
IN,2014,all_lines,,3769,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
IN,2015,all_lines,,3727,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
IN,2016,all_lines,,4171,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
IN,2017,all_lines,,3834,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
IN,2018,all_lines,,3673,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
IN,2019,all_lines,,3331,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
IN,2020,all_lines,,2770,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
IN,2021,all_lines,,2935,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
IN,2022,all_lines,,3351,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
KS,1998,all_lines,,5521,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
KS,1999,all_lines,,4962,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
KS,2000,all_lines,,4951,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
KS,2001,all_lines,,4849,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
KS,2002,all_lines,,5448,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
KS,2004,all_lines,,5315,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
KS,2005,all_lines,,4709,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
KS,2006,all_lines,,4857,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
KS,2007,all_lines,,4581,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
KS,2008,all_lines,,4558,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
KS,2009,all_lines,,4522,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
KS,2010,all_lines,,3764,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
KS,2011,all_lines,,3303,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
KS,2012,all_lines,,3086,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
KS,2013,all_lines,,2744,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
KS,2014,all_lines,,3074,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
KS,2015,all_lines,,3030,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
KS,2016,all_lines,,3139,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
KS,2017,all_lines,,2955,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
KS,2018,all_lines,,2702,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
KS,2019,all_lines,,2649,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
KS,2020,all_lines,,2190,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
KS,2021,all_lines,,2157,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
KS,2022,all_lines,,2782,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
KY,1998,all_lines,,6413,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
KY,1999,all_lines,,5811,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
KY,2000,all_lines,,5206,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
KY,2001,all_lines,,6791,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
KY,2002,all_lines,,7246,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
KY,2004,all_lines,,5783,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
KY,2005,all_lines,,4895,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
KY,2006,all_lines,,5202,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
KY,2007,all_lines,,4475,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
KY,2008,all_lines,,4399,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
KY,2009,all_lines,,3736,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
KY,2010,all_lines,,3324,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
KY,2011,all_lines,,3824,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
KY,2012,all_lines,,3907,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
KY,2013,all_lines,,3667,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
KY,2014,all_lines,,4090,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
KY,2015,all_lines,,4357,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
KY,2016,all_lines,,5306,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
KY,2017,all_lines,,4919,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
KY,2018,all_lines,,5475,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
KY,2019,all_lines,,3251,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
KY,2020,all_lines,,2728,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
KY,2021,all_lines,,1777,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
KY,2022,all_lines,,2125,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
LA,1998,all_lines,,4537,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
LA,1999,all_lines,,5039,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
LA,2000,all_lines,,3083,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
LA,2001,all_lines,,4996,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
LA,2002,all_lines,,4547,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
LA,2004,all_lines,,3807,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
LA,2005,all_lines,,8242,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
LA,2006,all_lines,,8070,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
LA,2007,all_lines,,4725,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
LA,2008,all_lines,,4575,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
LA,2009,all_lines,,4219,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
LA,2010,all_lines,,3733,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
LA,2011,all_lines,,3453,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
LA,2012,all_lines,,3074,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
LA,2013,all_lines,,2831,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
LA,2014,all_lines,,2999,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
LA,2015,all_lines,,3667,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
LA,2016,all_lines,,4369,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
LA,2017,all_lines,,3479,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
LA,2018,all_lines,,3241,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
LA,2019,all_lines,,3201,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
LA,2020,all_lines,,3619,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
LA,2021,all_lines,,7587,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
LA,2022,all_lines,,5736,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
MA,1998,all_lines,,3158,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MA,1999,all_lines,,3951,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MA,2000,all_lines,,2618,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MA,2001,all_lines,,2736,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MA,2002,all_lines,,2964,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MA,2004,all_lines,,2078,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MA,2005,all_lines,,2631,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MA,2006,all_lines,,1873,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MA,2007,all_lines,,2290,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MA,2008,all_lines,,1584,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MA,2009,all_lines,,1705,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MA,2010,all_lines,,1669,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MA,2011,all_lines,,1637,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MA,2012,all_lines,,1286,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MA,2013,all_lines,,1233,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MA,2014,all_lines,,892,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MA,2015,all_lines,,832,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MA,2016,all_lines,,1855,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MA,2017,all_lines,,1684,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MA,2018,all_lines,,1986,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MA,2019,all_lines,,2321,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MA,2020,all_lines,,2005,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MA,2021,all_lines,,1800,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MA,2022,all_lines,,2079,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
MD,1998,all_lines,,22698,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MD,1999,all_lines,,24062,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MD,2000,all_lines,,21859,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MD,2001,all_lines,,23710,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MD,2002,all_lines,,23727,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MD,2004,all_lines,,23272,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MD,2005,all_lines,,17701,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MD,2006,all_lines,,14454,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MD,2007,all_lines,,13399,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MD,2008,all_lines,,13020,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MD,2009,all_lines,,11978,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MD,2010,all_lines,,13112,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MD,2011,all_lines,,11286,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MD,2012,all_lines,,11372,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MD,2013,all_lines,,11933,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MD,2014,all_lines,,13619,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MD,2015,all_lines,,30889,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MD,2016,all_lines,,14151,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MD,2017,all_lines,,12178,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MD,2018,all_lines,,11981,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MD,2019,all_lines,,10896,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MD,2020,all_lines,,8609,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MD,2021,all_lines,,8088,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MD,2022,all_lines,,9877,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
ME,1998,all_lines,,1900,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
ME,1999,all_lines,,1737,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
ME,2000,all_lines,,2199,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
ME,2001,all_lines,,2331,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
ME,2002,all_lines,,1669,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
ME,2004,all_lines,,1518,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
ME,2005,all_lines,,1239,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
ME,2006,all_lines,,948,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
ME,2007,all_lines,,1006,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
ME,2008,all_lines,,999,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
ME,2009,all_lines,,964,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
ME,2010,all_lines,,987,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
ME,2011,all_lines,,888,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
ME,2012,all_lines,,851,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
ME,2013,all_lines,,781,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
ME,2014,all_lines,,882,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
ME,2015,all_lines,,808,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
ME,2016,all_lines,,790,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
ME,2017,all_lines,,776,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
ME,2018,all_lines,,658,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
ME,2019,all_lines,,626,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
ME,2020,all_lines,,450,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
ME,2021,all_lines,,435,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
ME,2022,all_lines,,499,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
MI,1998,all_lines,,4668,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MI,1999,all_lines,,4509,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MI,2000,all_lines,,5730,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MI,2001,all_lines,,4937,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MI,2002,all_lines,,5137,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MI,2004,all_lines,,4771,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MI,2005,all_lines,,6880,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MI,2006,all_lines,,5530,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MI,2007,all_lines,,4322,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MI,2008,all_lines,,3108,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MI,2009,all_lines,,4786,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MI,2010,all_lines,,4660,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MI,2011,all_lines,,5441,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MI,2012,all_lines,,5207,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MI,2013,all_lines,,4212,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MI,2014,all_lines,,4793,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MI,2015,all_lines,,4205,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MI,2016,all_lines,,4394,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MI,2017,all_lines,,4507,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MI,2018,all_lines,,4446,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MI,2019,all_lines,,4974,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MI,2020,all_lines,,5035,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MI,2021,all_lines,,5015,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MI,2022,all_lines,,7633,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
MN,1998,all_lines,,2213,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MN,1999,all_lines,,2113,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MN,2000,all_lines,,1763,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MN,2001,all_lines,,2611,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MN,2002,all_lines,,3501,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MN,2004,all_lines,,3051,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MN,2005,all_lines,,2888,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MN,2006,all_lines,,2803,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MN,2007,all_lines,,2385,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MN,2008,all_lines,,2584,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MN,2009,all_lines,,2867,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MN,2010,all_lines,,2392,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MN,2011,all_lines,,2538,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MN,2012,all_lines,,2576,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MN,2013,all_lines,,3034,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MN,2014,all_lines,,5451,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MN,2015,all_lines,,3265,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MN,2016,all_lines,,3306,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MN,2017,all_lines,,3244,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MN,2018,all_lines,,3464,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MN,2019,all_lines,,3597,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MN,2020,all_lines,,4500,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MN,2021,all_lines,,3086,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MN,2022,all_lines,,4368,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
MO,1998,all_lines,,5272,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MO,1999,all_lines,,4982,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MO,2000,all_lines,,5066,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MO,2001,all_lines,,5672,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MO,2002,all_lines,,6214,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MO,2004,all_lines,,4838,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MO,2005,all_lines,,3756,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MO,2006,all_lines,,4339,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MO,2007,all_lines,,4661,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MO,2008,all_lines,,4860,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MO,2009,all_lines,,4767,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MO,2010,all_lines,,4125,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MO,2011,all_lines,,3839,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MO,2012,all_lines,,3807,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MO,2013,all_lines,,3739,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MO,2014,all_lines,,4191,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MO,2015,all_lines,,4180,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MO,2016,all_lines,,3904,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MO,2017,all_lines,,3574,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MO,2018,all_lines,,3228,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MO,2019,all_lines,,3238,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MO,2020,all_lines,,2952,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MO,2021,all_lines,,2579,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MO,2022,all_lines,,2706,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
MS,1998,all_lines,,9000,idrr,false,"NAIC IDRR Vol 1, data year 1998; complaints received, not closed"
MS,1999,all_lines,,12000,idrr,false,"NAIC IDRR Vol 1, data year 1999; complaints received, not closed"
MS,2000,all_lines,,11600,idrr,false,"NAIC IDRR Vol 1, data year 2000; complaints received, not closed"
MS,2001,all_lines,,13000,idrr,false,"NAIC IDRR Vol 1, data year 2001; complaints received, not closed"
MS,2002,all_lines,,11000,idrr,false,"NAIC IDRR Vol 1, data year 2002; complaints received, not closed"
MS,2004,all_lines,,15000,idrr,false,"NAIC IDRR Vol 1, data year 2004; complaints received, not closed"
MS,2005,all_lines,,20000,idrr,false,"NAIC IDRR Vol 1, data year 2005; complaints received, not closed"
MS,2006,all_lines,,15165,idrr,false,"NAIC IDRR Vol 1, data year 2006; complaints received, not closed"
MS,2007,all_lines,,13500,idrr,false,"NAIC IDRR Vol 1, data year 2007; complaints received, not closed"
MS,2008,all_lines,,13000,idrr,false,"NAIC IDRR Vol 1, data year 2008; complaints received, not closed"
MS,2009,all_lines,,1212,idrr,false,"NAIC IDRR Vol 1, data year 2009; complaints received, not closed"
MS,2010,all_lines,,1249,idrr,false,"NAIC IDRR Vol 1, data year 2010; complaints received, not closed"
MS,2011,all_lines,,1130,idrr,false,"NAIC IDRR Vol 1, data year 2011; complaints received, not closed"
MS,2012,all_lines,,1036,idrr,false,"NAIC IDRR Vol 1, data year 2012; complaints received, not closed"
MS,2013,all_lines,,1092,idrr,false,"NAIC IDRR Vol 1, data year 2013; complaints received, not closed"
MS,2014,all_lines,,1057,idrr,false,"NAIC IDRR Vol 1, data year 2014; complaints received, not closed"
MS,2015,all_lines,,1337,idrr,false,"NAIC IDRR Vol 1, data year 2015; complaints received, not closed"
MS,2016,all_lines,,1316,idrr,false,"NAIC IDRR Vol 1, data year 2016; complaints received, not closed"
MS,2017,all_lines,,1342,idrr,false,"NAIC IDRR Vol 1, data year 2017; complaints received, not closed"
MS,2018,all_lines,,1042,idrr,false,"NAIC IDRR Vol 1, data year 2018; complaints received, not closed"
MS,2019,all_lines,,1127,idrr,false,"NAIC IDRR Vol 1, data year 2019; complaints received, not closed"
MS,2020,all_lines,,1050,idrr,false,"NAIC IDRR Vol 1, data year 2020; complaints received, not closed"
MS,2021,all_lines,,1006,idrr,false,"NAIC IDRR Vol 1, data year 2021; complaints received, not closed"
MS,2022,all_lines,,1197,idrr,false,"NAIC IDRR Vol 1, data year 2022; complaints received, not closed"
