state,year,line,company_name_raw,premium_written,total_complaints,confirmed_complaints,complaint_index,source_pdf
OR,2019,annuities,AAA LIFE INSURANCE COMPANY,314322,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA,99779977,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ALLSTATE LIFE INSURANCE COMPANY,402862,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN BANKERS LIFE ASSURANCE CO OF FLORIDA,120,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN EQUITY INVESTMENT LIFE INSURANCE COMPANY,26311733,3,1,29.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN FAMILY LIFE INSURANCE COMPANY,66590,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN FIDELITY ASSURANCE COMPANY,15643833,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN FIDELITY LIFE INSURANCE COMPANY,60315,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN GENERAL LIFE INSURANCE COMPANY,91804214,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN HERITAGE LIFE INSURANCE COMPANY,3128,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN MEMORIAL LIFE INSURANCE COMPANY,7853,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN NATIONAL INSURANCE COMPANY,10025899,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN UNITED LIFE INSURANCE COMPANY,97721840,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICAN-AMICABLE LIFE INSURANCE COMPANY OF TEXAS,17901,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERICO FINANCIAL LIFE AND ANNUITY INSURANCE COMPANY,667725,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMERITAS LIFE INSURANCE CORPORATION,16125543,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AMICA LIFE INSURANCE COMPANY,51749,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ANNUITY INVESTORS LIFE INSURANCE COMPANY,194048,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ASSURED LIFE ASSOCIATION,48825,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ASSURITY LIFE INSURANCE COMPANY,29254,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ATHENE ANNUITY & LIFE ASSURANCE COMPANY,24300,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ATHENE ANNUITY & LIFE ASSURANCE COMPANY OF NEW YORK,51557,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ATHENE ANNUITY AND LIFE COMPANY,267160478,3,1,2.86,annuities_2019.pdf
OR,2019,annuities,ATLANTIC COAST LIFE INSURANCE COMPANY,5778475,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,AXA EQUITABLE LIFE INSURANCE COMPANY,101582166,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,BANKERS LIFE AND CASUALTY COMPANY,15162699,2,0,0.0,annuities_2019.pdf
OR,2019,annuities,BANNER LIFE INSURANCE COMPANY,25375441,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,BENEFICIAL LIFE INSURANCE COMPANY,73590,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,BRIGHTHOUSE LIFE INSURANCE COMPANY,27150402,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,C. M. LIFE INSURANCE COMPANY,6114781,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,CATHOLIC FINANCIAL LIFE,5000,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,CATHOLIC ORDER OF FORESTERS,74812,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,CHESAPEAKE LIFE INSURANCE COMPANY (THE),4587,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,CINCINNATI LIFE INSURANCE COMPANY (THE),15016,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,CMFG LIFE INSURANCE COMPANY,3941236,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,COLORADO BANKERS LIFE INSURANCE COMPANY,10788374,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,COMMONWEALTH ANNUITY AND LIFE INSURANCE COMPANY,326593,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,CONTINENTAL GENERAL INSURANCE COMPANY,25029,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,COUNTRY INVESTORS LIFE ASSURANCE COMPANY,3847857,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,COUNTRY LIFE INSURANCE COMPANY,600,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,DELAWARE LIFE INSURANCE COMPANY,70696419,2,1,10.79,annuities_2019.pdf
OR,2019,annuities,EAGLE LIFE INSURANCE COMPANY,6012030,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ELCO MUTUAL LIFE AND ANNUITY,254098,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,EMC NATIONAL LIFE COMPANY,1200,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY OF AMERICA,19650,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,EQUITABLE LIFE AND CASUALTY INSURANCE COMPANY,9826261,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,EQUITRUST LIFE INSURANCE COMPANY,9091266,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,"EVERENCE ASSOCIATION, INC.",235284,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FARM BUREAU LIFE INSURANCE COMPANY,42823,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FARMERS NEW WORLD LIFE INSURANCE COMPANY,900958,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FEDERATED LIFE INSURANCE COMPANY,5500,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,16317178,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,FIDELITY INVESTMENTS LIFE INSURANCE COMPANY,9487787,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FIDELITY SECURITY LIFE INSURANCE COMPANY,8392,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FIRST CATHOLIC SLOVAK LADIES ASSOCIATION OF THE UNITED STATES OF AMERICA,122213,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FORESTERS LIFE INSURANCE AND ANNUITY COMPANY,448555,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,FORETHOUGHT LIFE INSURANCE COMPANY,84115921,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,FUNERAL DIRECTORS LIFE INSURANCE COMPANY,349694,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,375938,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GOLDEN RULE INSURANCE COMPANY,1360,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GOVERNMENT PERSONNEL MUTUAL LIFE INSURANCE COMPANY,725,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GPM HEALTH AND LIFE INSURANCE COMPANY,121041,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GREAT AMERICAN LIFE INSURANCE COMPANY,52979049,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GREAT SOUTHERN LIFE INSURANCE COMPANY,2333,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GREAT WESTERN INSURANCE COMPANY,235650,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GREAT-WEST LIFE & ANNUITY INSURANCE COMPANY,48511040,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,GUARANTEE TRUST LIFE INSURANCE COMPANY,278,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GUARANTY INCOME LIFE INSURANCE COMPANY,11453071,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,"GUARDIAN INSURANCE & ANNUITY COMPANY, INC. (THE)",3488499,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,GUGGENHEIM LIFE AND ANNUITY COMPANY,15931542,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,HCC LIFE INSURANCE COMPANY,48170,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,HOMESTEADERS LIFE COMPANY,31801,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,HORACE MANN LIFE INSURANCE COMPANY,5517377,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,IA AMERICAN LIFE INSURANCE COMPANY,250,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,IDEALIFE INSURANCE COMPANY,52,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,INDEPENDENT ORDER OF FORESTERS,2100,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,INTEGRITY LIFE INSURANCE COMPANY,5654010,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,JACKSON NATIONAL LIFE INSURANCE COMPANY,151819411,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,JEFFERSON NATIONAL LIFE INSURANCE COMPANY,24856327,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,JOHN ALDEN LIFE INSURANCE COMPANY,4800,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),2321924,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,KANSAS CITY LIFE INSURANCE COMPANY,8868650,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LAFAYETTE LIFE INSURANCE COMPANY (THE),769401,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LIBERTY BANKERS LIFE INSURANCE COMPANY,3456631,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LIBERTY NATIONAL LIFE INSURANCE COMPANY,302,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LIFE INSURANCE COMPANY OF THE SOUTHWEST,3383643,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LIFESECURE INSURANCE COMPANY,195,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LINCOLN BENEFIT LIFE COMPANY,2705252,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LINCOLN HERITAGE LIFE INSURANCE COMPANY,50,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LINCOLN LIFE & ANNUITY COMPANY OF NEW YORK,336754,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LINCOLN LIFE ASSURANCE COMPANY OF BOSTON,127967,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),161356225,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,LOYAL AMERICAN LIFE INSURANCE COMPANY,45,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.",26292,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,MANHATTAN LIFE INSURANCE COMPANY (THE),456095,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,73373461,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,METROPOLITAN LIFE INSURANCE COMPANY,13699692,1,1,55.7,annuities_2019.pdf
OR,2019,annuities,METROPOLITAN TOWER LIFE INSURANCE COMPANY,34649391,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE,174,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,MIDLAND NATIONAL LIFE INSURANCE COMPANY,12743920,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,MINNESOTA LIFE INSURANCE COMPANY,11687361,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,MODERN WOODMEN OF AMERICA,1366672,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NASSAU LIFE AND ANNUITY COMPANY,461405,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NASSAU LIFE INSURANCE COMPANY,1200,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NATIONAL CATHOLIC SOCIETY OF FORESTERS,2151574,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,NATIONAL GUARDIAN LIFE INSURANCE COMPANY,606128,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NATIONAL LIFE INSURANCE COMPANY,49476,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NATIONAL WESTERN LIFE INSURANCE COMPANY,502400,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,27962517,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NATIONWIDE LIFE INSURANCE COMPANY,83798233,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NEW ENGLAND LIFE INSURANCE COMPANY,25106,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,123908050,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NEW YORK LIFE INSURANCE COMPANY,14550323,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INSURANCE,10961323,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,NORTHWESTERN MUTUAL LIFE INSURANCE CO,17281803,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,OCCIDENTAL LIFE INSURANCE COMPANY OF NORTH CAROLINA,54605,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,OHIO NATIONAL LIFE INSURANCE COMPANY (THE),43484,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,OXFORD LIFE INSURANCE COMPANY,6720097,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PACIFIC LIFE INSURANCE COMPANY,67883360,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PENN MUTUAL LIFE INSURANCE COMPANY,3656960,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PHL VARIABLE INSURANCE COMPANY,1194209,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PIONEER AMERICAN INSURANCE COMPANY,47,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PIONEER MUTUAL LIFE INSURANCE COMPANY,36648,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PRIMERICA LIFE INSURANCE COMPANY,875,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PRINCIPAL LIFE INSURANCE COMPANY,56509476,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PROTECTIVE LIFE INSURANCE COMPANY,18594738,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PRUCO LIFE INSURANCE COMPANY,61938468,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PRUDENTIAL ANNUITIES LIFE ASSURANCE CORPORATION,9493704,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,PRUDENTIAL INSURANCE COMPANY OF AMERICA,59633237,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,RELIANCE STANDARD LIFE INSURANCE COMPANY,4600335,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,RELIASTAR LIFE INSURANCE COMPANY,2941812,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,RESERVE NATIONAL INSURANCE COMPANY,86,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,RIVERSOURCE LIFE INSURANCE COMPANY,50147557,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,ROYAL NEIGHBORS OF AMERICA,425304,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SAGICOR LIFE INSURANCE COMPANY,6975882,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SAVINGS BANK MUTUAL LIFE INSURANCE COMPANY OF MASSACHUSETTS (THE),1481915,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SECURIAN LIFE INSURANCE COMPANY,6105342,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SECURITY BENEFIT LIFE INSURANCE COMPANY,36739176,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SENTINEL SECURITY LIFE INSURANCE COMPANY,6623433,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SENTRY LIFE INSURANCE COMPANY,11842251,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SONS OF NORWAY,33262,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,STANDARD INSURANCE COMPANY,24453436,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,STATE FARM LIFE INSURANCE COMPANY,6367385,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,STATE LIFE INSURANCE COMPANY (THE),2696456,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,STATE MUTUAL INSURANCE COMPANY,471,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SUNSET LIFE INSURANCE COMPANY OF AMERICA,240358,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SURETY LIFE INSURANCE COMPANY,1000,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,SYMETRA LIFE INSURANCE COMPANY,44789301,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TALCOTT RESOLUTION LIFE AND ANNUITY INSURANCE COMPANY,1811095,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TALCOTT RESOLUTION LIFE INSURANCE COMPANY,2777489,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TEACHERS INSURANCE AND ANNUITY ASSOCIATION OF AMERICA,93236718,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,THRIVENT FINANCIAL FOR LUTHERANS,30993651,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TIAA-CREF LIFE INSURANCE COMPANY,859854,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TRANS WORLD ASSURANCE COMPANY,1920,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TRANSAMERICA FINANCIAL LIFE INSURANCE COMPANY,12630,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TRANSAMERICA LIFE INSURANCE COMPANY,24233889,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,TRANSAMERICA PREMIER LIFE INSURANCE COMPANY,9999315,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNIFIED LIFE INSURANCE COMPANY,618,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNITED AMERICAN INSURANCE COMPANY,610551,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNITED FIDELITY LIFE INSURANCE COMPANY,2513,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNITED HERITAGE LIFE INSURANCE COMPANY,4301081,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNITED OF OMAHA LIFE INSURANCE COMPANY,10064430,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNITED STATES LETTER CARRIERS MUTUAL BENEFIT ASSOCIATION,57010,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,UNUM LIFE INSURANCE COMPANY OF AMERICA,11250,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,USAA LIFE INSURANCE COMPANY,8826606,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,VARIABLE ANNUITY LIFE INSURANCE COMPANY,98956252,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,VENERABLE INSURANCE AND ANNUITY COMPANY,755848,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,VOYA RETIREMENT INSURANCE AND ANNUITY COMPANY,234635206,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,WASHINGTON NATIONAL INSURANCE COMPANY,180198,1,0,0.0,annuities_2019.pdf
OR,2019,annuities,WESTERN UNITED LIFE ASSURANCE COMPANY,43565497,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,WESTERN-SOUTHERN LIFE ASSURANCE COMPANY,23889735,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,WILCAC LIFE INSURANCE COMPANY,18331,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,WILCO LIFE INSURANCE COMPANY,781,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,WOODMEN OF THE WORLD LIFE INSURANCE SOCIETY,111515,0,0,0.0,annuities_2019.pdf
OR,2019,annuities,ZURICH AMERICAN LIFE INSURANCE COMPANY,722084,0,0,0.0,annuities_2019.pdf
OR,2019,auto,ACCEPTANCE INDEMNITY INSURANCE COMPANY,1437210,0,0,0.0,auto_2019.pdf
OR,2019,auto,ACE AMERICAN INSURANCE COMPANY,4646305,0,0,0.0,auto_2019.pdf
OR,2019,auto,ACE FIRE UNDERWRITERS INSURANCE COMPANY,18023,0,0,0.0,auto_2019.pdf
OR,2019,auto,ACE PROPERTY AND CASUALTY INSURANCE COMPANY,1328435,0,0,0.0,auto_2019.pdf
OR,2019,auto,AIG PROPERTY CASUALTY COMPANY,1000794,1,0,0.0,auto_2019.pdf
OR,2019,auto,ALASKA NATIONAL INSURANCE COMPANY,3327305,0,0,0.0,auto_2019.pdf
OR,2019,auto,ALLIANCE OF NONPROFITS FOR INSURANCE RISK RETENTION GROUP,893405,0,0,0.0,auto_2019.pdf
OR,2019,auto,ALLIED INSURANCE COMPANY OF AMERICA,1156794,0,0,0.0,auto_2019.pdf
OR,2019,auto,ALLIED PROPERTY AND CASUALTY INSURANCE COMPANY,9735447,4,0,0.0,auto_2019.pdf
OR,2019,auto,ALLIED WORLD INSURANCE COMPANY,272,0,0,0.0,auto_2019.pdf
OR,2019,auto,ALLIED WORLD NATIONAL ASSURANCE COMPANY,5877,0,0,0.0,auto_2019.pdf
OR,2019,auto,ALLIED WORLD SPECIALTY INSURANCE COMPANY,700645,0,0,0.0,auto_2019.pdf
OR,2019,auto,ALLMERICA FINANCIAL BENEFIT INSURANCE COMPANY,4033472,2,1,6.53,auto_2019.pdf
OR,2019,auto,ALLSTATE FIRE AND CASUALTY INSURANCE COMPANY,165435790,61,5,0.8,auto_2019.pdf
OR,2019,auto,ALLSTATE INDEMNITY COMPANY,17779547,11,2,2.96,auto_2019.pdf
OR,2019,auto,ALLSTATE INSURANCE COMPANY,40978459,6,2,1.28,auto_2019.pdf
OR,2019,auto,ALLSTATE PROPERTY AND CASUALTY INSURANCE COMPANY,21749691,6,2,2.42,auto_2019.pdf
OR,2019,auto,ALPHA PROPERTY & CASUALTY INSURANCE COMPANY,20492278,38,9,11.56,auto_2019.pdf
OR,2019,auto,AMALGAMATED CASUALTY INSURANCE COMPANY,705078,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMCO INSURANCE COMPANY,1313284,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN ALTERNATIVE INSURANCE CORPORATION,360260,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN AUTOMOBILE INSURANCE COMPANY,228246,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,542381,0,0,0.0,auto_2019.pdf
OR,2019,auto,"AMERICAN CASUALTY COMPANY OF READING, PENNSYLVANIA",202145,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN COMMERCE INSURANCE COMPANY,5647311,3,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN CONTRACTORS INSURANCE COMPANY RISK RG,13790,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN ECONOMY INSURANCE COMPANY,190397,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE COMPANY,23776867,8,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN FAMILY HOME INSURANCE COMPANY,76262,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN FAMILY INSURANCE COMPANY,33176712,7,1,0.79,auto_2019.pdf
OR,2019,auto,AMERICAN FAMILY MUTUAL INSURANCE COMPANY S.I.,42270272,12,2,1.25,auto_2019.pdf
OR,2019,auto,AMERICAN FIRE AND CASUALTY COMPANY,6619684,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN FOREST CASUALTY COMPANY RISK RETENTION GROUP,732775,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN GUARANTEE AND LIABILITY INSURANCE COMPANY,655284,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN HALLMARK INSURANCE COMPANY OF TEXAS,4506539,1,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN HOME ASSURANCE COMPANY,125,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN INSURANCE COMPANY (THE),160528,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN MODERN HOME INSURANCE COMPANY,820703,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN MODERN SELECT INSURANCE COMPANY,21951,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN NATIONAL GENERAL INSURANCE COMPANY,27680,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN NATIONAL PROPERTY AND CASUALTY COMPANY,12271935,6,1,2.15,auto_2019.pdf
OR,2019,auto,AMERICAN RELIABLE INSURANCE COMPANY,852251,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN ROAD INSURANCE COMPANY (THE),4627,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN SOUTHERN HOME INSURANCE COMPANY,14635,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN SOUTHERN INSURANCE COMPANY,3611,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN STANDARD INSURANCE COMPANY OF WISCONSIN,1084607,1,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN STATES INSURANCE COMPANY,898651,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN STATES INSURANCE COMPANY OF TEXAS,10097258,0,0,0.0,auto_2019.pdf
OR,2019,auto,"AMERICAN TRUCKING AND TRANSPORATION INSURANCE COMPANY, A RISK RETENTION GROUP",1444087,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERICAN ZURICH INSURANCE COMPANY,289435,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERISURE INSURANCE COMPANY,17810,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMERISURE MUTUAL INSURANCE COMPANY,5351,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMGUARD INSURANCE COMPANY,2055564,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMICA MUTUAL INSURANCE COMPANY,21522541,9,1,1.22,auto_2019.pdf
OR,2019,auto,AMICA PROPERTY AND CASUALTY INSURANCE COMPANY,484124,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMSHIELD INSURANCE COMPANY,283246,0,0,0.0,auto_2019.pdf
OR,2019,auto,AMTRUST INSURANCE COMPANY,688709,0,0,0.0,auto_2019.pdf
OR,2019,auto,ARCH INSURANCE COMPANY,2112026,0,0,0.0,auto_2019.pdf
OR,2019,auto,"ARCOA RISK RETENTION GROUP, INC.",322087,0,0,0.0,auto_2019.pdf
OR,2019,auto,ARGONAUT GREAT CENTRAL INSURANCE COMPANY,52132,0,0,0.0,auto_2019.pdf
OR,2019,auto,ARGONAUT-MIDWEST INSURANCE COMPANY,73957,0,0,0.0,auto_2019.pdf
OR,2019,auto,ARTISAN AND TRUCKERS CASUALTY COMPANY,55918999,11,0,0.0,auto_2019.pdf
OR,2019,auto,ASSOCIATED INDEMNITY CORPORATION,111449,0,0,0.0,auto_2019.pdf
OR,2019,auto,ATLANTIC SPECIALTY INSURANCE COMPANY,441264,0,0,0.0,auto_2019.pdf
OR,2019,auto,AUSTIN MUTUAL INSURANCE COMPANY,2721787,0,0,0.0,auto_2019.pdf
