state,year,line,company_name_raw,premium_written,total_complaints,confirmed_complaints,complaint_index,source_pdf
OR,2022,homeowners,STILLWATER PROPERTY AND CASUALTY INSURANCE COMPANY,4073223,3,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,SUBLIMITY INSURANCE COMPANY,7357114,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TEACHERS INSURANCE COMPANY,893062,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TOGGLE INSURANCE COMPANY,123007,1,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TRAVELERS COMMERCIAL INSURANCE COMPANY,1210190,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TRAVELERS HOME AND MARINE INSURANCE COMPANY (THE),11028595,5,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TRAVELERS INDEMNITY COMPANY OF AMERICA,531197,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TRAVELERS PERSONAL INSURANCE COMPANY,35155132,9,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TRISURA INSURANCE COMPANY,15729,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TRUMBULL INSURANCE COMPANY,6358571,2,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,TWIN CITY FIRE INSURANCE COMPANY,42804,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,UNITED HERITAGE PROPERTY & CASUALTY COMPANY,5105089,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,UNITED SERVICES AUTOMOBILE ASSOCIATION,25205764,2,1,0.77,homeowners_2022.pdf
OR,2022,homeowners,UNITRIN DIRECT PROPERTY & CASUALTY COMPANY,5479,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,UNITRIN SAFEGUARD INSURANCE COMPANY,999025,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,USAA CASUALTY INSURANCE COMPANY,31187000,6,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,USAA GENERAL INDEMNITY COMPANY,19077542,3,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,VALLEY PROPERTY & CASUALTY INSURANCE COMPANY,1540478,2,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,VIGILANT INSURANCE COMPANY,1638,0,0,0.0,homeowners_2022.pdf
OR,2022,homeowners,WAWANESA GENERAL INSURANCE COMPANY,82155,0,0,0.0,homeowners_2022.pdf
OR,2022,life,1891 FINANCIAL LIFE INSURANCE,76543,1,1,869.58,life_2022.pdf
OR,2022,life,4 EVER LIFE INSURANCE COMPANY,29869,0,0,0.0,life_2022.pdf
OR,2022,life,5 STAR LIFE INSURANCE COMPANY,605014,0,0,0.0,life_2022.pdf
OR,2022,life,AAA LIFE INSURANCE COMPANY,10791161,2,0,0.0,life_2022.pdf
OR,2022,life,ABILITY INSURANCE COMPANY,584,0,0,0.0,life_2022.pdf
OR,2022,life,ACCORDIA LIFE AND ANNUITY COMPANY,3203585,1,1,20.78,life_2022.pdf
OR,2022,life,AETNA LIFE INSURANCE COMPANY,253088,1,0,0.0,life_2022.pdf
OR,2022,life,ALLIANZ LIFE INSURANCE COMPANY OF NORTH AMERICA,11025003,2,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN BANKERS LIFE ASSURANCE CO OF FLORIDA,10986,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN BENEFIT LIFE INSURANCE COMPANY,38,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN EQUITY INVESTMENT LIFE INSURANCE COMPANY,672,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN FAMILY LIFE ASSURANCE COMPANY OF COLUMBUS,1662288,2,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN FAMILY LIFE INSURANCE COMPANY,7772776,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN FIDELITY ASSURANCE COMPANY,4216535,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN FIDELITY LIFE INSURANCE COMPANY,30114,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN GENERAL LIFE INSURANCE COMPANY,20930477,10,2,6.36,life_2022.pdf
OR,2022,life,AMERICAN HEALTH AND LIFE INSURANCE COMPANY,1011629,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN HERITAGE LIFE INSURANCE COMPANY,860167,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN INCOME LIFE INSURANCE COMPANY,17169947,5,1,3.88,life_2022.pdf
OR,2022,life,AMERICAN LIFE & SECURITY CORP.,2206,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN MEMORIAL LIFE INSURANCE COMPANY,4669621,1,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN NATIONAL INSURANCE COMPANY,5077018,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN NATIONAL LIFE INSURANCE COMPANY OF TEXAS,1974,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN PUBLIC LIFE INSURANCE COMPANY,12239,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN REPUBLIC CORP INSURANCE COMPANY,309,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN REPUBLIC INSURANCE COMPANY,35252,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN UNITED LIFE INSURANCE COMPANY,2829298,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICAN-AMICABLE LIFE INSURANCE COMPANY OF TEXAS,1918024,0,0,0.0,life_2022.pdf
OR,2022,life,AMERICO FINANCIAL LIFE AND ANNUITY INSURANCE COMPANY,3579000,2,0,0.0,life_2022.pdf
OR,2022,life,AMERITAS LIFE INSURANCE CORPORATION,6058943,0,0,0.0,life_2022.pdf
OR,2022,life,AMICA LIFE INSURANCE COMPANY,1153718,0,0,0.0,life_2022.pdf
OR,2022,life,ANTHEM LIFE INSURANCE COMPANY,66609,0,0,0.0,life_2022.pdf
OR,2022,life,ASSURED LIFE ASSOCIATION,34010,0,0,0.0,life_2022.pdf
OR,2022,life,ASSURITY LIFE INSURANCE COMPANY,921286,0,0,0.0,life_2022.pdf
OR,2022,life,ATHENE ANNUITY & LIFE ASSURANCE COMPANY,973176,0,0,0.0,life_2022.pdf
OR,2022,life,ATHENE ANNUITY & LIFE ASSURANCE COMPANY OF NEW YORK,19183,0,0,0.0,life_2022.pdf
OR,2022,life,ATHENE ANNUITY AND LIFE COMPANY,629900,2,0,0.0,life_2022.pdf
OR,2022,life,AURORA NATIONAL LIFE ASSURANCE COMPANY,92655,0,0,0.0,life_2022.pdf
OR,2022,life,AUTO-OWNERS LIFE INSURANCE COMPANY,62395,0,0,0.0,life_2022.pdf
OR,2022,life,BALTIMORE LIFE INSURANCE COMPANY (THE),189341,0,0,0.0,life_2022.pdf
OR,2022,life,BANKERS FIDELITY LIFE INSURANCE COMPANY,16713,0,0,0.0,life_2022.pdf
OR,2022,life,BANKERS LIFE AND CASUALTY COMPANY,4871612,4,1,13.66,life_2022.pdf
OR,2022,life,BANNER LIFE INSURANCE COMPANY,15234328,0,0,0.0,life_2022.pdf
OR,2022,life,BENEFICIAL LIFE INSURANCE COMPANY,1109866,0,0,0.0,life_2022.pdf
OR,2022,life,BERKLEY LIFE AND HEALTH INSURANCE COMPANY,1011,0,0,0.0,life_2022.pdf
OR,2022,life,BERKSHIRE LIFE INSURANCE COMPANY OF AMERICA,74663,0,0,0.0,life_2022.pdf
OR,2022,life,BEST LIFE AND HEALTH INSURANCE COMPANY,9677,0,0,0.0,life_2022.pdf
OR,2022,life,BETTERLIFE INSURANCE COMPANY,23699,0,0,0.0,life_2022.pdf
OR,2022,life,BOSTON MUTUAL LIFE INSURANCE COMPANY,182347,0,0,0.0,life_2022.pdf
OR,2022,life,BRIGHTHOUSE LIFE INSURANCE COMPANY,9955332,2,0,0.0,life_2022.pdf
OR,2022,life,C. M. LIFE INSURANCE COMPANY,791780,0,0,0.0,life_2022.pdf
OR,2022,life,CANADA LIFE ASSURANCE COMPANY (THE),539683,1,0,0.0,life_2022.pdf
OR,2022,life,CATHOLIC FINANCIAL LIFE,110026,0,0,0.0,life_2022.pdf
OR,2022,life,CATHOLIC ORDER OF FORESTERS,47662,0,0,0.0,life_2022.pdf
OR,2022,life,CENTRAL SECURITY LIFE INSURANCE COMPANY,3528,0,0,0.0,life_2022.pdf
OR,2022,life,CENTRAL STATES HEALTH & LIFE CO OF OMAHA,2275,0,0,0.0,life_2022.pdf
OR,2022,life,CHESAPEAKE LIFE INSURANCE COMPANY (THE),251513,0,0,0.0,life_2022.pdf
OR,2022,life,CHRISTIAN FIDELITY LIFE INSURANCE COMPANY,6731,0,0,0.0,life_2022.pdf
OR,2022,life,CICA LIFE INSURANCE COMPANY OF AMERICA,2791,0,0,0.0,life_2022.pdf
OR,2022,life,CIGNA HEALTH AND LIFE INSURANCE COMPANY,546,0,0,0.0,life_2022.pdf
OR,2022,life,CINCINNATI LIFE INSURANCE COMPANY (THE),3004345,0,0,0.0,life_2022.pdf
OR,2022,life,CLEAR SPRING LIFE AND ANNUITY COMPANY,2668,0,0,0.0,life_2022.pdf
OR,2022,life,CMFG LIFE INSURANCE COMPANY,6079861,1,0,0.0,life_2022.pdf
OR,2022,life,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,2261264,0,0,0.0,life_2022.pdf
OR,2022,life,COLONIAL PENN LIFE INSURANCE COMPANY,2461271,3,0,0.0,life_2022.pdf
OR,2022,life,COLUMBIAN LIFE INSURANCE COMPANY,395241,0,0,0.0,life_2022.pdf
OR,2022,life,COLUMBIAN MUTUAL LIFE INSURANCE COMPANY,14630,0,0,0.0,life_2022.pdf
OR,2022,life,COLUMBUS LIFE INSURANCE COMPANY,1121027,0,0,0.0,life_2022.pdf
OR,2022,life,COMBINED INSURANCE COMPANY OF AMERICA,1505642,0,0,0.0,life_2022.pdf
OR,2022,life,COMMONWEALTH ANNUITY AND LIFE INSURANCE COMPANY,399986,1,0,0.0,life_2022.pdf
OR,2022,life,COMPANION LIFE INSURANCE COMPANY,68726,0,0,0.0,life_2022.pdf
OR,2022,life,CONNECTICUT GENERAL LIFE INSURANCE COMPANY,1143801,0,0,0.0,life_2022.pdf
OR,2022,life,CONTINENTAL AMERICAN INSURANCE COMPANY,750062,0,0,0.0,life_2022.pdf
OR,2022,life,CONTINENTAL GENERAL INSURANCE COMPANY,54767,0,0,0.0,life_2022.pdf
OR,2022,life,"CONTINENTAL LIFE INSURANCE COMPANY OF BRENTWOOD, TENNESSEE",56726,0,0,0.0,life_2022.pdf
OR,2022,life,COUNTRY INVESTORS LIFE ASSURANCE COMPANY,1147797,0,0,0.0,life_2022.pdf
OR,2022,life,COUNTRY LIFE INSURANCE COMPANY,26523648,1,0,0.0,life_2022.pdf
OR,2022,life,CROATIAN FRATERNAL UNION OF AMERICA,2792,0,0,0.0,life_2022.pdf
OR,2022,life,CSI LIFE INSURANCE COMPANY,655,0,0,0.0,life_2022.pdf
OR,2022,life,DEARBORN LIFE INSURANCE COMPANY,6846,0,0,0.0,life_2022.pdf
OR,2022,life,DELAWARE AMERICAN LIFE INSURANCE COMPANY,13110,0,0,0.0,life_2022.pdf
OR,2022,life,DELAWARE LIFE INSURANCE COMPANY,65989,0,0,0.0,life_2022.pdf
OR,2022,life,ELCO MUTUAL LIFE AND ANNUITY,2337,0,0,0.0,life_2022.pdf
OR,2022,life,ELIPS LIFE INSURANCE COMPANY,297,0,0,0.0,life_2022.pdf
OR,2022,life,EMC NATIONAL LIFE COMPANY,234836,0,0,0.0,life_2022.pdf
OR,2022,life,EMPOWER ANNUITY INSURANCE COMPANY OF AMERICA,1965984,2,1,33.86,life_2022.pdf
OR,2022,life,ENTERPRISE LIFE INSURANCE COMPANY,261,0,0,0.0,life_2022.pdf
OR,2022,life,EQUITABLE FINANCIAL LIFE AND ANNUITY COMPANY,62109,0,0,0.0,life_2022.pdf
OR,2022,life,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,5666300,1,0,0.0,life_2022.pdf
OR,2022,life,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY OF AMERICA,3952246,1,0,0.0,life_2022.pdf
OR,2022,life,EQUITRUST LIFE INSURANCE COMPANY,8966,0,0,0.0,life_2022.pdf
OR,2022,life,"EVERENCE ASSOCIATION, INC.",22133,0,0,0.0,life_2022.pdf
OR,2022,life,EVERLAKE ASSURANCE COMPANY,4158886,0,0,0.0,life_2022.pdf
OR,2022,life,EVERLAKE LIFE INSURANCE COMPANY,3651783,3,0,0.0,life_2022.pdf
OR,2022,life,EVERLY LIFE INSURANCE COMPANY,5683,0,0,0.0,life_2022.pdf
OR,2022,life,FAMILY HERITAGE LIFE INSURANCE COMPANY OF AMERICA,8132,0,0,0.0,life_2022.pdf
OR,2022,life,FAMILY LIFE INSURANCE COMPANY,108662,0,0,0.0,life_2022.pdf
OR,2022,life,FARM BUREAU LIFE INSURANCE COMPANY,409098,0,0,0.0,life_2022.pdf
OR,2022,life,FARMERS NEW WORLD LIFE INSURANCE COMPANY,26516416,3,0,0.0,life_2022.pdf
OR,2022,life,FEDERAL LIFE INSURANCE COMPANY,5698,0,0,0.0,life_2022.pdf
OR,2022,life,FEDERATED LIFE INSURANCE COMPANY,2867888,0,0,0.0,life_2022.pdf
OR,2022,life,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,3545732,1,0,0.0,life_2022.pdf
OR,2022,life,FIDELITY INVESTMENTS LIFE INSURANCE COMPANY,121863,0,0,0.0,life_2022.pdf
OR,2022,life,"FIDELITY LIFE ASSOCIATION, A LEGAL RESERVE LIFE INSURANCE COMPANY",1722751,2,1,38.64,life_2022.pdf
OR,2022,life,FIDELITY SECURITY LIFE INSURANCE COMPANY,438889,0,0,0.0,life_2022.pdf
OR,2022,life,FIRST ALLMERICA FINANCIAL LIFE INSURANCE COMPANY,66501,0,0,0.0,life_2022.pdf
OR,2022,life,FIRST CATHOLIC SLOVAK LADIES ASSOCIATION OF THE UNITED STATES OF AMERICA,883,0,0,0.0,life_2022.pdf
OR,2022,life,FIRST PENN-PACIFIC LIFE INSURANCE COMPANY,698451,0,0,0.0,life_2022.pdf
OR,2022,life,FORETHOUGHT LIFE INSURANCE COMPANY,6073613,1,1,10.96,life_2022.pdf
OR,2022,life,FORTITUDE LIFE INSURANCE & ANNUITY COMPANY,15838,1,0,0.0,life_2022.pdf
OR,2022,life,FORTITUDE US REINSURANCE COMPANY,37447,0,0,0.0,life_2022.pdf
OR,2022,life,FREEDOM LIFE INSURANCE COMPANY OF AMERICA,39038,0,0,0.0,life_2022.pdf
OR,2022,life,FUNERAL DIRECTORS LIFE INSURANCE COMPANY,62369,0,0,0.0,life_2022.pdf
OR,2022,life,GARDEN STATE LIFE INSURANCE COMPANY,158415,0,0,0.0,life_2022.pdf
OR,2022,life,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,10693239,1,0,0.0,life_2022.pdf
OR,2022,life,GENWORTH LIFE INSURANCE COMPANY,1970048,0,0,0.0,life_2022.pdf
OR,2022,life,GERBER LIFE INSURANCE COMPANY,2902244,2,0,0.0,life_2022.pdf
OR,2022,life,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,4364526,3,1,15.25,life_2022.pdf
OR,2022,life,GOVERNMENT PERSONNEL MUTUAL LIFE INSURANCE COMPANY,553715,0,0,0.0,life_2022.pdf
OR,2022,life,GPM HEALTH AND LIFE INSURANCE COMPANY,119386,1,0,0.0,life_2022.pdf
OR,2022,life,GREAT SOUTHERN LIFE INSURANCE COMPANY,575278,0,0,0.0,life_2022.pdf
OR,2022,life,GREAT WESTERN INSURANCE COMPANY,5220286,0,0,0.0,life_2022.pdf
OR,2022,life,GUARANTEE TRUST LIFE INSURANCE COMPANY,156948,0,0,0.0,life_2022.pdf
OR,2022,life,GUARANTY INCOME LIFE INSURANCE COMPANY,1253,0,0,0.0,life_2022.pdf
OR,2022,life,"GUARDIAN INSURANCE & ANNUITY COMPANY, INC. (THE)",892739,0,0,0.0,life_2022.pdf
OR,2022,life,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),38348932,1,0,0.0,life_2022.pdf
OR,2022,life,HARTFORD LIFE AND ACCIDENT INSURANCE COMPANY,21658270,1,0,0.0,life_2022.pdf
OR,2022,life,HCC LIFE INSURANCE COMPANY,270256,1,0,0.0,life_2022.pdf
OR,2022,life,HEALTH NET LIFE INSURANCE COMPANY,1866,0,0,0.0,life_2022.pdf
OR,2022,life,HOMESTEADERS LIFE COMPANY,2303779,0,0,0.0,life_2022.pdf
OR,2022,life,HORACE MANN LIFE INSURANCE COMPANY,943466,0,0,0.0,life_2022.pdf
OR,2022,life,IA AMERICAN LIFE INSURANCE COMPANY,225921,0,0,0.0,life_2022.pdf
OR,2022,life,IBEXIS LIFE & ANNUITY INSURANCE COMPANY,102985,0,0,0.0,life_2022.pdf
OR,2022,life,IDEALIFE INSURANCE COMPANY,4910,0,0,0.0,life_2022.pdf
OR,2022,life,ILLINOIS MUTUAL LIFE INSURANCE COMPANY,115497,0,0,0.0,life_2022.pdf
OR,2022,life,INDEPENDENT ORDER OF FORESTERS,7267040,0,0,0.0,life_2022.pdf
OR,2022,life,"INDUSTRIAL ALLIANCE INSURANCE AND FINANCIAL SERVICES, INC.",25493,0,0,0.0,life_2022.pdf
OR,2022,life,INTEGRITY LIFE INSURANCE COMPANY,1303,0,0,0.0,life_2022.pdf
OR,2022,life,INVESTORS HERITAGE LIFE INSURANCE COMPANY,749,0,0,0.0,life_2022.pdf
OR,2022,life,INVESTORS LIFE INSURANCE COMPANY OF NORTH AMERICA,27994,0,0,0.0,life_2022.pdf
OR,2022,life,JACKSON NATIONAL LIFE INSURANCE COMPANY,4944645,6,0,0.0,life_2022.pdf
OR,2022,life,JEFFERSON NATIONAL LIFE INSURANCE COMPANY,37308,0,0,0.0,life_2022.pdf
OR,2022,life,JOHN ALDEN LIFE INSURANCE COMPANY,36412,0,0,0.0,life_2022.pdf
OR,2022,life,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),35471901,0,0,0.0,life_2022.pdf
OR,2022,life,KANSAS CITY LIFE INSURANCE COMPANY,2524925,0,0,0.0,life_2022.pdf
OR,2022,life,KNIGHTS OF COLUMBUS,5684860,0,0,0.0,life_2022.pdf
OR,2022,life,LAFAYETTE LIFE INSURANCE COMPANY (THE),2903168,0,0,0.0,life_2022.pdf
OR,2022,life,LANDMARK LIFE INSURANCE COMPANY,391,0,0,0.0,life_2022.pdf
OR,2022,life,LIBERTY BANKERS LIFE INSURANCE COMPANY,143592,0,0,0.0,life_2022.pdf
OR,2022,life,LIBERTY NATIONAL LIFE INSURANCE COMPANY,491467,0,0,0.0,life_2022.pdf
OR,2022,life,LIFE INSURANCE COMPANY OF NORTH AMERICA,17481779,2,0,0.0,life_2022.pdf
OR,2022,life,LIFE INSURANCE COMPANY OF THE SOUTHWEST,16781506,1,0,0.0,life_2022.pdf
OR,2022,life,LIFE OF THE SOUTH INSURANCE COMPANY,64682,0,0,0.0,life_2022.pdf
OR,2022,life,LIFEMAP ASSURANCE COMPANY,8630960,0,0,0.0,life_2022.pdf
OR,2022,life,LIFESECURE INSURANCE COMPANY,5992,0,0,0.0,life_2022.pdf
OR,2022,life,LIFESHIELD NATIONAL INSURANCE CO.,32994,0,0,0.0,life_2022.pdf
OR,2022,life,LINCOLN BENEFIT LIFE COMPANY,10378196,2,1,6.41,life_2022.pdf
OR,2022,life,LINCOLN HERITAGE LIFE INSURANCE COMPANY,2844553,1,0,0.0,life_2022.pdf
OR,2022,life,LINCOLN LIFE & ANNUITY COMPANY OF NEW YORK,78096,0,0,0.0,life_2022.pdf
OR,2022,life,LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),56703196,0,0,0.0,life_2022.pdf
OR,2022,life,LOYAL AMERICAN LIFE INSURANCE COMPANY,53634,0,0,0.0,life_2022.pdf
OR,2022,life,LUMICO LIFE INSURANCE COMPANY,1387180,2,0,0.0,life_2022.pdf
OR,2022,life,"MADISON NATIONAL LIFE INSURANCE COMPANY, INC.",64929,0,0,0.0,life_2022.pdf
OR,2022,life,MANHATTAN LIFE INSURANCE COMPANY (THE),37822,0,0,0.0,life_2022.pdf
OR,2022,life,MANHATTAN NATIONAL LIFE INSURANCE COMPANY,76418,0,0,0.0,life_2022.pdf
OR,2022,life,MANHATTANLIFE INSURANCE AND ANNUITY COMPANY,18377,0,0,0.0,life_2022.pdf
OR,2022,life,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,40385232,0,0,0.0,life_2022.pdf
OR,2022,life,MASSMUTUAL ASCEND LIFE INSURANCE COMPANY,105547,0,0,0.0,life_2022.pdf
OR,2022,life,MEDICO INSURANCE COMPANY,17290,0,0,0.0,life_2022.pdf
OR,2022,life,MEDICO LIFE AND HEALTH INSURANCE COMPANY,375,0,0,0.0,life_2022.pdf
OR,2022,life,MEMBERS LIFE INSURANCE COMPANY,190155,1,0,0.0,life_2022.pdf
OR,2022,life,MERIT LIFE INSURANCE CO.,7730,1,0,0.0,life_2022.pdf
OR,2022,life,METROPOLITAN LIFE INSURANCE COMPANY,43282755,6,0,0.0,life_2022.pdf
OR,2022,life,METROPOLITAN TOWER LIFE INSURANCE COMPANY,1767100,0,0,0.0,life_2022.pdf
OR,2022,life,MID-WEST NATIONAL LIFE INSURANCE COMPANY OF TENNESSEE,79155,0,0,0.0,life_2022.pdf
OR,2022,life,MIDLAND NATIONAL LIFE INSURANCE COMPANY,10972009,3,0,0.0,life_2022.pdf
OR,2022,life,MIDWESTERN UNITED LIFE INSURANCE COMPANY,14739,0,0,0.0,life_2022.pdf
OR,2022,life,MINNESOTA LIFE INSURANCE COMPANY,55068832,1,0,0.0,life_2022.pdf
OR,2022,life,MML BAY STATE LIFE INSURANCE COMPANY,287360,0,0,0.0,life_2022.pdf
OR,2022,life,MODERN WOODMEN OF AMERICA,662851,0,0,0.0,life_2022.pdf
OR,2022,life,MONITOR LIFE INSURANCE COMPANY OF NEW YORK,500,0,0,0.0,life_2022.pdf
OR,2022,life,MONY LIFE INSURANCE COMPANY,2030386,0,0,0.0,life_2022.pdf
OR,2022,life,MUTUAL OF AMERICA LIFE INSURANCE COMPANY,20878,0,0,0.0,life_2022.pdf
OR,2022,life,NASSAU LIFE AND ANNUITY COMPANY,154343,0,0,0.0,life_2022.pdf
OR,2022,life,NASSAU LIFE INSURANCE COMPANY,2920915,3,1,22.79,life_2022.pdf
OR,2022,life,NASSAU LIFE INSURANCE COMPANY OF KANSAS,58956,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL BENEFIT LIFE INSURANCE COMPANY,61464,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL FARMERS UNION LIFE INSURANCE COMPANY,12108,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL FOUNDATION LIFE INSURANCE COMPANY,2160,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL GUARDIAN LIFE INSURANCE COMPANY,5746796,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL HEALTH INSURANCE COMPANY,128999,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL LIFE INSURANCE COMPANY,2541801,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL TEACHERS ASSOCIATES LIFE INSURANCE COMPANY,682,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONAL WESTERN LIFE INSURANCE COMPANY,233395,1,1,285.18,life_2022.pdf
OR,2022,life,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,21240758,0,0,0.0,life_2022.pdf
OR,2022,life,NATIONWIDE LIFE INSURANCE COMPANY,8765478,1,0,0.0,life_2022.pdf
OR,2022,life,NEW ENGLAND LIFE INSURANCE COMPANY,596206,0,0,0.0,life_2022.pdf
OR,2022,life,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,14579916,0,0,0.0,life_2022.pdf
OR,2022,life,NEW YORK LIFE INSURANCE COMPANY,57593302,2,0,0.0,life_2022.pdf
OR,2022,life,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INSURANCE,8320880,2,0,0.0,life_2022.pdf
OR,2022,life,NORTHWESTERN MUTUAL LIFE INSURANCE CO,116451845,3,0,0.0,life_2022.pdf
OR,2022,life,NYLIFE INSURANCE COMPANY OF ARIZONA,206398,0,0,0.0,life_2022.pdf
OR,2022,life,OCCIDENTAL LIFE INSURANCE COMPANY OF NORTH CAROLINA,266736,0,0,0.0,life_2022.pdf
OR,2022,life,OCEANVIEW LIFE AND ANNUITY COMPANY,2526,0,0,0.0,life_2022.pdf
OR,2022,life,OHIO NATIONAL LIFE ASSURANCE CORPORATION,5354343,1,1,12.43,life_2022.pdf
OR,2022,life,OHIO NATIONAL LIFE INSURANCE COMPANY (THE),3244100,0,0,0.0,life_2022.pdf
OR,2022,life,OHIO STATE LIFE INSURANCE COMPANY,166488,0,0,0.0,life_2022.pdf
OR,2022,life,OLD AMERICAN INSURANCE COMPANY,2369255,0,0,0.0,life_2022.pdf
OR,2022,life,OLD REPUBLIC LIFE INSURANCE COMPANY,77547,0,0,0.0,life_2022.pdf
OR,2022,life,"OPTUM INSURANCE OF OHIO, INC.",1964,0,0,0.0,life_2022.pdf
OR,2022,life,OXFORD LIFE INSURANCE COMPANY,168377,1,0,0.0,life_2022.pdf
OR,2022,life,"PACIFIC GUARDIAN LIFE INSURANCE COMPANY, LIMITED",284467,0,0,0.0,life_2022.pdf
OR,2022,life,PACIFIC LIFE & ANNUITY COMPANY,6401,0,0,0.0,life_2022.pdf
OR,2022,life,PACIFIC LIFE INSURANCE COMPANY,45970849,0,0,0.0,life_2022.pdf
OR,2022,life,PAN-AMERICAN ASSURANCE COMPANY,37097,0,0,0.0,life_2022.pdf
OR,2022,life,PAN-AMERICAN LIFE INSURANCE COMPANY,1512740,0,0,0.0,life_2022.pdf
OR,2022,life,PARK AVENUE LIFE INSURANCE COMPANY,2197,0,0,0.0,life_2022.pdf
OR,2022,life,PAUL REVERE LIFE INSURANCE COMPANY,5885,0,0,0.0,life_2022.pdf
OR,2022,life,PAVONIA LIFE INSURANCE COMPANY OF MICHIGAN,106132,0,0,0.0,life_2022.pdf
OR,2022,life,PENN INSURANCE AND ANNUITY COMPANY (THE),5406401,0,0,0.0,life_2022.pdf
OR,2022,life,PENN MUTUAL LIFE INSURANCE COMPANY,15254578,1,0,0.0,life_2022.pdf
OR,2022,life,PHYSICIANS LIFE INSURANCE COMPANY,1686614,0,0,0.0,life_2022.pdf
OR,2022,life,PIONEER AMERICAN INSURANCE COMPANY,748686,0,0,0.0,life_2022.pdf
OR,2022,life,PIONEER MUTUAL LIFE INSURANCE COMPANY,447926,1,0,0.0,life_2022.pdf
OR,2022,life,PIONEER SECURITY LIFE INSURANCE COMPANY,193175,0,0,0.0,life_2022.pdf
OR,2022,life,PLATEAU INSURANCE COMPANY,284354,0,0,0.0,life_2022.pdf
OR,2022,life,POLISH NATIONAL ALLIANCE OF THE UNITED STATES,867,0,0,0.0,life_2022.pdf
OR,2022,life,PRIMERICA LIFE INSURANCE COMPANY,16350663,1,0,0.0,life_2022.pdf
OR,2022,life,PRINCIPAL LIFE INSURANCE COMPANY,9755829,0,0,0.0,life_2022.pdf
OR,2022,life,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,10937800,0,0,0.0,life_2022.pdf
OR,2022,life,PROFESSIONAL INSURANCE COMPANY,381,0,0,0.0,life_2022.pdf
OR,2022,life,PROTECTIVE LIFE AND ANNUITY INSURANCE COMPANY,19906,1,0,0.0,life_2022.pdf
OR,2022,life,PROTECTIVE LIFE INSURANCE COMPANY,19193923,6,0,0.0,life_2022.pdf
