year,line,rank_in_study,company_canonical,company_name,exposure,justified_ratio,justified_count,study_year
2021,home,14,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,703991,5.7,40,2024
2021,home,15,CALIFORNIA CAPITAL INSURANCE COMPANY,CALIFORNIA CAPITAL INSURANCE COMPANY,69420,10.9,7,2024
2021,home,16,FIRE INS EXCH,Fire Ins Exch,911296,1.4,13,2023
2021,home,16,LIBERTY INSURANCE CORPORATION,LIBERTY INSURANCE CORPORATION,233146,3.6,9,2024
2021,home,17,AMERICAN SECURITY INSURANCE COMPANY,AMERICAN SECURITY INSURANCE COMPANY,91645,8.1,6,2024
2021,home,18,WAWANESA GENERAL INSURANCE CO.,Wawanesa General Insurance Co.,51189,3.7,2,2023
2021,home,18,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,304957,2.4,7,2024
2021,home,19,AMERICAN MODERN INSURANCE COMPANY,American Modern Insurance Company,50140,0.0,0,2023
2021,home,19,AMERICAN MODERN HOME INSURANCE COMPANY,AMERICAN MODERN HOME INSURANCE COMPANY,53192,0.0,0,2024
2021,home,20,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,FIRST NATIONAL INSURANCE COMPANY OF AMERICA,100012,6.2,6,2024
2021,home,21,STILLWATER INSURANCE COMPANY,STILLWATER INSURANCE COMPANY,111198,2.5,2,2024
2021,home,22,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,83417,4.6,4,2024
2021,home,23,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,119169,7.9,7,2024
2021,home,24,CSAA FIRE & CASUALTY INSURANCE COMPANY,CSAA FIRE & CASUALTY INSURANCE COMPANY,77438,5.0,4,2024
2021,home,25,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,638184,1.8,11,2024
2021,home,26,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI","FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI",267782,1.6,4,2024
2021,home,26,THE STANDARD FIRE INSURANCE COMPANY,The Standard Fire Insurance Company,326275,1.3,2,2023
2021,home,27,STANDARD FIRE INSURANCE COMPANY (THE),STANDARD FIRE INSURANCE COMPANY (THE),321015,1.3,2,2024
2021,home,28,CALIFORNIA CAPITAL INS CO,California Capital Ins Co,60183,10.9,7,2023
2021,home,28,AMGUARD INSURANCE COMPANY,AMGUARD INSURANCE COMPANY,50607,29.8,12,2024
2021,home,29,AMERICAN BANKERS INSURANCE COMPANY,American Bankers Insurance Company,231372,6.4,14,2023
2021,home,29,RESIDENCE MUTUAL INSURANCE COMPANY,RESIDENCE MUTUAL INSURANCE COMPANY,49573,1.8,1,2024
2021,home,30,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,AMERICAN BANKERS INSURANCE COMPANY OF FLORIDA,246638,6.4,14,2024
2021,home,31,PACIFIC SPECIALTY INSURANCE COMPANY,PACIFIC SPECIALTY INSURANCE COMPANY,208808,6.3,12,2024
2021,home,32,PROPERTY AND CASUALTY INS CO OF HARTFORD,PROPERTY AND CASUALTY INS CO OF HARTFORD,46324,11.2,6,2024
2021,home,33,GENERAL INSURANCE COMPANY OF AMERICA,GENERAL INSURANCE COMPANY OF AMERICA,208766,3.7,6,2024
2021,home,34,ZURICH AMERICAN INSURANCE COMPANY,ZURICH AMERICAN INSURANCE COMPANY,53460,9.4,5,2024
2021,home,34,MID CENTURY INS CO,Mid Century Ins Co,224134,0.8,2,2023
2021,home,35,FIRE INSURANCE EXCHANGE,FIRE INSURANCE EXCHANGE,871681,1.4,13,2024
2021,home,35,FARMERS INS EXCH,Farmers Ins Exch,403056,2.3,8,2023
2021,home,36,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,633098,2.7,17,2024
2021,home,37,SAFECO INSURANCE COMPANY OF ILLINOIS,SAFECO INSURANCE COMPANY OF ILLINOIS,58955,0.0,0,2024
2021,home,38,SUTTON NATIONAL INSURANCE COMPANY,SUTTON NATIONAL INSURANCE COMPANY,80170,0.0,0,2024
2021,home,39,CSE SAFEGUARD INSURANCE COMPANY,CSE SAFEGUARD INSURANCE COMPANY,40807,4.7,3,2024
2021,home,40,PACIFIC SPECIALTY INSRUANCE,Pacific Specialty Insruance,191301,6.3,12,2023
2021,home,40,SPINNAKER INSURANCE COMPANY,SPINNAKER INSURANCE COMPANY,140056,4.2,3,2024
2021,home,41,LEMONADE INSURANCE COMPANY,LEMONADE INSURANCE COMPANY,350192,9.0,25,2024
2021,home,42,PROPERTY & CASUALTY INSURANCE COMPANY,Property & Casualty Insurance Company,49360,11.2,6,2023
2021,home,42,ASI SELECT INSURANCE CORP,ASI SELECT INSURANCE CORP,67222,4.9,3,2024
2021,home,43,HOMESITE INSURANCE COMPANY OF THE MIDWEST,HOMESITE INSURANCE COMPANY OF THE MIDWEST,67645,11.3,5,2024
2021,home,43,AMICA MUTUAL INSURANCE COMPANY,Amica Mutual Insurance Company,36582,8.1,3,2023
2021,home,44,CALIFORNIA CAS IND EXCH,California Cas Ind Exch,60679,9.9,6,2023
2021,home,44,QBE INSURANCE CORPORATION,QBE INSURANCE CORPORATION,44454,8.4,4,2024
2021,home,45,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),60081,9.9,6,2024
2021,home,46,AMERICAN MODERN P&C INSURANCE COMPANY,AMERICAN MODERN P&C INSURANCE COMPANY,107346,17.2,20,2024
2021,home,47,FARMERS DIRECT P&C INSURANCE COMPANY,FARMERS DIRECT P&C INSURANCE COMPANY,37746,2.6,1,2024
2021,home,48,FARMERS INSURANCE EXCHANGE,FARMERS INSURANCE EXCHANGE,436610,2.3,8,2024
2021,home,49,MID-CENTURY INSURANCE COMPANY,MID-CENTURY INSURANCE COMPANY,207839,0.8,2,2024
2021,home,50,KEMPER INDEPENDENCE INSURANCE COMPANY,KEMPER INDEPENDENCE INSURANCE COMPANY,38417,8.2,4,2024
2021,life,1,NORTHWESTERN MUT LIFE INS CO,Northwestern Mut Life Ins Co,358276,0.3,1,2023
2021,life,1,STATE FARM LIFE INSURANCE COMPANY,STATE FARM LIFE INSURANCE COMPANY,651304,0.2,1,2024
2021,life,2,NORTHWESTERN MUTUAL LIFE INSURANCE CO (THE),NORTHWESTERN MUTUAL LIFE INSURANCE CO (THE),364516,0.9,3,2024
2021,life,2,GERBER LIFE INS CO,Gerber Life Ins Co,251673,0.4,1,2023
2021,life,3,LINCOLN HERITAGE LIFE INS CO,Lincoln Heritage Life Ins Co,205908,0.0,0,2023
2021,life,3,LIFE INSURANCE COMPANY OF THE SOUTHWEST,LIFE INSURANCE COMPANY OF THE SOUTHWEST,250962,1.9,4,2024
2021,life,4,UNITED OF OMAHA LIFE INSURANCE COMPANY,UNITED OF OMAHA LIFE INSURANCE COMPANY,209679,2.1,4,2024
2021,life,4,PROTECTIVE LIFE INS CO,Protective Life Ins Co,142794,0.0,0,2023
2021,life,5,BANNER LIFE INSURANCE COMPANY,BANNER LIFE INSURANCE COMPANY,122589,0.0,0,2024
2021,life,5,USAA LIFE INS CO,USAA Life Ins Co,113737,0.9,1,2023
2021,life,6,TEXAS LIFE INSURANCE COMPANY,TEXAS LIFE INSURANCE COMPANY,103046,0.0,0,2024
2021,life,6,AMERICAN FIDELITY ASSUR CO,American Fidelity Assur Co,97122,1.1,1,2023
2021,life,7,TEXAS LIFE INS CO,Texas Life Ins Co,96458,0.0,0,2023
2021,life,7,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,NATIONWIDE LIFE AND ANNUITY INSURANCE COMPANY,92167,3.8,3,2024
2021,life,8,GENWORTH LIFE & ANN INS CO,Genworth Life & Ann Ins Co,89543,0.0,0,2023
2021,life,8,BRIGHTHOUSE LIFE INSURANCE COMPANY,BRIGHTHOUSE LIFE INSURANCE COMPANY,79330,3.4,3,2024
2021,life,9,BRIGHTHOUSE LIFE INS CO,Brighthouse Life Ins Co,83945,1.1,1,2023
2021,life,9,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,NEW YORK LIFE INSURANCE AND ANNUITY CORPORATION,72293,1.4,1,2024
2021,life,10,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,COLONIAL LIFE & ACCIDENT INSURANCE COMPANY,69191,1.4,1,2024
2021,life,10,RELIASTAR LIFE INS CO,Reliastar Life Ins Co,82937,1.1,1,2023
2021,life,11,MIDLAND NATIONAL LIFE INSURANCE COMPANY,MIDLAND NATIONAL LIFE INSURANCE COMPANY,63383,1.6,1,2024
2021,life,11,FIDELITY & GUAR LIFE INS CO,Fidelity & Guar Life Ins Co,77226,2.7,2,2023
2021,life,12,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,PROVIDENT LIFE AND ACCIDENT INSURANCE COMPANY,58570,0.0,0,2024
2021,life,12,COLONIAL LIFE & ACCIDENT INS CO,Colonial Life & Accident Ins Co,69755,1.4,1,2023
2021,life,13,MIDLAND NATL LIFE INS CO,Midland Natl Life Ins Co,64147,0.0,0,2023
2021,life,13,IA AMERICAN LIFE INSURANCE COMPANY,IA AMERICAN LIFE INSURANCE COMPANY,61510,1.7,1,2024
2021,life,14,PROVIDENT LIFE & ACCIDENT INS CO,Provident Life & Accident Ins Co,58940,0.0,0,2023
2021,life,14,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INS,NORTH AMERICAN COMPANY FOR LIFE AND HEALTH INS,52384,2.0,1,2024
2021,life,15,AMERICAN FAMILY LIFE ASSURANCE CO OF COLUMBUS,AMERICAN FAMILY LIFE ASSURANCE CO OF COLUMBUS,49944,0.0,0,2024
2021,life,15,AMERICAN FAMILY LIFE ASSUR CO OF COL,American Family Life Assur Co of Col,51040,0.0,0,2023
2021,life,16,EVERLAKE LIFE INSURANCE COMPANY,EVERLAKE LIFE INSURANCE COMPANY,47500,0.0,0,2024
2021,life,16,PRINCIPAL NATL LIFE INS CO,Principal Natl Life Ins Co,45117,0.0,0,2023
2021,life,17,ALLSTATE ASSUR CO,Allstate Assur Co,44212,0.0,0,2023
2021,life,17,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,PRINCIPAL NATIONAL LIFE INSURANCE COMPANY,45183,0.0,0,2024
2021,life,18,WEST COAST LIFE INSURANCE COMPANY,WEST COAST LIFE INSURANCE COMPANY,42916,0.0,0,2024
2021,life,18,GUARDIAN LIFE INS CO OF AMER,Guardian Life Ins Co Of Amer,38375,0.0,0,2023
2021,life,19,STATE FARM LIFE INS CO,State Farm Life Ins Co,639252,0.3,2,2023
2021,life,19,EVERLAKE ASSURANCE COMPANY,EVERLAKE ASSURANCE COMPANY,40998,0.0,0,2024
2021,life,20,NEW YORK LIFE INS CO,New York Life Ins Co,612221,0.0,0,2023
2021,life,20,PRIMERICA LIFE INSURANCE COMPANY,PRIMERICA LIFE INSURANCE COMPANY,443290,0.2,1,2024
2021,life,21,NEW YORK LIFE INSURANCE COMPANY,NEW YORK LIFE INSURANCE COMPANY,614767,0.2,1,2024
2021,life,21,PRIMERICA LIFE INS CO,Primerica Life Ins Co,437388,0.2,1,2023
2021,life,22,BANNER LIFE INS CO,Banner Life Ins Co,119510,1.7,2,2023
2021,life,22,GERBER LIFE INSURANCE COMPANY,GERBER LIFE INSURANCE COMPANY,247744,0.0,0,2024
2021,life,23,PRUCO LIFE INSURANCE COMPANY,PRUCO LIFE INSURANCE COMPANY,162516,0.0,0,2024
2021,life,23,UNITED INS CO OF AMER,United Ins Co Of Amer,119034,0.8,1,2023
2021,life,24,LIFE INS CO OF THE SOUTHWEST,Life Ins Co Of The Southwest,229717,1.4,3,2023
2021,life,24,UNITED INSURANCE COMPANY OF AMERICA,UNITED INSURANCE COMPANY OF AMERICA,162478,2.5,3,2024
2021,life,25,JOHN HANCOCK LIFE INS CO USA,John Hancock Life Ins Co USA,114342,1.7,2,2023
2021,life,25,PROTECTIVE LIFE INSURANCE COMPANY,PROTECTIVE LIFE INSURANCE COMPANY,142740,0.7,1,2024
2021,life,26,FARMERS NEW WORLD LIFE INSURANCE COMPANY,FARMERS NEW WORLD LIFE INSURANCE COMPANY,388087,1.8,7,2024
2021,life,26,LINCOLN BENEFIT LIFE CO,Lincoln Benefit Life Co,99921,0.9,1,2023
2021,life,27,USAA LIFE INSURANCE COMPANY,USAA LIFE INSURANCE COMPANY,111907,0.0,0,2024
2021,life,27,FARMERS NEW WORLD LIFE INS CO,Farmers New World Life Ins Co,389483,0.0,0,2023
2021,life,28,GLOBE LIFE & ACCIDENT INS CO,Globe Life & Accident Ins Co,278252,0.8,2,2023
2021,life,28,AMERICAN FIDELITY ASSURANCE COMPANY,AMERICAN FIDELITY ASSURANCE COMPANY,105626,1.1,1,2024
2021,life,29,AMERICAN NATL INS CO,American Natl Ins Co,173715,1.7,3,2023
2021,life,29,LINCOLN HERITAGE LIFE INSURANCE COMPANY,LINCOLN HERITAGE LIFE INSURANCE COMPANY,211020,1.0,2,2024
2021,life,30,NATIONWIDE LIFE & ANN INS CO,Nationwide Life & Ann Ins Co,85778,5.1,4,2023
2021,life,30,AMERICAN NATIONAL INSURANCE COMPANY,AMERICAN NATIONAL INSURANCE COMPANY,202896,1.2,2,2024
2021,life,31,AMERICAN GENERAL LIFE INSURANCE COMPANY,AMERICAN GENERAL LIFE INSURANCE COMPANY,464660,1.7,8,2024
2021,life,31,AAA LIFE INS CO,AAA Life Ins Co,254399,0.4,1,2023
2021,life,32,PRUCO LIFE INS CO,Pruco Life Ins Co,165038,1.2,2,2023
2021,life,32,LINCOLN BENEFIT LIFE COMPANY,LINCOLN BENEFIT LIFE COMPANY,93164,1.9,2,2024
2021,life,33,PACIFIC LIFE INSURANCE COMPANY,PACIFIC LIFE INSURANCE COMPANY,84287,1.3,1,2024
2021,life,33,PACIFIC LIFE INS CO,Pacific Life Ins Co,79207,5.3,4,2023
2021,life,34,EQUITABLE FINANCIAL LIFE INS CO,Equitable Financial Life Ins Co,62777,0.0,0,2023
2021,life,34,LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),LINCOLN NATIONAL LIFE INSURANCE COMPANY (THE),165698,1.2,2,2024
2021,life,35,PRUDENTIAL INS CO OF AMER,Prudential Ins Co Of Amer,186648,1.9,4,2023
2021,life,35,AMERICAN INCOME LIFE INSURANCE COMPANY,AMERICAN INCOME LIFE INSURANCE COMPANY,325054,1.0,3,2024
2021,life,36,AMERICAN INCOME LIFE INS CO,American Income Life Ins Co,308891,1.7,5,2023
2021,life,36,CMFG LIFE INSURANCE COMPANY,CMFG LIFE INSURANCE COMPANY,70835,0.0,0,2024
2021,life,37,PRUDENTIAL INSURANCE COMPANY OF AMERICA (THE),PRUDENTIAL INSURANCE COMPANY OF AMERICA (THE),184249,2.4,5,2024
2021,life,37,IA AMER LIFE INS CO,IA Amer Life Ins Co,60534,0.0,0,2023
2021,life,38,MASSACHUSETTS MUT LIFE INS CO,Massachusetts Mut Life Ins Co,158862,0.6,1,2023
2021,life,38,AAA LIFE INSURANCE COMPANY,AAA LIFE INSURANCE COMPANY,263012,0.0,0,2024
2021,life,39,ALLSTATE LIFE INS CO,Allstate Life Ins Co,51184,0.0,0,2023
2021,life,39,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,GLOBE LIFE AND ACCIDENT INSURANCE COMPANY,279320,0.8,2,2024
2021,life,40,WEST COAST LIFE INS CO,West Coast Life Ins Co,48980,1.8,1,2023
2021,life,40,TRANSAMERICA LIFE INSURANCE COMPANY,TRANSAMERICA LIFE INSURANCE COMPANY,577664,1.2,7,2024
2021,life,41,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,GENWORTH LIFE AND ANNUITY INSURANCE COMPANY,80424,0.0,0,2024
2021,life,41,AMERICAN GEN LIFE INS CO,American Gen Life Ins Co,456056,1.1,5,2023
2021,life,42,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,159115,0.0,0,2024
2021,life,42,LINCOLN NATL LIFE INS CO,Lincoln Natl Life Ins Co,163323,2.5,4,2023
2021,life,43,UNITED OF OMAHA LIFE INS CO,United Of Omaha Life Ins Co,203287,1.5,3,2023
2021,life,43,GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),GUARDIAN LIFE INSURANCE COMPANY OF AMERICA (THE),38076,0.0,0,2024
2021,life,44,METROPOLITAN LIFE INS CO,Metropolitan Life Ins Co,161748,1.7,3,2023
2021,life,44,METROPOLITAN LIFE INSURANCE COMPANY,METROPOLITAN LIFE INSURANCE COMPANY,161625,2.9,5,2024
2021,life,45,NEW YORK LIFE INS & ANN CORP,New York Life Ins & Ann Corp,71934,1.4,1,2023
2021,life,45,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,FIDELITY & GUARANTY LIFE INSURANCE COMPANY,83826,0.0,0,2024
2021,life,46,CMFG LIFE INS CO,CMFG Life Ins Co,66741,0.0,0,2023
2021,life,46,JACKSON NATIONAL LIFE INSURANCE COMPANY,JACKSON NATIONAL LIFE INSURANCE COMPANY,49543,8.1,5,2024
2021,life,47,TRANSAMERICA LIFE INS CO,Transamerica Life Ins Co,565274,2.1,12,2023
2021,life,47,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),110157,3.4,4,2024
2021,life,48,BANKERS LIFE AND CASUALTY COMPANY,BANKERS LIFE AND CASUALTY COMPANY,43990,2.3,1,2024
2021,life,48,JACKSON NATL LIFE INS CO,Jackson Natl Life Ins Co,55603,3.2,2,2023
2021,life,49,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,EQUITABLE FINANCIAL LIFE INSURANCE COMPANY,59823,3.0,2,2024
2021,life,49,NORTH AMER CO LIFE & HLTH INS,North Amer Co Life & Hlth Ins,51770,2.0,1,2023
2021,life,50,BANKERS LIFE & CAS CO,Bankers Life & Cas Co,43988,4.7,2,2023
2021,life,50,RELIASTAR LIFE INSURANCE COMPANY,RELIASTAR LIFE INSURANCE COMPANY,78187,0.0,0,2024
2022,auto,1,CALIFORNIA CAS IND EXCH,California Cas Ind Exch,156638,0.0,0,2023
2022,auto,1,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,AMERICAN NATIONAL PROPERTY AND CASUALTY CO,55658,0.0,0,2025
2022,auto,2,ESSENTIA INSURANCE COMPANY,ESSENTIA INSURANCE COMPANY,247262,1.4,3,2025
2022,auto,3,WAWANESA GENERAL INSURANCE COMPANY,WAWANESA GENERAL INSURANCE COMPANY,525724,1.6,9,2025
2022,auto,4,VIKING INSURANCE COMPANY OF WISCONSIN,VIKING INSURANCE COMPANY OF WISCONSIN,320565,1.9,5,2025
2022,auto,5,PROGRESSIVE DIRECT INSURANCE COMPANY,PROGRESSIVE DIRECT INSURANCE COMPANY,155631,1.6,2,2025
2022,auto,6,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,INTERINSURANCE EXCHANGE OF THE AUTOMOBILE CLUB,3007873,1.0,26,2025
2022,auto,6,GARRISON PROPERTY AND CASUALTY INSURANCE COMPANY,Garrison Property and Casualty Insurance Company,222995,1.3,3,2023
2022,auto,7,WAWANESA GENERAL INSURANCE CO.,Wawanesa General Insurance Co.,576011,1.6,9,2023
2022,auto,7,CSAA INSURANCE EXCHANGE,CSAA INSURANCE EXCHANGE,2257761,0.9,17,2025
2022,auto,8,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,CALIFORNIA AUTOMOBILE INSURANCE COMPANY,124040,3.2,4,2025
2022,auto,9,MERCURY INSURANCE COMPANY,MERCURY INSURANCE COMPANY,1522352,1.1,19,2025
2022,auto,9,GOVERNMENT EMPLOYEES INSURANCE COMPANY,GOVERNMENT EMPLOYEES INSURANCE COMPANY,198513,1.7,5,2024
2022,auto,10,VIKINGS INS CO OF WI,Vikings Ins Co Of WI,256958,1.9,5,2023
2022,auto,10,DRIVE INSURANCE COMPANY,DRIVE INSURANCE COMPANY,515427,2.1,10,2025
2022,auto,11,MID CENTURY INS CO,Mid Century Ins Co,299987,2.0,6,2023
2022,auto,11,GEICO GENERAL INSURANCE COMPANY,GEICO GENERAL INSURANCE COMPANY,3165200,2.8,63,2025
2022,auto,12,KEMPER INDEPENDENCE INSURANCE COMPANY,KEMPER INDEPENDENCE INSURANCE COMPANY,54321,0.0,0,2024
2022,auto,12,PROGRESSIVE WEST INSURANCE COMPANY,Progressive West Insurance Company,482641,2.1,10,2023
2022,auto,12,CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),CALIFORNIA CASUALTY INDEMNITY EXCHANGE (THE),150313,0.0,0,2025
2022,auto,13,UNITED FINANCIAL CASUALTY COMPANY,UNITED FINANCIAL CASUALTY COMPANY,1044208,5.2,39,2025
2022,auto,14,MID-CENTURY INSURANCE COMPANY,MID-CENTURY INSURANCE COMPANY,240748,2.0,6,2025
2022,auto,15,USAA GENERAL INDEMNITY COMPANY,USAA GENERAL INDEMNITY COMPANY,326218,2.3,6,2025
2022,auto,16,AMERICAN FAMILY CONNECT PROPERTY AND CASUALTY INSURANCE,American Family Connect Property and Casualty Insurance,634556,2.4,15,2023
2022,auto,16,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,AMERICAN FAMILY CONNECT P&C INSURANCE COMPANY,648309,2.4,15,2025
2022,auto,17,TRAVELERS COMMERCIAL INSURANCE COMPANY,TRAVELERS COMMERCIAL INSURANCE COMPANY,283157,2.4,7,2025
2022,auto,17,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MICHIGAN","Foremost Insurance Company Grand Rapids, Michigan",82915,2.4,2,2023
2022,auto,18,AMICA MUTUAL INSURANCE COMPANY,AMICA MUTUAL INSURANCE COMPANY,70658,5.6,4,2025
2022,auto,19,NATIONWIDE INSURANCE COMPANY OF AMERICA,NATIONWIDE INSURANCE COMPANY OF AMERICA,269902,2.3,8,2025
2022,auto,20,"FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI","FOREMOST INSURANCE COMPANY GRAND RAPIDS, MI",83676,2.4,2,2024
2022,auto,20,ALLSTATE NORTHBROOK INDEMNITY COMPANY,ALLSTATE NORTHBROOK INDEMNITY COMPANY,1640382,3.1,61,2025
2022,auto,21,SAFECO INSURANCE COMPANY OF AMERICA,SAFECO INSURANCE COMPANY OF AMERICA,360499,2.3,8,2025
2022,auto,21,STATE FARM MUTUAL AUTOMOBILE INSURANCE COMPANY,State Farm Mutual Automobile Insurance Company,3780159,3.0,113,2023
2022,auto,21,ALLIANCE UNITED INSURANCE COMPANY,ALLIANCE UNITED INSURANCE COMPANY,333737,7.1,73,2024
2022,auto,22,USAA CASUALTY INSURANCE COMPANY,USAA CASUALTY INSURANCE COMPANY,516979,2.3,11,2025
2022,auto,23,PROGRESSIVE SELECT INSURANCE COMPANY,PROGRESSIVE SELECT INSURANCE COMPANY,380459,5.3,18,2025
2022,auto,24,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,STATE FARM MUTUAL AUTOMOBILE INSURANCE CO,4084379,3.0,113,2025
2022,auto,25,ALLSTATE INSURANCE COMPANY,ALLSTATE INSURANCE COMPANY,55897,3.5,2,2025
2022,auto,26,"FOREMOST INS CO GRAND RAPIDS, MICHIGAN","FOREMOST INS CO GRAND RAPIDS, MICHIGAN",81543,2.4,2,2025
2022,auto,27,FARMERS INS EXCH,Farmers Ins Exch,1387800,3.7,52,2023
2022,auto,27,CALIFORNIA CAPITAL INSURANCE COMPANY,CALIFORNIA CAPITAL INSURANCE COMPANY,50716,4.3,2,2025
2022,auto,28,INFINITY INSURANCE COMPANY,INFINITY INSURANCE COMPANY,1471202,8.0,78,2025
2022,auto,29,FARMERS SPECIALTY INSURANCE COMPANY,Farmers Specialty Insurance Company,65732,4.6,3,2023
2022,auto,29,FARMERS INSURANCE EXCHANGE,FARMERS INSURANCE EXCHANGE,1141390,3.8,52,2025
2022,auto,30,COMMERCE WEST INSURANCE COMPANY,Commerce West Insurance Company,65312,4.6,3,2023
2022,auto,30,GARRISON PROPERTY AND CASUALTY INSURANCE CO,GARRISON PROPERTY AND CASUALTY INSURANCE CO,283519,1.3,3,2025
2022,auto,31,GEICO INDEMNITY COMPANY,GEICO INDEMNITY COMPANY,197585,3.2,23,2025
2022,auto,32,UNITED SERVICES AUTOMOBILE ASSOCIATION,UNITED SERVICES AUTOMOBILE ASSOCIATION,385144,1.1,4,2025
2022,auto,33,COAST NATIONAL INSURANCE COMPANY,COAST NATIONAL INSURANCE COMPANY,230777,6.5,10,2025
2022,auto,34,NATIONAL GENERAL INSURANCE COMPANY,NATIONAL GENERAL INSURANCE COMPANY,40506,4.6,2,2025
2022,auto,34,GEICO CASUALTY COMPANY,GEICO CASUALTY COMPANY,252776,7.1,30,2024
2022,auto,35,LIBERTY MUTUAL FIRE INSURANCE COMPANY,LIBERTY MUTUAL FIRE INSURANCE COMPANY,278032,5.6,17,2025
2022,auto,36,ASPIRE GENERAL INSURANCE COMPANY,ASPIRE GENERAL INSURANCE COMPANY,514280,5.7,8,2025
2022,auto,37,INTEGON NATIONAL INSURANCE COMPANY,INTEGON NATIONAL INSURANCE COMPANY,411505,24.5,104,2025
2022,auto,38,COAST NATIONAL INSURANCE CO.,Coast National Insurance Co.,154550,6.5,10,2023
2022,auto,38,SAFEWAY INSURANCE COMPANY,SAFEWAY INSURANCE COMPANY,68465,2.9,2,2024
2022,auto,38,ANCHOR GENERAL INSURANCE COMPANY,ANCHOR GENERAL INSURANCE COMPANY,112709,4.3,5,2025
2022,auto,39,HARTFORD UNDERWRITERS INSURANCE COMPANY,HARTFORD UNDERWRITERS INSURANCE COMPANY,118982,4.8,6,2025
2022,auto,40,FARMERS DIRECT P&C INSURANCE COMPANY,FARMERS DIRECT P&C INSURANCE COMPANY,112118,8.0,9,2024
2022,auto,40,PERMANENT GENERAL ASSURANCE CORPORATION,PERMANENT GENERAL ASSURANCE CORPORATION,68814,8.7,6,2025
2022,auto,41,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,ESURANCE PROPERTY AND CASUALTY INSURANCE CO,130732,23.9,58,2025
2022,auto,42,ENCOMPASS INSURANCE COMPANY,ENCOMPASS INSURANCE COMPANY,86111,29.6,14,2025
2022,auto,43,FARMERS DIRECT PROPERTY AND CASUALTY INSURANCE COMPANY,Farmers Direct Property and Casualty Insurance Company,112262,8.0,9,2023
2022,auto,43,21ST CENTURY INSURANCE COMPANY,21ST CENTURY INSURANCE COMPANY,78959,3.5,13,2025
2022,auto,44,LOYA CASUALTY INSURANCE COMPANY,LOYA CASUALTY INSURANCE COMPANY,242289,6.9,16,2025
2022,auto,44,NATIONAL GENERAL PREMIER INSURANCE COMPANY,NATIONAL GENERAL PREMIER INSURANCE COMPANY,72816,9.3,7,2024
2022,auto,45,INCLINE NATIONAL INSURANCE COMPANY,INCLINE NATIONAL INSURANCE COMPANY,91333,33.3,1,2025
2022,auto,46,SEAVIEW INSURANCE COMPANY,SEAVIEW INSURANCE COMPANY,76516,0.0,0,2025
2022,auto,46,FINANCIAL INDEMNITY COMPANY,Financial Indemnity Company,243876,11.5,28,2023
2022,auto,47,INTEGON PREFERRED INSURANCE COMPANY,INTEGON PREFERRED INSURANCE COMPANY,137313,29.1,23,2025
2022,auto,47,ESURANCE PROPERTY AND CASUALTY INSURANCE COMPANY,Esurance Property and Casualty Insurance Company,243028,23.9,58,2023
2022,auto,48,METROMILE INSURANCE COMPANY,METROMILE INSURANCE COMPANY,41580,4.6,3,2025
