year,line,naic_code,company_name,complaints,premium,market_share,complaint_share,ratio,ratio_type,reason_underwriting,reason_marketing_sales,reason_claims_handling,reason_policyholder_service,source_file
2018,group_health,31119,Medico Ins Co,0,4662667.0,0.00027,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,65641,Medico Life & Hlth Ins Co,0,1376.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,12195,MercyCare HMO Inc,0,4021177.0,0.00023,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,13189,Meridian Hlth Plan of IL Inc,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,18750,Merit Hlth Ins Co,0,2686322.0,0.00015,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,65978,Metropolitan Life Ins Co,20,360039824.0,0.020569999999999998,0.026459999999999997,1.29,share_of_share,,,,,2018.pdf
2018,group_health,66087,Mid West Natl Life Ins Co Of TN,0,221317.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,66044,Midland Natl Life Ins Co,0,2302.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,66168,Minnesota Life Ins Co,0,5494183.0,0.00031,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,66370,Mony Life Ins Co,0,15754.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,78077,Mony Life Ins Co Of Amer,0,2647166.0,0.00015,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,88668,Mutual Of Amer Life Ins Co,0,71985.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,71412,Mutual Of Omaha Ins Co,0,11807309.0,0.00067,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,62359,Nassau Life Ins Co of TX,0,28826.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,61409,National Benefit Life Ins Co,0,9978.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,11991,National Cas Co,0,114708.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,12844,National Dental Care Inc,0,1594866.0,0.00008999999999999999,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,66583,National Guardian Life Ins Co,1,13214911.0,0.00075,0.00132,1.76,share_of_share,,,,,2018.pdf
2018,group_health,82538,National Hlth Ins Co,4,36198117.0,0.00207,0.00529,2.56,share_of_share,,,,,2018.pdf
2018,group_health,16135,National Preventive Solutions Corp,1,2055001.0,0.00012,0.00132,11.02,share_of_share,,,,,2018.pdf
2018,group_health,19445,National Union Fire Ins Co Of Pitts,0,23979395.0,0.0013700000000000001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,66869,Nationwide Life Ins Co,1,13880375.0,0.00079,0.00132,1.67,share_of_share,,,,,2018.pdf
2018,group_health,98205,Natl Foundation Life Ins Co,0,13610.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,66915,New York Life Ins Co,3,5193219.0,0.0003,0.0039700000000000004,13.23,share_of_share,,,,,2018.pdf
2018,group_health,81264,Nippon Life Ins Co Of Amer,2,20630157.0,0.0011799999999999998,0.00265,2.24,share_of_share,,,,,2018.pdf
2018,group_health,67032,North Carolina Mut Life Ins Co,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,21105,North River Ins Co,0,148192.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,67091,Northwestern Mut Life Ins Co,0,6609911.0,0.00037999999999999997,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,67261,Old Republic Life Ins Co,0,765862.0,0.00004,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,76112,Oxford Life Ins Co,0,26056.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,20346,Pacific Ind Co,0,400.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,67539,Pan Amer Life Ins Co,1,9798890.0,0.0005600000000000001,0.00132,2.36,share_of_share,,,,,2018.pdf
2018,group_health,67598,Paul Revere Life Ins Co,0,321948.0,0.00002,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,93777,Pavonia Life Ins Co of MI,0,0.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,67628,Pekin Life Ins Co,0,517424.0,0.00003,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,67660,Pennsylvania Life Ins Co,0,2143987.0,0.00012,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,67784,Philadelphia Amer Life Ins Co,0,404199.0,0.00002,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,18058,Philadelphia Ind Ins Co,0,427236.0,0.00002,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,68519,Physicians Benefits Trust Life Ins,0,178405.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,80578,Physicians Mut Ins Co,0,5148107.0,0.00029,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,14080,Preferred Ins Serv Inc,0,850286.0,0.00005,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,65919,Primerica Life Ins Co,0,537.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,61271,Principal Life Ins Co,6,91069247.0,0.0052,0.007940000000000001,1.53,share_of_share,,,,,2018.pdf
2018,group_health,15297,ProTec Ins Co,0,109704.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,68195,Provident Life & Accident Ins Co,0,65540.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,68241,Prudential Ins Co Of Amer,10,54051492.0,0.00309,0.013229999999999999,4.28,share_of_share,,,,,2018.pdf
2018,group_health,39217,QBE Ins Corp,0,8905506.0,0.0005099999999999999,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,68381,Reliance Standard Life Ins Co,4,32076369.0,0.00183,0.00529,2.89,share_of_share,,,,,2018.pdf
2018,group_health,67105,Reliastar Life Ins Co,1,52193777.0,0.00298,0.00132,0.44,share_of_share,,,,,2018.pdf
2018,group_health,61360,Reliastar Life Ins Co Of NY,0,1220126.0,0.00007000000000000001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,61700,Renaissance Life & Hlth Ins Co of Am,0,4412751.0,0.00025,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,68462,Reserve Natl Ins Co,0,773896.0,0.00004,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,65005,RiverSource Life Ins Co,0,24978.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,60183,S USA Life Ins Co Inc,0,3514.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,60176,SBLI USA Life Ins Co Inc,0,39.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,60445,Sagicor Life Ins Co,0,503.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,93742,Securian Life Ins Co,0,2038275.0,0.00012,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,76325,Senior Hlth Ins Co of PA,1,42260.0,0.0,0.00132,,share_of_share,,,,,2018.pdf
2018,group_health,24988,Sentry Ins A Mut Co,0,174755.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,68810,Sentry Life Ins Co,0,112964.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,21180,Sentry Select Ins Co,0,9551520.0,0.00055,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,65757,Shelter Life Ins Co,0,448064.0,0.00003,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,81434,ShelterPoint Life Ins Co,0,43672.0,0.0,0.0,,share_of_share,,,,,2018.pdf
2018,group_health,54259,Sidney Hillman Hlth Centre,0,2800672.0,0.00016,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,12575,SilverScript Ins Co,0,104477443.0,0.00597,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,38776,Sirius Amer Ins Co,0,2830164.0,0.00016,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,69019,Standard Ins Co,2,38395788.0,0.00219,0.00265,1.21,share_of_share,,,,,2018.pdf
2018,group_health,86355,Standard Life & Accident Ins Co,0,1979790.0,0.00010999999999999999,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,89009,Standard Life Ins Co Of NY,0,184460.0,0.00001,0.0,0.0,share_of_share,,,,,2018.pdf
2018,group_health,69078,Standard Security Life Ins Co Of NY,2,81748.0,0.0,0.00265,,share_of_share,,,,,2018.pdf
