year,line,naic_code,company_name,premium,complaints,complaint_index,source_file
2010,health,60895,American United Life Ins Co,21713969.0,1,0.34,2010_health.pdf
2010,health,61301,Ameritas Life Ins Corp,5999278.0,3,3.7,2010_health.pdf
2010,health,28207,Anthem Ins Co Inc,3257350848.0,337,0.77,2010_health.pdf
2010,health,61069,Anthem Life Ins Co,12020227.0,2,1.23,2010_health.pdf
2010,health,38245,BCS Ins Co,4464360.0,2,3.32,2010_health.pdf
2010,health,61239,Bankers Fidelity Life Ins Co,4794970.0,1,1.54,2010_health.pdf
2010,health,61263,Bankers Life & Cas Co,48600881.0,32,4.88,2010_health.pdf
2010,health,71714,Berkshire Life Ins Co of Amer,2588864.0,3,8.58,2010_health.pdf
2010,health,95071,Bluegrass Family Hlth Inc,2019618.0,2,7.33,2010_health.pdf
2010,health,61476,Boston Mut Life Ins Co,1271090.0,1,5.83,2010_health.pdf
2010,health,80799,Celtic Ins Co,2806838.0,3,7.92,2010_health.pdf
2010,health,61727,Central Reserve Life Ins Co,4120963.0,1,1.8,2010_health.pdf
2010,health,61751,Central States H & L Co Of Omaha,2267610.0,6,19.59,2010_health.pdf
2010,health,61883,Central United Life Ins Co,1677507.0,2,8.83,2010_health.pdf
2010,health,67369,Cigna Hlth & Life Ins Co,176336.0,1,,2010_health.pdf
2010,health,13164,Clarian Hlth Plans Inc,88189920.0,5,0.42,2010_health.pdf
2010,health,62049,Colonial Life & Accident Ins Co,8620392.0,2,1.72,2010_health.pdf
2010,health,62065,Colonial Penn Life Ins Co,1591395.0,4,18.61,2010_health.pdf
2010,health,62146,Combined Ins Co Of Amer,14005731.0,5,2.64,2010_health.pdf
2010,health,60984,Compbenefits Ins Co,6060558.0,10,12.22,2010_health.pdf
2010,health,87718,Concert Hlth Plan Ins Co,1090897.0,1,6.79,2010_health.pdf
2010,health,62308,Connecticut Gen Life Ins Co,114007710.0,20,1.3,2010_health.pdf
2010,health,62359,Constitution Life Ins Co,1449055.0,1,5.11,2010_health.pdf
2010,health,62375,Consumers Life Ins Co,35221930.0,13,2.73,2010_health.pdf
2010,health,71730,Continental Amer Ins Co,1194850.0,2,12.4,2010_health.pdf
2010,health,20443,Continental Cas Co,11678005.0,6,3.8,2010_health.pdf
2010,health,71404,Continental Gen Ins Co,6093810.0,4,4.86,2010_health.pdf
2010,health,62626,Cuna Mut Ins Society,5306059.0,1,1.4,2010_health.pdf
2010,health,52634,Delta Dental Plan of IN,84610.0,6,,2010_health.pdf
2010,health,60025,Express Scripts Ins Co,1315327.0,4,22.52,2010_health.pdf
2010,health,77968,Family Heritage Life Ins Co Of Amer,7981820.0,1,0.93,2010_health.pdf
2010,health,13935,Federated Mut Ins Co,35856849.0,3,0.62,2010_health.pdf
2010,health,71870,Fidelity Security Life Ins Co,7502650.0,1,0.99,2010_health.pdf
2010,health,90328,First Hlth Life & Hlth Ins Co,76590149.0,10,0.97,2010_health.pdf
2010,health,70025,Genworth Life Ins Co,37276302.0,1,0.2,2010_health.pdf
2010,health,70939,Gerber Life Ins Co,12844870.0,1,0.58,2010_health.pdf
2010,health,62286,Golden Rule Ins Co,34999458.0,31,6.56,2010_health.pdf
2010,health,68322,Great W Life & Ann Ins Co,4987632.0,6,8.91,2010_health.pdf
2010,health,64211,Guarantee Trust Life Ins Co,5850757.0,2,2.53,2010_health.pdf
2010,health,64246,Guardian Life Ins Co Of Amer,44280886.0,6,1.0,2010_health.pdf
2010,health,11229,Harmony Hlth Plan of IL Inc,8014871.0,1,0.92,2010_health.pdf
2010,health,70815,Hartford Life & Accident Ins Co,42393363.0,5,0.87,2010_health.pdf
2010,health,96687,Health Resources Inc,35393327.0,3,0.63,2010_health.pdf
2010,health,93777,Household Life Ins Co,1234247.0,4,24.0,2010_health.pdf
2010,health,95885,Humana Hlth Plan Inc,14087275.0,4,2.1,2010_health.pdf
2010,health,73288,Humana Ins Co,561974853.0,86,1.13,2010_health.pdf
2010,health,70580,Humanadental Ins Co,7906567.0,1,0.94,2010_health.pdf
2010,health,65080,John Alden Life Ins Co,19081521.0,4,1.55,2010_health.pdf
2010,health,65838,John Hancock Life Ins Co (USA),26469476.0,7,1.96,2010_health.pdf
2010,health,65110,Kanawha Ins Co,3335322.0,1,2.22,2010_health.pdf
2010,health,65242,Lafayette Life Ins Co,82361.0,2,,2010_health.pdf
2010,health,61492,Liberty Life Ins Co,1177824.0,2,12.57,2010_health.pdf
2010,health,65498,Life Ins Co Of N Amer,21359529.0,23,7.97,2010_health.pdf
2010,health,65676,Lincoln Natl Life Ins Co,36312235.0,4,0.82,2010_health.pdf
2010,health,65722,Loyal Amer Life Ins Co,4767244.0,1,1.55,2010_health.pdf
2010,health,95807,MDwise Inc,486562667.0,1,0.02,2010_health.pdf
2010,health,65781,Madison Natl Life Ins Co Inc,18533176.0,4,1.6,2010_health.pdf
2010,health,38970,Markel Ins Co,1240758.0,4,23.87,2010_health.pdf
2010,health,74322,Medical Benefits Mut Life Ins Co,12384906.0,2,1.2,2010_health.pdf
2010,health,97055,Mega Life & Hlth Ins Co The,12016163.0,7,4.31,2010_health.pdf
2010,health,65951,Merit Life Ins Co,2435907.0,1,3.04,2010_health.pdf
2010,health,87726,Metlife Ins Co of CT,2261487.0,2,6.55,2010_health.pdf
2010,health,65978,Metropolitan Life Ins Co,68996969.0,14,1.5,2010_health.pdf
2010,health,66087,Mid West Natl Life Ins Co Of TN,4058247.0,1,1.82,2010_health.pdf
2010,health,79480,Midwest Security Life Ins Co,466844.0,2,,2010_health.pdf
2010,health,66168,Minnesota Life Ins Co,6344274.0,1,1.17,2010_health.pdf
2010,health,66281,Monumental Life Ins Co,18557363.0,5,2.0,2010_health.pdf
2010,health,71412,Mutual Of Omaha Ins Co,40272431.0,6,1.1,2010_health.pdf
2010,health,12540,NHP of IN LLC,178895246.0,5,0.21,2010_health.pdf
2010,health,30155,National Ins Co Of WI Ins,165938.0,1,,2010_health.pdf
2010,health,19445,National Union Fire Ins Co Of Pitts,4590447.0,10,16.13,2010_health.pdf
2010,health,66869,Nationwide Life Ins Co,5163702.0,2,2.87,2010_health.pdf
2010,health,81264,Nippon Life Ins Co Of Amer,22239675.0,2,0.67,2010_health.pdf
2010,health,70785,Pacificare Life & Hlth Ins Co,255276.0,2,,2010_health.pdf
2010,health,67598,Paul Revere Life Ins Co,5085896.0,3,4.37,2010_health.pdf
2010,health,67628,Pekin Life Ins Co,34026705.0,5,1.09,2010_health.pdf
2010,health,67660,Pennsylvania Life Ins Co,57297760.0,4,0.52,2010_health.pdf
2010,health,95436,Physicians Hlth Plan of Northern IN Inc,153353623.0,6,0.29,2010_health.pdf
2010,health,80578,Physicians Mut Ins Co,6450245.0,3,3.44,2010_health.pdf
2010,health,61271,Principal Life Ins Co,99522378.0,18,1.34,2010_health.pdf
2010,health,68136,Protective Life Ins Co,604836.0,1,,2010_health.pdf
2010,health,68241,Prudential Ins Co Of Amer,14814951.0,7,3.5,2010_health.pdf
2010,health,68284,Pyramid Life Ins Co,223339307.0,41,1.36,2010_health.pdf
2010,health,68381,Reliance Standard Life Ins Co,10227816.0,1,0.72,2010_health.pdf
2010,health,61700,Renaissance Life & Hlth Ins Co of Am,48417571.0,7,1.07,2010_health.pdf
2010,health,68462,Reserve Natl Ins Co,10795329.0,1,0.69,2010_health.pdf
2010,health,76325,Senior Hlth Ins Co of PA,6184258.0,21,25.15,2010_health.pdf
2010,health,12575,SilverScript Ins Co,17988142.0,2,0.82,2010_health.pdf
2010,health,69078,Standard Security Life Ins Co Of NY,7458589.0,4,3.97,2010_health.pdf
2010,health,77399,Sterling Life Ins Co,7169902.0,1,1.03,2010_health.pdf
2010,health,65021,Stonebridge Life Ins Co,6386728.0,3,3.48,2010_health.pdf
2010,health,69477,Time Ins Co,41909138.0,19,3.36,2010_health.pdf
2010,health,86231,Transamerica Life Ins Co,17095345.0,9,3.9,2010_health.pdf
2010,health,61425,Trustmark Ins Co,548086.0,1,,2010_health.pdf
2010,health,62863,Trustmark Life Ins Co,5292248.0,3,4.2,2010_health.pdf
2010,health,95505,UNICARE Hlth Plans of the Midwest,900164.0,1,,2010_health.pdf
2010,health,80802,US Br SunLife Assur Co Of Canada,40580312.0,1,0.18,2010_health.pdf
2010,health,80314,Unicare Life & Hlth Ins Co,81879945.0,23,2.08,2010_health.pdf
2010,health,69701,Union Bankers Ins Co,3399049.0,1,2.18,2010_health.pdf
2010,health,62596,Union Fidelity Life Ins Co,824739.0,3,,2010_health.pdf
2010,health,70408,Union Security Ins Co,11140658.0,6,3.99,2010_health.pdf
2010,health,92916,United Amer Ins Co,23326566.0,6,1.9,2010_health.pdf
2010,health,85766,United Concordia Ins Co,83647.0,3,,2010_health.pdf
2010,health,69930,United Ins Co Of Amer,229420.0,2,,2010_health.pdf
2010,health,69868,United Of Omaha Life Ins Co,25150261.0,4,1.18,2010_health.pdf
2010,health,81108,United Security Life & Hlth Ins Co,9141234.0,14,11.34,2010_health.pdf
2010,health,21113,United States Fire Ins Co,4062676.0,1,1.82,2010_health.pdf
2010,health,70106,United States Life Ins Co In NYC,3468862.0,3,6.4,2010_health.pdf
2010,health,63479,United Teacher Assoc Ins Co,8661781.0,5,4.27,2010_health.pdf
2010,health,72850,United World Life Ins Co,74435461.0,9,0.9,2010_health.pdf
2010,health,79413,UnitedHealthcare Ins Co,1002763057.0,108,0.8,2010_health.pdf
2010,health,95776,UnitedHealthcare of IL Inc,1056991.0,1,7.01,2010_health.pdf
2010,health,62235,Unum Life Ins Co Of Amer,44802575.0,6,0.99,2010_health.pdf
2010,health,70319,Washington Natl Ins Co,18919357.0,5,1.96,2010_health.pdf
2010,health,83445,Wellcare Hlth Ins of AZ Inc,14562.0,6,,2010_health.pdf
2010,health,10155,Wellcare Prescription Ins Inc,14490890.0,1,0.51,2010_health.pdf
2010,health,70483,Western & Southern Life Ins Co,4074485.0,2,3.64,2010_health.pdf
2010,health,16535,Zurich Amer Ins Co,19302957.0,1,0.38,2010_health.pdf
2010,homeowners,10921,ACA Insurance Company,14550571.0,4,0.76,2010_homeowners.pdf
2010,homeowners,14184,"ACUITY, a Mutual Insurance Company",1533346.0,1,1.81,2010_homeowners.pdf
2010,homeowners,19100,AMCO Insurance Company,7079643.0,2,0.78,2010_homeowners.pdf
2010,homeowners,33898,Aegis Security Insurance Company,495158.0,4,,2010_homeowners.pdf
2010,homeowners,42579,Allied Property And Casualty Insurance Company,2135820.0,3,3.89,2010_homeowners.pdf
2010,homeowners,19240,Allstate Indemnity Company,1971808.0,10,14.05,2010_homeowners.pdf
2010,homeowners,19232,Allstate Insurance Company,55146695.0,18,0.9,2010_homeowners.pdf
2010,homeowners,17230,Allstate Property And Casualty Insurance Company,46635542.0,18,1.07,2010_homeowners.pdf
2010,homeowners,10111,American Bankers Insurance Company of Florida,1381310.0,2,4.01,2010_homeowners.pdf
2010,homeowners,19941,American Commerce Insurance Company,2471155.0,1,1.12,2010_homeowners.pdf
2010,homeowners,19275,American Family Mutual Insurance Company,71704881.0,36,1.39,2010_homeowners.pdf
2010,homeowners,23469,American Modern Home Insurance Company,2567395.0,2,2.16,2010_homeowners.pdf
2010,homeowners,38652,American Modern Select Insurance Company,2888980.0,5,4.8,2010_homeowners.pdf
2010,homeowners,28401,American National Property And Casualty Company,4677301.0,2,1.18,2010_homeowners.pdf
2010,homeowners,42978,American Security Insurance Company,475576.0,2,,2010_homeowners.pdf
2010,homeowners,18988,Auto-Owners Insurance Company,18296175.0,10,1.51,2010_homeowners.pdf
2010,homeowners,19062,Automobile Insurance Company Of Hartford,790212.0,1,,2010_homeowners.pdf
2010,homeowners,24813,Balboa Insurance Company,473428.0,2,,2010_homeowners.pdf
2010,homeowners,16713,Buckeye State Mutual Insurance Company,3146645.0,3,2.64,2010_homeowners.pdf
2010,homeowners,10677,Cincinnati Insurance Company,27468401.0,4,0.4,2010_homeowners.pdf
2010,homeowners,10395,Citizen's Insurance Company Of The Midwest,9868709.0,2,0.56,2010_homeowners.pdf
2010,homeowners,31534,Citizens Insurance Company Of America,3706412.0,2,1.5,2010_homeowners.pdf
2010,homeowners,21261,Electric Insurance Company,685206.0,1,,2010_homeowners.pdf
2010,homeowners,21326,Empire Fire And Marine Insurance Company,1345093.0,1,2.06,2010_homeowners.pdf
2010,homeowners,26271,Erie Insurance Exchange,50881763.0,19,1.03,2010_homeowners.pdf
2010,homeowners,24201,Farmers Automobile Insurance Association,15037570.0,7,1.29,2010_homeowners.pdf
2010,homeowners,21652,Farmers Insurance Exchange,15139201.0,16,2.93,2010_homeowners.pdf
2010,homeowners,20281,Federal Insurance Company,1071701.0,1,2.59,2010_homeowners.pdf
2010,homeowners,11185,Foremost Insurance Company,3870880.0,3,2.15,2010_homeowners.pdf
2010,homeowners,14060,Grange Mutual Casualty Company,5151854.0,3,1.61,2010_homeowners.pdf
2010,homeowners,15032,GuideOne Mutual Insurance Company,3051353.0,3,2.72,2010_homeowners.pdf
2010,homeowners,14516,Harleysville Lake States Insurance Company,2974567.0,1,0.93,2010_homeowners.pdf
2010,homeowners,19682,Hartford Fire Insurance Company,570302.0,1,,2010_homeowners.pdf
2010,homeowners,30104,Hartford Underwriters Insurance Company,4062046.0,1,0.68,2010_homeowners.pdf
2010,homeowners,14176,Hastings Mutual Insurance Company,16740338.0,5,0.83,2010_homeowners.pdf
2010,homeowners,13927,Homesite Insurance Company of the Midwest,9218938.0,10,3.01,2010_homeowners.pdf
2010,homeowners,27570,Hoosier Insurance Company,6748275.0,1,0.41,2010_homeowners.pdf
2010,homeowners,22578,Horace Mann Insurance Company,906591.0,1,,2010_homeowners.pdf
2010,homeowners,29068,IDS Property Casualty Insurance Company,2720733.0,1,1.02,2010_homeowners.pdf
2010,homeowners,21679,Illinois Farmers Insurance Company,21227241.0,9,1.17,2010_homeowners.pdf
2010,homeowners,22624,Indiana Farmers Mutual Insurance Company,37039388.0,24,1.8,2010_homeowners.pdf
2010,homeowners,22659,Indiana Insurance Company,36494135.0,9,0.68,2010_homeowners.pdf
2010,homeowners,42404,Liberty Insurance Corporation,6091767.0,1,0.45,2010_homeowners.pdf
2010,homeowners,23035,Liberty Mutual Fire Insurance Company,22063721.0,5,0.63,2010_homeowners.pdf
2010,homeowners,26123,Lightning Rod Mutual Insurance Company,7001327.0,2,0.79,2010_homeowners.pdf
2010,homeowners,28932,Markel American Insurance Company,37078.0,1,,2010_homeowners.pdf
2010,homeowners,21229,MemberSelect Insurance Company,9200867.0,7,2.11,2010_homeowners.pdf
2010,homeowners,23353,Meridian Security Insurance Company,18856574.0,5,0.73,2010_homeowners.pdf
2010,homeowners,26298,Metropolitan Property And Casualty Insurance Company,11733169.0,6,1.42,2010_homeowners.pdf
2010,homeowners,16764,Miami Mutual Insurance Company,1677990.0,3,4.95,2010_homeowners.pdf
2010,homeowners,14621,Motorists Mutual Insurance Company,7948921.0,3,1.05,2010_homeowners.pdf
2010,homeowners,20184,National Mutual Insurance Company,6406739.0,2,0.87,2010_homeowners.pdf
2010,homeowners,26093,Nationwide Affinity Insurance Company of America,3785821.0,1,0.73,2010_homeowners.pdf
2010,homeowners,23779,Nationwide Mutual Fire Insurance Company,17720255.0,13,2.03,2010_homeowners.pdf
2010,homeowners,27740,North Pointe Insurance Company,2677165.0,4,4.14,2010_homeowners.pdf
2010,homeowners,32700,Owners Insurance Company,16511288.0,2,0.34,2010_homeowners.pdf
2010,homeowners,24228,Pekin Insurance Company,6926383.0,1,0.4,2010_homeowners.pdf
2010,homeowners,38784,Progressive Southeastern Insurance Company,4439263.0,4,2.5,2010_homeowners.pdf
2010,homeowners,34690,Property And Casualty Insurance Company Of Hartford,9633148.0,5,1.44,2010_homeowners.pdf
2010,homeowners,32905,Property-Owners Insurance Company,21222970.0,7,0.91,2010_homeowners.pdf
2010,homeowners,24740,Safeco Insurance Company Of America,6821089.0,1,0.41,2010_homeowners.pdf
2010,homeowners,19259,Selective Insurance Company Of South Carolina,5833552.0,2,0.95,2010_homeowners.pdf
2010,homeowners,24988,Sentry Insurance A Mutual Company,4250000.0,2,1.3,2010_homeowners.pdf
2010,homeowners,23388,Shelter Mutual Insurance Company,9033862.0,7,2.15,2010_homeowners.pdf
2010,homeowners,19070,Standard Fire Insurance Company,12520138.0,7,1.55,2010_homeowners.pdf
2010,homeowners,15199,Standard Mutual Insurance Company,6290400.0,3,1.32,2010_homeowners.pdf
2010,homeowners,25143,State Farm Fire and Casualty Company,413231198.0,117,0.78,2010_homeowners.pdf
2010,homeowners,22683,Teachers Insurance Company,2221311.0,1,1.25,2010_homeowners.pdf
2010,homeowners,28188,Travco Insurance Company,22512454.0,12,1.48,2010_homeowners.pdf
2010,homeowners,40118,Trustgard Insurance Company,7017533.0,3,1.18,2010_homeowners.pdf
2010,homeowners,15288,United Farm Family Mutual Insurance Company,126279102.0,31,0.68,2010_homeowners.pdf
2010,homeowners,25941,United Services Automobile Association,14545905.0,1,0.19,2010_homeowners.pdf
2010,homeowners,15350,West Bend Mutual Insurance Company,4666179.0,2,1.19,2010_homeowners.pdf
2010,homeowners,26131,Western Reserve Mutual Casualty Company,4951640.0,4,2.24,2010_homeowners.pdf
2010,homeowners,24112,Westfield Insurance Company,4329243.0,2,1.28,2010_homeowners.pdf
2010,homeowners,15407,Wolverine Mutual Insurance Company,5015709.0,4,2.21,2010_homeowners.pdf
2010,life,62944,AXA Equitable Life Ins Co,18151995.0,2,0.71,2010_life.pdf
2010,life,90611,Allianz Life Ins Co Of N Amer,2878384.0,1,2.25,2010_life.pdf
2010,life,60186,Allstate Life Ins Co,14218504.0,8,3.64,2010_life.pdf
2010,life,60275,American Bankers Life Assur Co Of FL,1157898.0,2,11.18,2010_life.pdf
2010,life,60399,American Family Life Ins Co,17600666.0,3,1.1,2010_life.pdf
2010,life,60410,American Fidelity Assur Co,3124255.0,2,4.14,2010_life.pdf
2010,life,66672,American Gen Life & Acc Ins Co,9762855.0,13,8.62,2010_life.pdf
2010,life,60488,American Gen Life Ins Co,27716735.0,4,0.93,2010_life.pdf
2010,life,60534,American Heritage Life Ins Co,1423357.0,1,4.55,2010_life.pdf
2010,life,60518,American Hlth & Life Ins Co,1031724.0,2,12.54,2010_life.pdf
2010,life,60577,American Income Life Ins Co,11920804.0,1,0.54,2010_life.pdf
2010,life,67989,American Memorial Life Ins Co,10285117.0,1,0.63,2010_life.pdf
2010,life,60895,American United Life Ins Co,56573325.0,6,0.69,2010_life.pdf
2010,life,61069,Anthem Life Ins Co,22341707.0,1,0.29,2010_life.pdf
2010,life,71439,Assurity Life Ins Co,2566381.0,1,2.52,2010_life.pdf
2010,life,61689,Aviva Life & Ann Co,26352773.0,5,1.23,2010_life.pdf
2010,life,61263,Bankers Life & Cas Co,11298781.0,18,10.31,2010_life.pdf
2010,life,94250,Banner Life Ins Co,9181351.0,2,1.41,2010_life.pdf
2010,life,61476,Boston Mut Life Ins Co,7281982.0,1,0.89,2010_life.pdf
2010,life,93432,CM Life Ins Co,3083962.0,1,2.1,2010_life.pdf
2010,life,61751,Central States H & L Co Of Omaha,813665.0,1,7.95,2010_life.pdf
2010,life,76236,Cincinnati Life Ins Co,14664961.0,1,0.44,2010_life.pdf
2010,life,62049,Colonial Life & Accident Ins Co,3150205.0,1,2.05,2010_life.pdf
2010,life,62065,Colonial Penn Life Ins Co,4177017.0,2,3.1,2010_life.pdf
2010,life,84786,Colorado Bankers Life Ins Co,1005217.0,1,6.44,2010_life.pdf
2010,life,76023,Columbian Life Ins Co,1435886.0,1,4.51,2010_life.pdf
2010,life,62146,Combined Ins Co Of Amer,2181321.0,2,5.93,2010_life.pdf
2010,life,62308,Connecticut Gen Life Ins Co,3538940.0,1,1.83,2010_life.pdf
2010,life,65900,Conseco Life Ins Co,3491828.0,13,24.09,2010_life.pdf
2010,life,71404,Continental Gen Ins Co,318921.0,1,,2010_life.pdf
2010,life,62626,Cuna Mut Ins Society,11016987.0,1,0.59,2010_life.pdf
2010,life,63053,Family Life Ins Co,136791.0,1,,2010_life.pdf
2010,life,63177,Farmers New World Life Ins Co,7467206.0,3,2.6,2010_life.pdf
2010,life,63258,Federated Life Ins Co,6150112.0,1,1.05,2010_life.pdf
2010,life,67652,First Penn Pacific Life Ins Co,4755474.0,1,1.36,2010_life.pdf
2010,life,91642,Forethought Life Ins Co,21644630.0,3,0.9,2010_life.pdf
2010,life,63665,General Amer Life Ins Co,5413014.0,2,2.39,2010_life.pdf
2010,life,65536,Genworth Life & Ann Ins Co,19456822.0,6,2.0,2010_life.pdf
2010,life,70939,Gerber Life Ins Co,6268779.0,1,1.03,2010_life.pdf
2010,life,91472,Globe Life & Accident Ins Co,14727278.0,12,5.27,2010_life.pdf
2010,life,62286,Golden Rule Ins Co,2241393.0,1,2.89,2010_life.pdf
2010,life,64246,Guardian Life Ins Co Of Amer,31632297.0,1,0.2,2010_life.pdf
2010,life,64327,Harleysville Life Ins Co,889554.0,1,,2010_life.pdf
2010,life,70815,Hartford Life & Accident Ins Co,17708955.0,5,1.83,2010_life.pdf
2010,life,71153,Hartford Life & Ann Ins Co,23844162.0,1,0.27,2010_life.pdf
2010,life,88072,Hartford Life Ins Co,2375632.0,1,2.72,2010_life.pdf
2010,life,93777,Household Life Ins Co,1935788.0,4,13.37,2010_life.pdf
2010,life,86509,Ing Life Ins & Ann Co,2088777.0,1,3.1,2010_life.pdf
2010,life,65056,Jackson Natl Life Ins Co,12383524.0,5,2.61,2010_life.pdf
2010,life,64017,Jefferson Natl Life Ins Co,785412.0,2,,2010_life.pdf
2010,life,65838,John Hancock Life Ins Co (USA),56001439.0,1,0.12,2010_life.pdf
2010,life,65110,Kanawha Ins Co,847552.0,1,,2010_life.pdf
2010,life,65242,Lafayette Life Ins Co,10510585.0,1,0.62,2010_life.pdf
2010,life,65315,Liberty Life Assur Co Of Boston,14310009.0,1,0.45,2010_life.pdf
2010,life,61492,Liberty Life Ins Co,3516860.0,2,3.68,2010_life.pdf
2010,life,65498,Life Ins Co Of N Amer,18237820.0,2,0.71,2010_life.pdf
2010,life,65595,Lincoln Benefit Life Co,31493055.0,1,0.21,2010_life.pdf
2010,life,65927,Lincoln Heritage Life Ins Co,5429905.0,1,1.19,2010_life.pdf
2010,life,65676,Lincoln Natl Life Ins Co,89202378.0,5,0.36,2010_life.pdf
2010,life,68446,Longevity Ins Co,7682.0,1,,2010_life.pdf
2010,life,65722,Loyal Amer Life Ins Co,323539.0,1,,2010_life.pdf
2010,life,65781,Madison Natl Life Ins Co Inc,4293825.0,1,1.51,2010_life.pdf
2010,life,61018,Magna Ins Co,336988.0,1,,2010_life.pdf
2010,life,65935,Massachusetts Mut Life Ins Co,45402374.0,5,0.71,2010_life.pdf
2010,life,97055,Mega Life & Hlth Ins Co The,281286.0,1,,2010_life.pdf
2010,life,87726,Metlife Ins Co of CT,7880858.0,1,0.82,2010_life.pdf
2010,life,65978,Metropolitan Life Ins Co,143191414.0,23,1.04,2010_life.pdf
2010,life,66044,Midland Natl Life Ins Co,19624172.0,2,0.66,2010_life.pdf
2010,life,66109,Midwestern United Life Ins Co,1022374.0,1,6.33,2010_life.pdf
2010,life,66168,Minnesota Life Ins Co,34684362.0,3,0.56,2010_life.pdf
2010,life,66281,Monumental Life Ins Co,22105605.0,24,7.02,2010_life.pdf
2010,life,66583,National Guardian Life Ins Co,7048557.0,1,0.92,2010_life.pdf
2010,life,66869,Nationwide Life Ins Co,5865613.0,1,1.1,2010_life.pdf
2010,life,91596,New York Life Ins & Ann Corp,68483840.0,1,0.09,2010_life.pdf
2010,life,66915,New York Life Ins Co,51489708.0,4,0.5,2010_life.pdf
2010,life,66974,North Amer Co Life & Hlth Ins,5575241.0,1,1.16,2010_life.pdf
2010,life,67091,Northwestern Mut Life Ins Co,188315754.0,3,0.1,2010_life.pdf
2010,life,67148,Occidental Life Ins Co Of NC,382527.0,1,,2010_life.pdf
2010,life,76112,Oxford Life Ins Co,4986419.0,1,1.3,2010_life.pdf
2010,life,67466,Pacific Life Ins Co,18617222.0,1,0.35,2010_life.pdf
2010,life,67660,Pennsylvania Life Ins Co,1073547.0,2,12.05,2010_life.pdf
2010,life,67784,Philadelphia Amer Life Ins Co,14590.0,1,,2010_life.pdf
2010,life,72125,Physicians Life Ins Co,5160135.0,2,2.51,2010_life.pdf
2010,life,65919,Primerica Life Ins Co,25193430.0,1,0.26,2010_life.pdf
2010,life,68136,Protective Life Ins Co,35608282.0,6,1.09,2010_life.pdf
2010,life,68195,Provident Life & Accident Ins Co,7206202.0,1,0.9,2010_life.pdf
2010,life,79227,Pruco Life Ins Co,37882101.0,2,0.34,2010_life.pdf
2010,life,68241,Prudential Ins Co Of Amer,101905531.0,14,0.89,2010_life.pdf
2010,life,70211,Reassure Amer Life Ins Co,13712300.0,6,2.83,2010_life.pdf
2010,life,67105,Reliastar Life Ins Co,22900901.0,1,0.28,2010_life.pdf
2010,life,61360,Reliastar Life Ins Co Of NY,2056813.0,1,3.15,2010_life.pdf
2010,life,65005,RiverSource Life Ins Co,17376386.0,2,0.74,2010_life.pdf
2010,life,69108,State Farm Life Ins Co,93956030.0,4,0.28,2010_life.pdf
2010,life,69116,State Life Ins Co,8664037.0,3,2.24,2010_life.pdf
2010,life,65021,Stonebridge Life Ins Co,6253337.0,6,6.21,2010_life.pdf
2010,life,79065,Sun Life Assur Co Of Canada US,445430.0,1,,2010_life.pdf
2010,life,60941,SunAmerica Ann & Life Assur Co,463223.0,1,,2010_life.pdf
2010,life,68608,Symetra Life Ins Co,5992643.0,3,3.24,2010_life.pdf
2010,life,69396,Texas Life Ins Co,5894088.0,1,1.1,2010_life.pdf
2010,life,69477,Time Ins Co,1130412.0,1,5.72,2010_life.pdf
2010,life,86231,Transamerica Life Ins Co,47832426.0,3,0.41,2010_life.pdf
2010,life,61425,Trustmark Ins Co,1207164.0,1,5.36,2010_life.pdf
2010,life,70955,USA Life One Ins Co Of IN,528914.0,3,,2010_life.pdf
2010,life,80837,Union Central Life Ins Co,3864782.0,1,1.67,2010_life.pdf
2010,life,62596,Union Fidelity Life Ins Co,1019578.0,2,12.69,2010_life.pdf
2010,life,70408,Union Security Ins Co,4608865.0,1,1.4,2010_life.pdf
2010,life,92916,United Amer Ins Co,678115.0,3,,2010_life.pdf
2010,life,69892,United Farm Family Life Ins Co,99404050.0,6,0.39,2010_life.pdf
2010,life,69922,United Home Life Ins Co,836757.0,2,,2010_life.pdf
2010,life,69930,United Ins Co Of Amer,3705307.0,4,6.98,2010_life.pdf
2010,life,94099,United Investors Life Ins Co,1145566.0,1,5.65,2010_life.pdf
2010,life,69868,United Of Omaha Life Ins Co,25803215.0,6,1.5,2010_life.pdf
2010,life,70106,United States Life Ins Co In NYC,1486602.0,3,13.06,2010_life.pdf
2010,life,62235,Unum Life Ins Co Of Amer,21249237.0,3,0.91,2010_life.pdf
2010,life,70319,Washington Natl Ins Co,1049330.0,11,67.82,2010_life.pdf
2010,life,70483,Western & Southern Life Ins Co,17214449.0,5,1.88,2010_life.pdf
2010,life,70432,Western Natl Life Ins Co,10203.0,1,,2010_life.pdf
2010,life,91413,Western Reserve Life Assur Co of OH,5719387.0,2,2.26,2010_life.pdf
2010,life,92622,Western Southern Life Assur Co,15529549.0,9,3.75,2010_life.pdf
2011,annuity,90611,Allianz Life Ins Co Of N Amer,215311921.0,1,0.61,2011_annuity.pdf
2011,annuity,92738,American Equity Invest Life Ins Co,126544938.0,3,3.1,2011_annuity.pdf
2011,annuity,60739,American Natl Ins Co,30472633.0,1,4.28,2011_annuity.pdf
2011,annuity,61190,Auto Owners Life Ins Co,17121464.0,1,7.63,2011_annuity.pdf
2011,annuity,61689,Aviva Life & Ann Co,103410068.0,4,5.05,2011_annuity.pdf
