year,line,naic_code,company_name,premium,complaints,complaint_index,source_file
2009,annuity,62944,AXA Equitable Life Ins Co,90472479.0,1,0.68,2009_annuity.pdf
2009,annuity,90611,Allianz Life Ins Co Of N Amer,134253214.0,6,2.76,2009_annuity.pdf
2009,annuity,60186,Allstate Life Ins Co,13319529.0,2,9.28,2009_annuity.pdf
2009,annuity,92738,American Equity Invest Life Ins Co,89183325.0,2,1.39,2009_annuity.pdf
2009,annuity,60631,"American Investors Life Insurance Company, Inc.",,1,,2009_annuity.pdf
2009,annuity,60631,"American Investors Life Insurance Company, Inc.",,1,,2009_annuity.pdf
2009,annuity,60739,American Natl Ins Co,43817978.0,1,1.41,2009_annuity.pdf
2009,annuity,61999,Americo Fin Life & Ann Ins Co,1333849.0,1,46.35,2009_annuity.pdf
2009,annuity,93661,Annuity Investors Life Ins Co,6294783.0,1,9.82,2009_annuity.pdf
2009,annuity,61689,Aviva Life & Ann Co,128416255.0,1,0.48,2009_annuity.pdf
2009,annuity,61263,Bankers Life & Cas Co,30849720.0,11,22.04,2009_annuity.pdf
2009,annuity,60682,Conseco Ins Co,836997.0,3,,2009_annuity.pdf
2009,annuity,62510,Equitrust Life Ins Co,11692821.0,2,10.57,2009_annuity.pdf
2009,annuity,91642,Forethought Life Ins Co,21176280.0,2,5.84,2009_annuity.pdf
2009,annuity,71129,Fort Dearborn Life Ins Co,10332796.0,3,17.95,2009_annuity.pdf
2009,annuity,65536,Genworth Life & Ann Ins Co,11370912.0,2,10.87,2009_annuity.pdf
2009,annuity,71153,Hartford Life & Ann Ins Co,1170481.0,2,105.63,2009_annuity.pdf
2009,annuity,93777,Household Life Insurance Company,,1,,2009_annuity.pdf
2009,annuity,80942,ING USA Ann & LIfe Ins Co,125053824.0,3,1.48,2009_annuity.pdf
2009,annuity,65056,Jackson Natl Life Ins Co,389255990.0,1,0.16,2009_annuity.pdf
2009,annuity,65838,John Hancock Life Ins Co (USA),167309485.0,1,0.37,2009_annuity.pdf
2009,annuity,90557,Kemper Investors Life Ins Co,1729874.0,1,35.74,2009_annuity.pdf
2009,annuity,65676,Lincoln Natl Life Ins Co,386525604.0,3,0.48,2009_annuity.pdf
2009,annuity,65935,Massachusetts Mut Life Ins Co,72740680.0,1,0.85,2009_annuity.pdf
2009,annuity,87726,Metlife Ins Co of CT,23148085.0,1,2.67,2009_annuity.pdf
2009,annuity,66850,National Western Life Ins Co,21936610.0,1,2.82,2009_annuity.pdf
2009,annuity,66869,Nationwide Life Ins Co,3598174.0,1,17.18,2009_annuity.pdf
2009,annuity,66915,New York Life Ins Co,314595.0,1,,2009_annuity.pdf
2009,annuity,63274,OM Fin Life Ins Co,26499942.0,2,4.67,2009_annuity.pdf
2009,annuity,67172,Ohio Natl Life Ins Co,35892671.0,1,1.72,2009_annuity.pdf
2009,annuity,67466,Pacific Life Ins Co,150525473.0,3,1.23,2009_annuity.pdf
2009,annuity,79227,Pruco Life Ins Co,72226595.0,2,1.71,2009_annuity.pdf
2009,annuity,86630,Prudential Ann Life Assur Corp,186402605.0,1,0.33,2009_annuity.pdf
2009,annuity,68284,Pyramid Life Insurance Company,,1,,2009_annuity.pdf
2009,annuity,65005,RiverSource Life Ins Co,132275780.0,1,0.47,2009_annuity.pdf
2009,annuity,79065,Sun Life Assur Co Of Canada US,60241486.0,1,1.03,2009_annuity.pdf
2009,annuity,60142,TIAA Cref Life Ins Co,2189397.0,1,28.24,2009_annuity.pdf
2009,annuity,86231,Transamerica Life Ins Co,135948714.0,3,1.36,2009_annuity.pdf
2009,annuity,70238,Variable Ann Life Ins Co,197712294.0,2,0.63,2009_annuity.pdf
2009,annuity,70319,Washington Natl Ins Co,123227.0,1,,2009_annuity.pdf
2009,annuity,70432,Western Natl Life Ins Co,111030850.0,3,1.67,2009_annuity.pdf
2009,auto,34789,21st Century Centennial Insurance Company,8220803.0,4,1.55,2009_auto.pdf
2009,auto,12963,21st Century Insurance Company,1798191.0,4,7.08,2009_auto.pdf
2009,auto,36587,21st Century National Insurance Company,6945520.0,4,1.83,2009_auto.pdf
2009,auto,32220,21st Century North America Insurance Company,1443629.0,3,6.61,2009_auto.pdf
2009,auto,19100,AMCO Insurance Company,9148983.0,5,1.74,2009_auto.pdf
2009,auto,42609,Affirmative Insurance Company,6323917.0,12,6.04,2009_auto.pdf
2009,auto,12188,Alfa Vision Insurance Corporation,4467721.0,5,3.56,2009_auto.pdf
2009,auto,42579,Allied Property And Casualty Insurance Company,14424809.0,4,0.88,2009_auto.pdf
2009,auto,19240,Allstate Indemnity Company,10739802.0,5,1.48,2009_auto.pdf
2009,auto,19232,Allstate Insurance Company,65393174.0,26,1.26,2009_auto.pdf
2009,auto,17230,Allstate Property And Casualty Insurance Company,110962161.0,37,1.06,2009_auto.pdf
2009,auto,38156,Alpha Property And Casualty Insurance Company,300192.0,1,,2009_auto.pdf
2009,auto,10730,American Access Casualty Company,9172933.0,31,10.75,2009_auto.pdf
2009,auto,19275,American Family Mutual Insurance Company,139664432.0,43,0.98,2009_auto.pdf
2009,auto,10864,American Freedom Insurance Company,1454722.0,9,19.68,2009_auto.pdf
2009,auto,19380,American Home Assurance Company,926209.0,1,,2009_auto.pdf
2009,auto,28401,American National Property And Casualty Company,9199760.0,1,0.35,2009_auto.pdf
2009,auto,42897,American Service Insurance Company,6027153.0,25,13.2,2009_auto.pdf
2009,auto,19283,American Standard Insurance Company of Wisconsin,15246011.0,5,1.04,2009_auto.pdf
2009,auto,19976,Amica Mutual Insurance Company,3702129.0,1,0.86,2009_auto.pdf
2009,auto,11558,AssuranceAmerica Insurance Company,1062053.0,4,11.98,2009_auto.pdf
2009,auto,18988,Auto-Owners Insurance Company,40467221.0,7,0.55,2009_auto.pdf
2009,auto,15512,Automobile Club Inter-Insurance Exchange,1496214.0,2,4.25,2009_auto.pdf
2009,auto,19658,Bristol West Insurance Company,27834324.0,20,2.29,2009_auto.pdf
2009,auto,16713,Buckeye State Mutual Insurance Company,4290395.0,1,0.74,2009_auto.pdf
2009,auto,20230,Central Mutual Insurance Company,10502776.0,1,0.3,2009_auto.pdf
2009,auto,10052,Chubb National Insurance Company,1876950.0,1,1.69,2009_auto.pdf
2009,auto,10677,Cincinnati Insurance Company,27013335.0,2,0.24,2009_auto.pdf
2009,auto,10395,Citizen's Insurance Company Of The Midwest,3672507.0,1,0.87,2009_auto.pdf
2009,auto,31534,Citizens Insurance Company Of America,4130825.0,2,1.54,2009_auto.pdf
2009,auto,21261,Electric Insurance Company,1286920.0,1,2.47,2009_auto.pdf
2009,auto,15130,Encompass Indemnity Company,398804.0,2,,2009_auto.pdf
2009,auto,26263,Erie Insurance Company,3180708.0,3,3.0,2009_auto.pdf
2009,auto,26271,Erie Insurance Exchange,64009593.0,13,0.65,2009_auto.pdf
2009,auto,25712,Esurance Insurance Company,9302625.0,6,2.05,2009_auto.pdf
2009,auto,24201,Farmers Automobile Insurance Association,23736288.0,3,0.4,2009_auto.pdf
2009,auto,19852,Financial Indemnity Company,781952.0,3,,2009_auto.pdf
2009,auto,10336,"First Acceptance Insurance Company, Inc.",4951377.0,7,4.5,2009_auto.pdf
2009,auto,13587,First Chicago Insurance Company,3406766.0,2,1.87,2009_auto.pdf
2009,auto,33588,First Liberty Insurance Corporation,800169.0,1,,2009_auto.pdf
2009,auto,24724,First National Insurance Company of America,,1,,2009_auto.pdf
2009,auto,14249,Founders Insurance Company,15963213.0,26,5.18,2009_auto.pdf
2009,auto,41491,GEICO Casualty Company,2339094.0,1,1.36,2009_auto.pdf
2009,auto,35882,GEICO General Insurance Company,52216073.0,24,1.46,2009_auto.pdf
2009,auto,22055,GEICO Indemnity Company,34342329.0,14,1.3,2009_auto.pdf
2009,auto,21253,Garrison Property & Casualty Insurance Company,1647367.0,1,1.93,2009_auto.pdf
2009,auto,10648,Geneva Insurance Company,2726815.0,3,3.5,2009_auto.pdf
2009,auto,22063,Government Employees Insurance Company,14766268.0,1,0.22,2009_auto.pdf
2009,auto,14060,Grange Mutual Casualty Company,6946407.0,1,0.46,2009_auto.pdf
2009,auto,16691,Great American Insurance Company,,1,,2009_auto.pdf
2009,auto,14117,Grinnell Mutual Reinsurance Company,2583863.0,1,1.23,2009_auto.pdf
2009,auto,42331,Guideone America Insurance Company,2321933.0,3,4.11,2009_auto.pdf
2009,auto,42803,Guideone Elite Insurance Company,1537693.0,1,2.07,2009_auto.pdf
2009,auto,22292,Hanover Insurance Company,16511043.0,10,1.93,2009_auto.pdf
2009,auto,22357,Hartford Accident And Indemnity Company,1185555.0,1,2.68,2009_auto.pdf
2009,auto,37478,Hartford Insurance Company Of The Midwest,4632952.0,2,1.37,2009_auto.pdf
2009,auto,30104,Hartford Underwriters Insurance Company,7822638.0,1,0.41,2009_auto.pdf
2009,auto,14176,Hastings Mutual Insurance Company,19484277.0,4,0.65,2009_auto.pdf
2009,auto,27570,Hoosier Insurance Company,11454915.0,4,1.11,2009_auto.pdf
2009,auto,29068,IDS Property Casualty Insurance Company,4908605.0,3,1.94,2009_auto.pdf
2009,auto,21679,Illinois Farmers Insurance Company,47219085.0,12,0.81,2009_auto.pdf
2009,auto,22624,Indiana Farmers Mutual Insurance Company,63039883.0,7,0.35,2009_auto.pdf
2009,auto,22659,Indiana Insurance Company,50160998.0,12,0.76,2009_auto.pdf
2009,auto,38806,Insura Property And Casualty Insurance Company,3413737.0,10,9.32,2009_auto.pdf
2009,auto,19429,Insurance Company Of The State Of Pennsylvania,1279614.0,3,7.46,2009_auto.pdf
2009,auto,10922,Insuremax Insurance Company,5728404.0,5,2.78,2009_auto.pdf
2009,auto,10914,Kemper Independence Insurance Company,1430518.0,1,2.22,2009_auto.pdf
2009,auto,13722,KnightBrook Insurance Company,,1,,2009_auto.pdf
2009,auto,23035,Liberty Mutual Fire Insurance Company,32671706.0,12,1.17,2009_auto.pdf
2009,auto,21229,MemberSelect Insurance Company,15011966.0,3,0.64,2009_auto.pdf
2009,auto,33650,Mendota Insurance Company,819950.0,1,,2009_auto.pdf
2009,auto,23353,Meridian Security Insurance Company,11017672.0,2,0.58,2009_auto.pdf
2009,auto,24821,Meritplan Insurance Company,165925.0,1,,2009_auto.pdf
2009,auto,34339,Metropolitan Group Property And Casualty Insurance Co,10220833.0,1,0.31,2009_auto.pdf
2009,auto,26298,Metropolitan Property And Casualty Insurance Company,12482701.0,2,0.51,2009_auto.pdf
2009,auto,21687,Mid-Century Insurance Company,7060920.0,1,0.45,2009_auto.pdf
2009,auto,41653,Milbank Insurance Company,15350899.0,1,0.21,2009_auto.pdf
2009,auto,14621,Motorists Mutual Insurance Company,13671468.0,2,0.47,2009_auto.pdf
2009,auto,42447,National General Assurance Company,6289270.0,2,1.01,2009_auto.pdf
2009,auto,20184,National Mutual Insurance Company,6431326.0,2,0.99,2009_auto.pdf
2009,auto,19445,National Union Fire Insurance Company Of Pittsburgh,806017.0,2,,2009_auto.pdf
2009,auto,23760,Nationwide General Insurance Company,,1,,2009_auto.pdf
2009,auto,23787,Nationwide Mutual Insurance Company,30180715.0,4,0.42,2009_auto.pdf
2009,auto,24171,Netherlands Insurance Company,252203.0,1,,2009_auto.pdf
2009,auto,24074,Ohio Casualty Insurance Company,96402.0,1,,2009_auto.pdf
2009,auto,39098,Omni Insurance Company,4631966.0,9,6.18,2009_auto.pdf
2009,auto,32700,Owners Insurance Company,12809280.0,1,0.25,2009_auto.pdf
2009,auto,24228,Pekin Insurance Company,2408921.0,1,1.32,2009_auto.pdf
2009,auto,37648,Permanent General Assurance Corporation,5103154.0,5,3.12,2009_auto.pdf
2009,auto,16322,Progressive Direct Insurance Company,3423883.0,1,0.93,2009_auto.pdf
2009,auto,42919,Progressive Northwestern Insurance Company,8084646.0,2,0.79,2009_auto.pdf
2009,auto,44695,Progressive Paloverde Insurance,97407951.0,16,0.52,2009_auto.pdf
2009,auto,38784,Progressive Southeastern Insurance Company,91650661.0,18,0.62,2009_auto.pdf
2009,auto,34690,Property And Casualty Insurance Company Of Hartford,11909370.0,4,1.07,2009_auto.pdf
2009,auto,20133,Response Worldwide Direct Auto Insurance Company,58142.0,1,,2009_auto.pdf
2009,auto,25405,Safe Auto Insurance Company,29520917.0,37,3.99,2009_auto.pdf
2009,auto,24740,Safeco Insurance Company Of America,7910.0,1,,2009_auto.pdf
2009,auto,39012,Safeco Insurance Company Of Illinois,14889747.0,6,1.28,2009_auto.pdf
2009,auto,40460,Sagamore Insurance Company,1805872.0,3,5.28,2009_auto.pdf
2009,auto,19259,Selective Insurance Company Of South Carolina,5301044.0,1,0.6,2009_auto.pdf
2009,auto,39926,Selective Insurance Company of the Southeast,951372.0,1,3.34,2009_auto.pdf
2009,auto,11000,"Sentinel Insurance Company, Ltd.",182433.0,1,17.44,2009_auto.pdf
2009,auto,23388,Shelter Mutual Insurance Company,15457200.0,3,0.62,2009_auto.pdf
2009,auto,15199,Standard Mutual Insurance Company,8014557.0,3,1.19,2009_auto.pdf
2009,auto,25127,State Auto Property And Casualty Insurance Company,,1,,2009_auto.pdf
2009,auto,25143,State Farm Fire and Casualty Company,41777663.0,2,0.15,2009_auto.pdf
2009,auto,25178,State Farm Mutual Automobile Insurance Company,629970357.0,82,0.41,2009_auto.pdf
2009,auto,22683,Teachers Insurance Company,2333624.0,1,1.36,2009_auto.pdf
2009,auto,13242,Titan Indemnity Company,2894487.0,3,3.3,2009_auto.pdf
2009,auto,28188,Travco Insurance Company,26062327.0,6,0.73,2009_auto.pdf
2009,auto,27120,Trumbull Insurance Company,7515940.0,2,0.85,2009_auto.pdf
2009,auto,40118,Trustgard Insurance Company,12949488.0,3,0.74,2009_auto.pdf
2009,auto,29459,Twin City Fire Insurance Company,684535.0,1,,2009_auto.pdf
2009,auto,23868,UFB Casualty Insurance Company,2432403.0,1,1.31,2009_auto.pdf
2009,auto,25968,USAA Casualty Insurance Company,14418874.0,4,0.88,2009_auto.pdf
2009,auto,18600,USAA General Indemnity Company,3440487.0,3,2.77,2009_auto.pdf
2009,auto,10655,Unique Insurance Company,1262504.0,6,15.12,2009_auto.pdf
2009,auto,35319,United Automobile Insurance Company,1334563.0,1,2.38,2009_auto.pdf
2009,auto,15288,United Farm Family Mutual Insurance Company,237848566.0,48,0.64,2009_auto.pdf
2009,auto,25941,United Services Automobile Association,23036584.0,2,0.28,2009_auto.pdf
2009,auto,10915,Unitrin Direct Property & Casualty Company,1947247.0,2,3.27,2009_auto.pdf
2009,auto,42862,Universal Casualty Company,1665736.0,54,103.13,2009_auto.pdf
2009,auto,10105,Victoria Select Insurance Company,7591289.0,5,2.1,2009_auto.pdf
2009,auto,13137,Viking Insurance Company Of Wisconsin,2261039.0,1,1.41,2009_auto.pdf
2009,auto,44393,West American Insurance Company,8786825.0,1,0.36,2009_auto.pdf
2009,auto,15350,West Bend Mutual Insurance Company,7401971.0,1,0.43,2009_auto.pdf
2009,auto,26131,Western Reserve Mutual Casualty Company,11798105.0,3,0.81,2009_auto.pdf
2009,auto,37770,Western United Insurance Company,26476106.0,9,1.08,2009_auto.pdf
2009,auto,24120,Westfield National Insurance Company,12287246.0,1,0.26,2009_auto.pdf
2009,health,35963,AF&L Ins Co,1411452.0,1,3.5,2009_health.pdf
2009,health,71471,Ability Ins Co,379595.0,2,,2009_health.pdf
2009,health,63444,Accendo Ins Co,7656946.0,1,0.64,2009_health.pdf
2009,health,10166,Accident Fund Insurance Company of America,,1,,2009_health.pdf
2009,health,71390,Admiral Life Ins Co of Amer,3035524.0,1,1.63,2009_health.pdf
2009,health,52568,Advantage Hlth Solutions Inc,346019228.0,33,0.47,2009_health.pdf
2009,health,96518,Aetna Health Inc.,,1,,2009_health.pdf
2009,health,95109,Aetna Hlth Inc PA Corp,14120985.0,1,0.35,2009_health.pdf
2009,health,60054,Aetna Life Ins Co,240857848.0,27,0.55,2009_health.pdf
2009,health,10111,American Bankers Ins Co Of FL,690933.0,1,,2009_health.pdf
2009,health,60275,American Bankers Life Assur Co Of FL,1224845.0,1,4.03,2009_health.pdf
2009,health,60305,American Comm Mut Ins Co,48749239.0,29,2.94,2009_health.pdf
2009,health,60380,American Family Life Assur Co of Col,108593504.0,18,0.82,2009_health.pdf
2009,health,60410,American Fidelity Assur Co,26981699.0,1,0.18,2009_health.pdf
2009,health,68373,American Gen Assur Co,546274.0,1,,2009_health.pdf
2009,health,60534,American Heritage Life Ins Co,4970815.0,3,2.98,2009_health.pdf
2009,health,60518,American Hlth & Life Ins Co,482926.0,3,,2009_health.pdf
2009,health,19380,American Home Assur Co,8825.0,1,,2009_health.pdf
2009,health,81418,American Medical & Life Ins Co,2857972.0,8,13.82,2009_health.pdf
2009,health,97179,American Medical Security Life Ins C,6475658.0,2,1.53,2009_health.pdf
2009,health,65811,American Modern Life Ins Co,443819.0,2,,2009_health.pdf
2009,health,71773,American Natl Life Ins Co Of TX,3535666.0,4,5.59,2009_health.pdf
2009,health,60763,American Pioneer Life Ins Co,2205210.0,1,2.24,2009_health.pdf
2009,health,60836,American Republic Ins Co,10938388.0,6,2.71,2009_health.pdf
2009,health,17965,American Sentinel Ins Co,60634.0,1,,2009_health.pdf
2009,health,60895,American United Life Ins Co,20584688.0,1,0.24,2009_health.pdf
2009,health,28207,Anthem Ins Co Inc,2253388973.0,411,0.9,2009_health.pdf
2009,health,61069,Anthem Life Ins Co,17302857.0,1,0.29,2009_health.pdf
2009,health,95440,"Arnett HMO, Inc.",,1,,2009_health.pdf
2009,health,71439,Assurity Life Ins Co,1703852.0,1,2.9,2009_health.pdf
2009,health,18988,Auto-Owners Insurance Company,,2,,2009_health.pdf
2009,health,38245,BCS Ins Co,2896023.0,2,3.41,2009_health.pdf
2009,health,61239,Bankers Fidelity Life Ins Co,4386530.0,6,6.75,2009_health.pdf
2009,health,61263,Bankers Life & Cas Co,50141654.0,59,5.81,2009_health.pdf
2009,health,90638,Best Life & Hlth Ins Co,3729820.0,1,1.32,2009_health.pdf
2009,health,71455,Cardif Life Ins Co,144991.0,1,,2009_health.pdf
2009,health,80799,Celtic Ins Co,2346814.0,1,2.1,2009_health.pdf
2009,health,61727,Central Reserve Life Ins Co,8348770.0,1,0.59,2009_health.pdf
2009,health,61751,Central States H & L Co Of Omaha,2450225.0,1,2.02,2009_health.pdf
2009,health,34274,Central States Ind Co Of Omaha,501138.0,1,,2009_health.pdf
2009,health,61883,Central United Life Ins Co,1201963.0,1,4.11,2009_health.pdf
2009,health,95525,Cigna Hltcare of IN Inc,5101180.0,6,5.81,2009_health.pdf
2009,health,10677,Cincinnati Ins Co,3495.0,1,,2009_health.pdf
2009,health,62146,Combined Ins Co Of Amer,15460407.0,2,0.64,2009_health.pdf
2009,health,10345,Community Insurance Company,,4,,2009_health.pdf
2009,health,60984,Compbenefits Ins Co,6871035.0,3,2.16,2009_health.pdf
2009,health,87718,Concert Hlth Plan Ins Co,1322234.0,1,3.73,2009_health.pdf
2009,health,62308,Connecticut Gen Life Ins Co,72219717.0,17,1.16,2009_health.pdf
2009,health,78174,Conseco Hlth Ins Co,13984482.0,10,3.53,2009_health.pdf
2009,health,60682,Conseco Ins Co,2628336.0,6,11.27,2009_health.pdf
2009,health,62375,Consumers Life Ins Co,32839149.0,11,1.65,2009_health.pdf
2009,health,71730,Continental Amer Ins Co,946110.0,1,,2009_health.pdf
2009,health,20443,Continental Cas Co,12047536.0,4,1.64,2009_health.pdf
2009,health,71404,Continental Gen Ins Co,8163815.0,4,2.42,2009_health.pdf
2009,health,10804,Continental Western Insurance Company,,2,,2009_health.pdf
2009,health,81973,Coventry Health And Life Insurance Company,,1,,2009_health.pdf
2009,health,62626,Cuna Mut Ins Society,5562661.0,3,2.66,2009_health.pdf
2009,health,81396,Delta Dental Insurance Company,,1,,2009_health.pdf
2009,health,52634,Delta Dental Plan of IN,115854.0,2,85.24,2009_health.pdf
2009,health,21261,Electric Insurance Company,,1,,2009_health.pdf
2009,health,26271,Erie Insurance Exchange,,1,,2009_health.pdf
2009,health,13935,Federated Mut Ins Co,34171859.0,9,1.3,2009_health.pdf
2009,health,71870,Fidelity Security Life Ins Co,8651325.0,3,1.71,2009_health.pdf
2009,health,90328,First Hlth Life & Hlth Ins Co,171452913.0,21,0.6,2009_health.pdf
2009,health,71129,Fort Dearborn Life Ins Co,3289814.0,2,3.0,2009_health.pdf
2009,health,65536,Genworth Life & Ann Ins Co,2649415.0,1,1.86,2009_health.pdf
2009,health,70025,Genworth Life Ins Co,35621322.0,2,0.28,2009_health.pdf
2009,health,91472,Globe Life & Accident Ins Co,589035.0,1,,2009_health.pdf
2009,health,62286,Golden Rule Ins Co,24730896.0,17,3.39,2009_health.pdf
2009,health,68322,Great W Life & Ann Ins Co,11826786.0,5,2.09,2009_health.pdf
2009,health,64211,Guarantee Trust Life Ins Co,6812727.0,9,6.52,2009_health.pdf
2009,health,64246,Guardian Life Ins Co Of Amer,40896474.0,8,0.97,2009_health.pdf
2009,health,92711,HCC Life Ins Co,26702904.0,1,0.18,2009_health.pdf
2009,health,93440,HM LIfe Ins Co,3834717.0,1,1.29,2009_health.pdf
2009,health,22357,Hartford Accident And Indemnity Company,,1,,2009_health.pdf
2009,health,29424,Hartford Casualty Insurance Company,,1,,2009_health.pdf
2009,health,70815,Hartford Life & Accident Ins Co,42421901.0,13,1.51,2009_health.pdf
2009,health,88072,Hartford Life Ins Co,2863025.0,1,1.72,2009_health.pdf
2009,health,96687,Health Resources Inc,29513626.0,1,0.17,2009_health.pdf
2009,health,93777,Household Life Ins Co,2381247.0,1,2.07,2009_health.pdf
2009,health,95885,Humana Hlth Plan Inc,7272128.0,5,3.4,2009_health.pdf
2009,health,73288,Humana Ins Co,500388661.0,80,0.79,2009_health.pdf
2009,health,70580,Humanadental Ins Co,8430863.0,1,0.59,2009_health.pdf
2009,health,43575,Indemnity Insurance Company Of North America,,1,,2009_health.pdf
2009,health,22624,Indiana Farmers Mutual Insurance Company,,1,,2009_health.pdf
2009,health,52050,Indiana Vision Serv Inc,21243356.0,1,0.23,2009_health.pdf
2009,health,81779,Individual Assur Co Life Hlth & Acc,36429.0,1,,2009_health.pdf
2009,health,19429,Insurance Company Of The State Of Pennsylvania,,2,,2009_health.pdf
2009,health,65080,John Alden Life Ins Co,19235113.0,6,1.54,2009_health.pdf
2009,health,65099,John Hancock Life Insurance Company,,4,,2009_health.pdf
2009,health,65110,Kanawha Ins Co,2402918.0,1,2.05,2009_health.pdf
2009,health,33600,LM Insurance Corporation,,1,,2009_health.pdf
2009,health,42404,Liberty Insurance Corporation,,1,,2009_health.pdf
2009,health,65315,Liberty Life Assur Co Of Boston,8959938.0,2,1.1,2009_health.pdf
2009,health,65498,Life Ins Co Of N Amer,19287208.0,17,4.35,2009_health.pdf
2009,health,65595,Lincoln Benefit Life Co,1154161.0,1,4.28,2009_health.pdf
2009,health,65676,Lincoln Natl Life Ins Co,38518631.0,7,0.9,2009_health.pdf
2009,health,65722,Loyal Amer Life Ins Co,2873268.0,1,1.72,2009_health.pdf
2009,health,95444,"M Plan, Inc.",,3,,2009_health.pdf
2009,health,65781,Madison Natl Life Ins Co Inc,10318876.0,2,0.96,2009_health.pdf
2009,health,71072,Marquette Natl Life Ins Co,1272598.0,3,11.64,2009_health.pdf
2009,health,74322,Medical Benefits Mut Life Ins Co,14870194.0,2,0.66,2009_health.pdf
2009,health,29076,Medical Mut Of OH,2494809.0,2,3.96,2009_health.pdf
2009,health,97055,Mega Life & Hlth Ins Co The,14347172.0,15,5.16,2009_health.pdf
2009,health,65951,Merit Life Ins Co,1996217.0,3,7.42,2009_health.pdf
2009,health,65978,Metropolitan Life Ins Co,66584915.0,11,0.82,2009_health.pdf
2009,health,10998,Michigan Commercial Insurance Mutual,,1,,2009_health.pdf
2009,health,66087,Mid West Natl Life Ins Co Of TN,5091733.0,4,3.88,2009_health.pdf
2009,health,79480,Midwest Security Life Ins Co,827897.0,2,,2009_health.pdf
2009,health,66168,Minnesota Life Ins Co,6143876.0,1,0.8,2009_health.pdf
2009,health,66281,Monumental Life Ins Co,18751659.0,2,0.53,2009_health.pdf
2009,health,14621,Motorists Mutual Insurance Company,,1,,2009_health.pdf
2009,health,71412,Mutual Of Omaha Ins Co,42449453.0,9,1.05,2009_health.pdf
2009,health,12540,NHP of IN LLC,139004010.0,4,0.14,2009_health.pdf
2009,health,60593,National States Ins Co,1567730.0,2,6.3,2009_health.pdf
2009,health,19445,National Union Fire Ins Co Of Pitts,6567900.0,4,3.01,2009_health.pdf
2009,health,66869,Nationwide Life Ins Co,8489365.0,1,0.58,2009_health.pdf
2009,health,66915,New York Life Ins Co,6262350.0,2,1.58,2009_health.pdf
2009,health,81264,Nippon Life Ins Co Of Amer,17650721.0,2,0.56,2009_health.pdf
2009,health,69000,Northwestern Long Term Care Ins Co,3635790.0,1,1.36,2009_health.pdf
2009,health,42552,Nova Casualty Company,,5,,2009_health.pdf
2009,health,67172,Ohio Natl Life Ins Co,209915.0,1,,2009_health.pdf
2009,health,70785,Pacificare Life & Hlth Ins Co,4323920.0,11,12.56,2009_health.pdf
2009,health,67539,Pan Amer Life Ins Co,2855172.0,6,10.38,2009_health.pdf
2009,health,67628,Pekin Life Ins Co,32549367.0,7,1.06,2009_health.pdf
2009,health,67660,Pennsylvania Life Ins Co,56317041.0,6,0.53,2009_health.pdf
2009,health,95436,Physicians Hlth Plan of N IN Inc,144022739.0,8,0.27,2009_health.pdf
2009,health,80578,Physicians Mut Ins Co,6896853.0,2,1.43,2009_health.pdf
2009,health,61271,Principal Life Ins Co,113365178.0,19,0.83,2009_health.pdf
2009,health,12416,Protective Ins Co,14189060.0,1,0.35,2009_health.pdf
2009,health,68136,Protective Life Ins Co,668494.0,1,,2009_health.pdf
2009,health,68241,Prudential Ins Co Of Amer,13600964.0,8,2.9,2009_health.pdf
2009,health,68284,Pyramid Life Ins Co,167982089.0,35,1.03,2009_health.pdf
2009,health,70211,Reassure Amer Life Ins Co,1007288.0,1,4.9,2009_health.pdf
2009,health,68381,Reliance Standard Life Ins Co,10264646.0,3,1.44,2009_health.pdf
2009,health,68462,Reserve Natl Ins Co,9763455.0,2,1.01,2009_health.pdf
2009,health,65005,RiverSource Life Ins Co,5263033.0,1,0.94,2009_health.pdf
2009,health,57657,Royal Neighbors Of America,,1,,2009_health.pdf
2009,health,76325,Senior Hlth Ins Co of PA,6812219.0,37,26.82,2009_health.pdf
2009,health,12575,SilverScript Ins Co,32084438.0,4,0.62,2009_health.pdf
2009,health,95812,Southeastern IN Hlth Organization,48020411.0,1,0.1,2009_health.pdf
2009,health,69019,Standard Ins Co,11074356.0,1,0.45,2009_health.pdf
2009,health,86355,Standard Life & Accident Ins Co,9377880.0,2,1.05,2009_health.pdf
2009,health,69078,Standard Security Life Ins Co Of NY,9905817.0,1,0.5,2009_health.pdf
2009,health,25143,State Farm Fire and Casualty Company,,1,,2009_health.pdf
2009,health,77399,Sterling Life Ins Co,4124605.0,1,1.2,2009_health.pdf
2009,health,65021,Stonebridge Life Ins Co,6822570.0,10,7.24,2009_health.pdf
2009,health,69477,Time Ins Co,39465387.0,22,2.75,2009_health.pdf
2009,health,86231,Transamerica Life Ins Co,17735406.0,14,3.9,2009_health.pdf
2009,health,19038,Travelers Casualty And Surety Company,,1,,2009_health.pdf
2009,health,61425,Trustmark Ins Co,1077072.0,1,4.58,2009_health.pdf
2009,health,62863,Trustmark Life Ins Co,6727107.0,7,5.14,2009_health.pdf
2009,health,80802,US Br SunLife Assur Co Of Canada,39612949.0,3,0.37,2009_health.pdf
2009,health,70700,Unicare Hlth Ins Co Of The Midwest,3349745.0,1,1.47,2009_health.pdf
2009,health,80314,Unicare Life & Hlth Ins Co,172615604.0,33,0.94,2009_health.pdf
2009,health,70408,Union Security Ins Co,13288780.0,3,1.11,2009_health.pdf
